,name,Unnamed: 0,genre
1805,변호인,1805.0,"[['SF', '드라마', '미스터리', '스릴러', '미국', '영국', '2013']]"
1806,숨바꼭질,1806.0,"[['애니메이션', '프랑스', '노르웨이', '스웨덴', '2018']]"
1807,더 테러 라이브,1807.0,"[['드라마', '한국', '2016']]"
1808,감시자들,1808.0,"[['액션', '모험', '판타지', '미국', '2013']]"
1809,월드 워 Z,1809.0,"[['액션', '코미디', '범죄', '미국', '2013']]"
1810,신세계,1810.0,"[['느와르', '액션', '한국', '2013']]"
1811,박수건달,1811.0,"[['드라마', '공포', '한국', '2021']]"
1812,스파이,1812.0,"[['범죄', '스릴러', '미스터리', '미국', '프랑스', '2013']]"
1813,그래비티,1813.0,"[['드라마', '한국', '2020']]"
1814,타워,1814.0,"[['공연실황', '영국', '2019']]"
1815,감기,1815.0,"[['액션', '모험', 'SF', '미국', '2018']]"
1816,토르: 다크 월드,1816.0,"[['액션', '스릴러', '한국', '2013']]"
1817,레드: 더 레전드,1817.0,"[['공포', '미스터리', '스릴러', '미국', '2021']]"
1818,친구 2,1818.0,"[['액션', '모험', '판타지', 'SF', '미국', '캐나다', '2013']]"
1819,어바웃 타임,1819.0,"[['공포', '오스트레일리아', '2019']]"
1820,나우 유 씨 미 : 마술사기단,1820.0,"[['판타지', '모험', '드라마', '미국', '뉴질랜드', '2013']]"
1821,소원,1821.0,"[['스릴러', '한국', '2018']]"
1822,레미제라블,1822.0,"[['애니메이션', '미국', '2013']]"
1823,퍼시픽 림,1823.0,"[['멜로/로맨스', '한국', '2012']]"
1824,화이: 괴물을 삼킨 아이,1824.0,"[['액션', '모험', 'SF', '스릴러', '미국', '캐나다', '2013']]"
1825,컨저링,1825.0,"[['액션', '모험', '범죄', '미국', '2013']]"
1826,맨 오브 스틸,1826.0,"[['드라마', '한국', '2018']]"
1827,용의자,1827.0,"[['가족', '한국', '2019']]"
1828,호빗: 스마우그의 폐허,1828.0,"[['액션', '드라마', '한국', '2012']]"
1829,몽타주,1829.0,"[['드라마', '한국', '2012']]"
1830,터보,1830.0,"[['액션', '모험', 'SF', '미국', '2013']]"
1831,연애의 온도,1831.0,"[['모험', '드라마', '판타지', '미국', '2012']]"
1832,지.아이.조 2,1832.0,"[['액션', 'SF', '미국', '2013']]"
1833,분노의 질주: 더 맥시멈,1833.0,"[['드라마', '멜로/로맨스', '미국', '오스트레일리아', '2013']]"
1834,공범,1834.0,"[['액션', '범죄', '스릴러', '미국', '2013']]"
1835,집으로 가는 길,1835.0,"[['애니메이션', '한국', '2018']]"
1836,전설의 주먹,1836.0,"[['드라마', '코미디', '액션', '한국', '2013']]"
1837,파파로티,1837.0,"[['드라마', '한국', '2014']]"
1838,스타트렉 다크니스,1838.0,"[['가족', '한국', '2013']]"
1839,라이프 오브 파이,1839.0,"[['SF', '액션', '드라마', '미국', '2013']]"
1840,오블리비언,1840.0,"[['공포', '스릴러', '한국', '2013']]"
1841,위대한 개츠비,1841.0,"[['코미디', '공포', '멜로/로맨스', '미국', '2013']]"
1842,다이하드: 굿 데이 투 다이,1842.0,"[['드라마', '한국', '2013']]"
1843,런닝맨,1843.0,"[['판타지', '액션', '미국', '2013']]"
1844,미스터 고,1844.0,"[['SF', '액션', '미국', '2013']]"
1845,결혼전야,1845.0,"[['액션', '드라마', '한국', '2013']]"
1846,깡철이,1846.0,"[['애니메이션', '모험', '미국', '2013']]"
1847,엘리시움,1847.0,"[['코미디', '한국', '2012']]"
1848,더 웹툰: 예고살인,1848.0,"[['애니메이션', '코미디', '가족', '미국', '2013']]"
1849,웜 바디스,1849.0,"[['모험', '드라마', '판타지', '미국', '2013']]"
1850,고령화 가족,1850.0,"[['애니메이션', '모험', '코미디', '미국', '2020']]"
1851,헝거게임: 캣칭 파이어,1851.0,"[['애니메이션', '한국', '2012']]"
1852,더 울버린,1852.0,"[['애니메이션', '가족', '미국', '2013']]"
1853,동창생,1853.0,"[['애니메이션', '코미디', '가족', '판타지', '미국', '2018']]"
1854,에픽 : 숲속의 전설,1854.0,"[['스릴러', '한국', '2013']]"
1855,전국노래자랑,1855.0,"[['애니메이션', '모험', '코미디', '미국', '2013']]"
1856,슈퍼배드 2,1856.0,"[['드라마', '코미디', '한국', '2012']]"
1857,잭 더 자이언트 킬러,1857.0,"[['애니메이션', '코미디', '가족', '판타지', '미국', '2013']]"
1858,크루즈 패밀리,1858.0,"[['액션', '범죄', '드라마', '미스터리', '스릴러', '미국', '2016']]"
1859,뽀로로 극장판 슈퍼썰매 대모험,1859.0,"[['드라마', '멜로/로맨스', '한국', '2012']]"
1860,개구쟁이 스머프 2,1860.0,"[['스릴러', '드라마', '한국', '2013']]"
1861,몬스터 호텔,1861.0,"[['드라마', '스페인', '미국', '2012']]"
1862,열한시,1862.0,"[['공포', '스릴러', '미국', '2013']]"
1863,몬스터 대학교,1863.0,"[['판타지', '액션', '모험', '드라마', '미국', '독일', '2013']]"
1864,남쪽으로 튀어,1864.0,"[['액션', '드라마', '미국', '2013']]"
1865,하늘에서 음식이 내린다면 2,1865.0,"[['드라마', '실험', '미국', '2014']]"
1866,잭 리처,1866.0,"[['드라마', '스릴러', '영국', '2016']]"
1867,반창꼬,1867.0,"[['모험', '가족', '판타지', '미국', '2013']]"
1868,더 파이브,1868.0,"[['멜로/로맨스', '코미디', '한국', '2012']]"
1869,더 임파서블,1869.0,"[['애니메이션', '액션', '가족', '영국', '미국', '오스트레일리아', '2013']]"
1870,인시디어스: 두번째 집,1870.0,"[['공포', '한국', '2013']]"
1871,섀도우 헌터스: 뼈의 도시,1871.0,"[['액션', '모험', '한국', '2016']]"
1872,화이트 하우스 다운,1872.0,"[['애니메이션', '모험', '가족', '벨기에', '2013']]"
1873,애프터 어스,1873.0,"[['드라마', '한국', '2013']]"
1874,사이코메트리,1874.0,"[['SF', '액션', '미국', '독일', '2012']]"
1875,퍼시 잭슨과 괴물의 바다,1875.0,"[['느와르', '한국', '2013']]"
1876,남자사용설명서,1876.0,"[['애니메이션', '일본', '2005']]"
1877,다이노소어 어드벤처 3D,1877.0,"[['액션', '모험', '미국', '2013']]"
1878,무서운 이야기 2,1878.0,"[['미스터리', '스릴러', '공포', '한국', '2020']]"
1879,캐치미,1879.0,"[['판타지', '모험', '액션', '미국', '2013']]"
1880,썬더와 마법저택,1880.0,"[['드라마', '코미디', '한국', '2013']]"
1881,노브레싱,1881.0,"[['모험', '액션', '중국', '2012']]"
1882,클라우드 아틀라스,1882.0,"[['애니메이션', '모험', '미국', '인도', '2012']]"
1883,창수,1883.0,"[['애니메이션', '모험', '코미디', '가족', 'SF', '미국', '2018']]"
1884,명탐정 코난 : 수평선상의 음모,1884.0,"[['액션', '미국', '2019']]"
1885,론 레인저,1885.0,"[['애니메이션', '모험', '가족', '판타지', '러시아 연방', '2019']]"
1886,스토커,1886.0,"[['코미디', '한국', '2013']]"
1887,오즈 그레이트 앤드 파워풀,1887.0,"[['애니메이션', '모험', '미국', '한국', '2012']]"
1888,미나문방구,1888.0,"[['드라마', '액션', '멜로/로맨스', '미국', '2012']]"
1889,차이니즈 조디악,1889.0,"[['멜로/로맨스', '코미디', '한국', '2013']]"
1890,빌리와 용감한 녀석들 2,1890.0,"[['드라마', '미국', '2013']]"
1891,주먹왕 랄프,1891.0,"[['애니메이션', '모험', '코미디', '가족', '미국', '2012']]"
1892,이스케이프 플랜,1892.0,"[['범죄', '드라마', '한국', '2012']]"
1893,눈의 여왕,1893.0,"[['드라마', '미국', '2013']]"
1894,롤러코스터,1894.0,"[['애니메이션', '코미디', '가족', '뮤지컬', '미국', '2013']]"
1895,헨젤과 그레텔: 마녀 사냥꾼 3D,1895.0,"[['애니메이션', 'SF', '일본', '2012']]"
1896,파이스토리 : 악당상어 소탕작전,1896.0,"[['코미디', '드라마', '영국', '2012']]"
1897,장고:분노의 추적자,1897.0,"[['판타지', '모험', '미국', '뉴질랜드', '2012']]"
1898,밤의 여왕,1898.0,"[['스페인', '2016']]"
1899,캡틴 필립스,1899.0,"[['멜로/로맨스', '미국', '2013']]"
1900,잠베지아: 신비한 나무섬의 비밀,1900.0,"[['액션', '스릴러', '한국', '2013']]"
1901,분노의 윤리학,1901.0,"[['스릴러', '범죄', '드라마', '미국', '2013']]"
1902,잡스,1902.0,"[['드라마', '한국', '2012']]"
1903,세이빙 산타,1903.0,"[['애니메이션', '코미디', '모험', '덴마크', '2012']]"
1904,짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스,1904.0,"[['액션', '스릴러', '미국', '2013']]"
1905,송 포 유,1905.0,"[['코미디', '미국', '이탈리아', '스페인', '2012']]"
1906,호빗: 뜻밖의 여정,1906.0,"[['애니메이션', '일본', '2004']]"
1907,비행기,1907.0,"[['드라마', '한국', '2013']]"
1908,비포 미드나잇,1908.0,"[['드라마', '한국', '2013']]"
1909,응징자,1909.0,"[['SF', '액션', '모험', '미국', '2013']]"
1910,프리즈너스,1910.0,"[['애니메이션', '모험', '가족', '핀란드', '덴마크', '아일랜드', '독일', '2012']]"
1911,마이 리틀 히어로,1911.0,"[['공포', '미국', '2019']]"
1912,해양경찰 마르코,1912.0,"[['범죄', '스릴러', '미국', '2013']]"
1913,백악관 최후의 날,1913.0,"[['코미디', '한국', '2012']]"
1914,로마 위드 러브,1914.0,"[['뮤지컬', '한국', '2018']]"
1915,명탐정 코난:은빛 날개의 마술사,1915.0,"[['드라마', '한국', '2012']]"
1916,톱스타,1916.0,"[['드라마', '코미디', '미국', '2013']]"
1917,노리개,1917.0,"[['드라마', '전쟁', '미국', '2012']]"
1918,엔더스 게임,1918.0,"[['스릴러', '공포', '미국', '2020']]"
1919,니코: 산타비행단의 모험,1919.0,"[['스릴러', '범죄', '드라마', '미국', '영국', '2013']]"
1920,더 자이언트,1920.0,"[['SF', '액션', '미국', '2013']]"
1921,히든 카드,1921.0,"[['액션', '드라마', '미국', '2013']]"
1922,가문의 영광5 - 가문의 귀환,1922.0,"[['코미디', '드라마', '멜로/로맨스', '미국', '2012']]"
1923,안나 카레니나,1923.0,"[['드라마', '미국', '2013']]"
1924,지슬 - 끝나지 않은 세월2,1924.0,"[['애니메이션', '일본', '2013']]"
1925,블루 재스민,1925.0,"[['드라마', '한국', '2013']]"
1926,링컨,1926.0,"[['스릴러', '액션', '드라마', '미국', '2012']]"
1927,더 퍼지,1927.0,"[['드라마', '미국', '2012']]"
1928,카운슬러,1928.0,"[['모험', '드라마', '판타지', '미국', '2013']]"
1929,리딕,1929.0,"[['한국', '2015']]"
1930,러시 : 더 라이벌,1930.0,"[['무협', '액션', '드라마', '홍콩', '중국', '2013']]"
1931,실버라이닝 플레이북,1931.0,"[['액션', '코미디', '범죄', '판타지', '미국', '2013']]"
1932,버틀러: 대통령의 집사,1932.0,"[['애니메이션', '판타지', '모험', '페루', '아르헨티나', '2012']]"
1933,극장판 도라에몽: 진구의 비밀도구 박물관,1933.0,"[['애니메이션', '모험', '일본', '2012']]"
1934,배우는 배우다,1934.0,"[['노르웨이', '2021']]"
1935,제로 다크 서티,1935.0,"[['애니메이션', '가족', '모험', '판타지', '코미디', '미국', '2001']]"
1936,마지막 4중주,1936.0,"[['키프로스', '2020']]"
1937,월터의 상상은 현실이 된다,1937.0,"[['스릴러', '액션', '판타지', '멜로/로맨스', '미국', '2013']]"
1938,바람이 분다,1938.0,"[['애니메이션', '모험', '드라마', '가족', '판타지', '덴마크', '2011']]"
1939,일대종사,1939.0,"[['애니메이션', '액션', '가족', '모험', '코미디', '중국', '2012']]"
1940,R.I.P.D. : 알.아이.피.디.,1940.0,"[['애니메이션', '모험', '코미디', '가족', '미국', '2003']]"
1941,로덴시아: 마법왕국의 전설,1941.0,"[['드라마', '일본', '2013']]"
1942,원피스 극장판 Z,1942.0,"[['가족', '애니메이션', '모험', '코미디', '스페인', '2011']]"
1943,마마,1943.0,"[['드라마', '프랑스', '오스트레일리아', '2013']]"
1944,몬스터 주식회사,1944.0,"[['애니메이션', '판타지', '이탈리아', '벨기에', '프랑스', '룩셈부르크', '2012']]"
1945,더 콜,1945.0,"[['드라마', '한국', '2013']]"
1946,뷰티풀 크리처스,1946.0,"[['스릴러', '공포', '한국', '2012']]"
1947,토토의 움직이는 숲,1947.0,"[['애니메이션', '독일', '2013']]"
1948,쿵후팬더: 영웅의 탄생,1948.0,"[['미국', '2017']]"
1949,니모를 찾아서,1949.0,"[['애니메이션', '코미디', '모험', '프랑스', '2011']]"
1950,오싱,1950.0,"[['애니메이션', '액션', '드라마', 'SF', '일본', '2012']]"
1951,화이트 고릴라,1951.0,"[['판타지', '애니메이션', '모험', '코미디', '가족', '벨기에', '핀란드', '2011']]"
1952,투 마더스,1952.0,"[['뮤지컬', '공연실황', '한국', '2018']]"
1953,피노키오: 당나귀 섬의 비밀,1953.0,"[['드라마', '멜로/로맨스', '프랑스', '독일', '오스트리아', '2012']]"
1954,우리 선희,1954.0,"[['코미디', '드라마', '멜로/로맨스', '미국', '2012']]"
1955,닥터,1955.0,"[['애니메이션', '모험', '페루', '독일', '이탈리아', '2009']]"
1956,토니 스토리: 깡통제국의 비밀,1956.0,"[['애니메이션', '모험', '노르웨이', '2013']]"
1957,라스트 스탠드,1957.0,"[['드라마', '이란', '2017']]"
1958,정글번치 : 빙산으로의 귀환,1958.0,"[['애니메이션', '미국', '홍콩', '2012']]"
1959,에반게리온: Q,1959.0,"[['애니메이션', '일본', '2013']]"
1960,산타의 매직 크리스탈,1960.0,"[['다큐멘터리', '한국', '2015']]"
1961,웃는 남자,1961.0,"[['드라마', '가족', '일본', '2013']]"
1962,아무르,1962.0,"[['드라마', '한국', '2013']]"
1963,호프 스프링즈,1963.0,"[['미스터리', '액션', '범죄', '중국', '2013']]"
1964,돌핀 : 꿈꾸는 다니엘의 용감한 모험,1964.0,"[['애니메이션', '모험', '코미디', '러시아 연방', '2012']]"
1965,꼬마영웅 경찰차 프로디,1965.0,"[['다큐멘터리', '한국', '2018']]"
1966,길위에서,1966.0,"[['멜로/로맨스', '코미디', '한국', '2012']]"
1967,스카이포스 3D,1967.0,"[['러시아 연방', '2011']]"
1968,언어의 정원,1968.0,"[['애니메이션', '모험', '가족', '아르헨티나', '2010']]"
1969,블랙 가스펠,1969.0,"[['애니메이션', '액션', '모험', '이탈리아', '2013']]"
1970,그렇게 아버지가 된다,1970.0,"[['애니메이션', '액션', '모험', 'SF', '판타지', '일본', '2013']]"
1971,뜨거운 안녕,1971.0,"[['코미디', '일본', '2018']]"
1972,적인걸2 : 신도해왕의 비밀,1972.0,"[['공포', 'SF', '미국', '2013']]"
1973,슈퍼윙스 3D,1973.0,"[['공포', '영국', '2020']]"
1974,러브레터,1974.0,"[['크로아티아', '2019']]"
1975,나의 PS 파트너,1975.0,"[['드라마', '네덜란드', '2019']]"
1976,호두까기인형 3D,1976.0,"[['다큐멘터리', '한국', '2018']]"
1977,프리버즈: 밍쿠와 찌아의 도시 대탈출,1977.0,"[['애니메이션', '가족', '일본', '2012']]"
1978,글래디에이터: 로마 영웅 탄생의 비밀 3D,1978.0,"[['액션', '드라마', 'SF', '스웨덴', '2016']]"
1979,드래곤볼Z : 신들의 전쟁,1979.0,"[['드라마', '미국', '2018']]"
1980,레옹,1980.0,"[['애니메이션', '일본', '2012']]"
1981,쥬라기 공원,1981.0,"[['애니메이션', '태국', '2012']]"
1982,호스트,1982.0,"[['드라마', '코미디', '모험', '미국', '2012']]"
1983,스니치,1983.0,"[['한국', '2020']]"
1984,세이프 헤이븐,1984.0,"[['드라마', '한국', '2012']]"
1985,끝과 시작,1985.0,"[['액션', '모험', '판타지', '스릴러', '미국', '2009']]"
1986,폭풍우 치는 밤에: 비밀 친구,1986.0,"[['액션', '공포', '스릴러', '미국', '2020']]"
1987,사이드 이펙트,1987.0,"[['액션', '범죄', '한국', '2016']]"
1988,저스틴,1988.0,"[['멜로/로맨스', '코미디', '미국', '2013']]"
1989,극장판 썬더일레븐 GO VS 골판지 전사 W,1989.0,"[['멜로/로맨스', '벨기에', '프랑스', '2012']]"
1990,에코 플래닛 3D : 지구 구출 특급 대작전,1990.0,"[['공포', '스릴러', '한국', '2013']]"
1991,문라이즈 킹덤,1991.0,"[['드라마', '한국', '2012']]"
1992,뫼비우스,1992.0,"[['애니메이션', '액션', '일본', '2012']]"
1993,누구의 딸도 아닌 해원,1993.0,"[['멜로/로맨스', '드라마', '코미디', '영국', '미국', '2003']]"
1994,드래곤 헌터,1994.0,"[['다큐멘터리', '중국', '2020']]"
1995,더 헌트,1995.0,"[['애니메이션', '폴란드', '2018']]"
1996,마스터,1996.0,"[['애니메이션', '모험', '일본', '2012']]"
1997,빅 웨딩,1997.0,"[['애니메이션', '태국', '2009']]"
1998,러스트 앤 본,1998.0,"[['드라마', '멜로/로맨스', '프랑스', '이탈리아', '1988']]"
1999,꼭두각시,1999.0,"[['애니메이션', '모험', '가족', '프랑스', '2012']]"
2000,어떤 시선,2000.0,"[['서스펜스', '드라마', '프랑스', '2010']]"
2001,극장판 나루토 질풍전: 로드 투 닌자,2001.0,"[['이란', '프랑스', '2021']]"
2002,러브액츄얼리: 크리스마스 에디션,2002.0,"[['애니메이션', '일본', '2010']]"
2003,원 데이,2003.0,"[['드라마', '한국', '2017']]"
2004,머드,2004.0,"[['다큐멘터리', '팔레스타인', '2020']]"
2005,쾌걸 조로리의 대대대대모험,2005.0,"[['멜로/로맨스', '코미디', '아르헨티나', '스페인', '독일', '2011']]"
2006,코비: 블루 엘리펀트의 전설,2006.0,"[['액션', '한국', '2012']]"
2007,시네마 천국,2007.0,"[['서스펜스', '멜로/로맨스', '한국', '2013']]"
2008,스파이크,2008.0,"[['액션', '스릴러', '미국', '2012']]"
2009,빅 픽처,2009.0,"[['드라마', '미국', '아랍 에미레이트 연합', '2012']]"
2010,히어로,2010.0,"[['다큐멘터리', '한국', '2013']]"
2011,빨간머리 앤 : 그린게이블로 가는 길,2011.0,"[['드라마', '프랑스', '2012']]"
2012,8월의 크리스마스,2012.0,"[['애니메이션', '스릴러', '한국', '2013']]"
2013,디스커넥트,2013.0,"[['범죄', '드라마', '미국', '2013']]"
2014,부에노스 아이레스에서 사랑에 빠질 확률,2014.0,"[['다큐멘터리', '한국', '2013']]"
2015,26년,2015.0,"[['애니메이션', '프랑스', '2012']]"
2016,짓,2016.0,"[['드라마', '서스펜스', '일본', '2016']]"
2017,알렉스 크로스,2017.0,"[['드라마', '미국', '2012']]"
2018,프라미스드 랜드,2018.0,"[['멜로/로맨스', '드라마', '한국', '2013']]"
2019,잉여들의 히치하이킹,2019.0,"[['애니메이션', '판타지', '모험', '일본', '2013']]"
2020,까밀 리와인드,2020.0,"[['드라마', '미국', '2012']]"
2021,사이비,2021.0,"[['코미디', '드라마', '멜로/로맨스', '미국', '2012']]"
2022,플레이스 비욘드 더 파인즈,2022.0,"[['다큐멘터리', '캐나다', '2018']]"
2023,그랑블루 리마스터링 감독판,2023.0,"[['애니메이션', '모험', '일본', '2012']]"
2024,천안함 프로젝트,2024.0,"[['액션', '영국', '2017']]"
2025,아기기린 자라파,2025.0,"[['애니메이션', '판타지', '드라마', '일본', '2012']]"
2026,소녀,2026.0,"[['코미디', '드라마', '인도', '2018']]"
2027,플라이트,2027.0,"[['드라마', '멜로/로맨스', '중국', '한국', '2013']]"
2028,완전 소중한 사랑,2028.0,"[['드라마', '프랑스', '독일', '2012']]"
2029,꼬마마녀 요요와 네네,2029.0,"[['스릴러', '2018']]"
2030,러브레이스,2030.0,"[['액션', '드라마', '한국', '2013']]"
2031,세상의 끝까지 21일,2031.0,"[['코미디', '드라마', '미스터리', '프랑스', '2012']]"
2032,가디언즈,2032.0,"[['코미디', '액션', '중국', '홍콩', '2012']]"
2033,극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,2033.0,"[['코미디', '드라마', '영국', '프랑스', '2012']]"
2034,테이크다운,2034.0,"[['범죄', '드라마', '미국', '2017']]"
2035,부도리의 꿈,2035.0,"[['드라마', '판타지', '캐나다', '벨기에', '프랑스', '독일', '영국', '룩셈부르크', '미국', '2009']]"
2036,셰임,2036.0,"[['드라마', '대만', '2012']]"
2037,이별계약,2037.0,"[['드라마', '한국', '2017']]"
2038,홀리 모터스,2038.0,"[['드라마', '영국', '2019']]"
2039,퍼펙트,2039.0,"[['드라마', '멜로/로맨스', '덴마크', '스웨덴', '체코', '2012']]"
2040,잉투기,2040.0,"[['애니메이션', '일본', '2013']]"
2041,인 더 하우스,2041.0,"[['드라마', '멜로/로맨스', '미국', '2013']]"
2042,타이치0 3D,2042.0,"[['범죄', '드라마', '스릴러', '액션', '미국', '2012']]"
2043,앤젤스 셰어: 천사를 위한 위스키,2043.0,"[['애니메이션', '일본', '2012']]"
2044,월플라워,2044.0,"[['드라마', '한국', '2012']]"
2045,미스터 노바디,2045.0,"[['액션', '모험', '판타지', 'SF', '미국', '2019']]"
2046,터치 오브 라이트,2046.0,"[['코미디', '한국', '2013']]"
2047,명왕성,2047.0,"[['다큐멘터리', '한국', '2013']]"
2048,베이트,2048.0,"[['드라마', '프랑스', '독일', '벨기에', '2011']]"
2049,로얄 어페어,2049.0,"[['SF', '액션', '스릴러', '미국', '프랑스', '1991']]"
2050,호비와 후후의 대모험: 무지개꽃을 구하라,2050.0,"[['코미디', '뮤지컬', '미국', '2015']]"
2051,쇼를 사랑한 남자,2051.0,"[['드라마', '한국', '2012']]"
2052,데드폴,2052.0,"[['액션', '드라마', '모험', '미국', '2013']]"
2053,극장판 포켓몬스터 베스트위시「메로엣타의 반짝반짝 음악회」,2053.0,"[['코미디', '프랑스', '2012']]"
2054,공정사회,2054.0,"[['멜로/로맨스', '일본', '2012']]"
2055,갬빗,2055.0,"[['액션', '코미디', '범죄', '미국', '영국', '2013']]"
2056,아티스트 봉만대,2056.0,"[['범죄', '드라마', '스릴러', '미국', '2013']]"
2057,안녕?! 오케스트라,2057.0,"[['드라마', '프랑스', '캐나다', '포르투갈', '이탈리아', '2012']]"
2058,어느 예술가의 마지막 일주일,2058.0,"[['다큐멘터리', '한국', '2013']]"
2059,터미네이터 2 : 심판의 날 감독판,2059.0,"[['코미디', '드라마', '영국', '2012']]"
2060,피치 퍼펙트,2060.0,"[['애니메이션', '모험', '코미디', '판타지', '가족', '일본', '2013']]"
2061,48미터,2061.0,"[['애니메이션', '미국', '2012']]"
2062,올 이즈 로스트,2062.0,"[['드라마', '미국', '2012']]"
2063,사랑은 타이핑 중!,2063.0,"[['애니메이션', '판타지', '일본', '2012']]"
2064,새 구두를 사야해,2064.0,"[['다큐멘터리', '한국', '2013']]"
2065,킥 애스 2 : 겁없는 녀석들,2065.0,"[['가족', '한국', '2021']]"
2066,브로큰 시티,2066.0,"[['다큐멘터리', '한국', '2013']]"
2067,코스모폴리스,2067.0,"[['애니메이션', '미국', '2012']]"
2068,아유레디?,2068.0,"[['드라마', '멜로/로맨스', '덴마크', '2012']]"
2069,콰르텟,2069.0,"[['코미디', '드라마', 'SF', '미국', '2012']]"
2070,극장판 토리코 : 미식신의 스페셜메뉴,2070.0,"[['멜로/로맨스', '드라마', '코미디', '미국', '2012']]"
2071,토마스와 친구들: 블루마운틴 미스터리,2071.0,"[['드라마', '프랑스', '2012']]"
2072,세션 : 이 남자가 사랑하는 법,2072.0,"[['코미디', '드라마', '프랑스', '스페인', '2012']]"
2073,페어리테일: 봉황의 무녀,2073.0,"[['액션', '공포', '스릴러', '미국', '2012']]"
2074,소명 하늘의 별,2074.0,"[['코미디', '드라마', '프랑스', '2012']]"
2075,슈퍼히어로,2075.0,"[['공포', '스릴러', '미국', '2013']]"
2076,모래가 흐르는 강,2076.0,"[['뮤지컬', '액션', '미국', '2013']]"
2077,파라노만,2077.0,"[['멜로/로맨스', '드라마', '캐나다', '프랑스', '2012']]"
2078,"다시, 뜨겁게 사랑하라!",2078.0,"[['액션', '스릴러', '드라마', '전쟁', '미국', '벨기에', '2013']]"
2079,로봇 앤 프랭크,2079.0,"[['드라마', '프랑스', '스페인', '2012']]"
2080,당신에게도 사랑이 다시 찾아올까요?,2080.0,"[['멜로/로맨스', '코미디', '한국', '2013']]"
2081,나에게서 온 편지,2081.0,"[['액션', '드라마', '전쟁', '중국', '2012']]"
2082,쉐프,2082.0,"[['드라마', '멜로/로맨스', '코미디', '프랑스', '1980']]"
2083,콜렉션,2083.0,"[['한국', '2015']]"
2084,드림팀,2084.0,"[['드라마', '범죄', '프랑스', '캐나다', '2012']]"
2085,라스트 엑소시즘: 잠들지 않는 영혼,2085.0,"[['애니메이션', 'SF', '일본', '2011']]"
2086,메탈리카 스루 더 네버,2086.0,"[['드라마', '멜로/로맨스', '홍콩', '프랑스', '2000']]"
2087,로렌스 애니웨이,2087.0,"[['다큐멘터리', '한국', '2012']]"
2088,킬링시즌,2088.0,"[['멜로/로맨스', '한국', '2014']]"
2089,"페어웰, 마이 퀸",,
2090,연애의 기술,,
2091,초한지: 영웅의 부활,,
2092,라 붐,,
2093,노킹 온 헤븐스 도어,,
2094,폭스파이어,,
2095,날아라! 호빵맨 극장판: 구하라! 코코링과 기적의 별,,
2096,화양연화,,
2097,춤추는 숲,,
2098,"가자, 장미여관으로",,
