,name,actor1.0_a_avg,actor1.0_r_avg
523,라라랜드,883964.2857142857,8.098571428571429
524,지오스톰,357915.0,8.12
525,스타워즈: 라스트 제다이,569462.9861111111,7.478095238095238
526,불한당: 나쁜 놈들의 세상,1826750.0,8.398249999999999
527,그것,0.0,0.0
528,오리엔트 특급 살인,1092474.682034632,8.002424242424242
529,대립군,3078303.7222222225,7.974027777777778
530,베이비 드라이버,505127.18888888886,7.669333333333334
531,위대한 쇼맨,1464694.0476190476,8.542809523809524
532,뽀로로 극장판 공룡섬 대모험,730820.8333333334,7.969285714285714
533,레지던트 이블: 파멸의 날,270736.28571428574,7.2988333333333335
534,공각기동대 : 고스트 인 더 쉘,4721333.333333333,9.04
535,패신저스,465200.0,8.222
536,씽,1180426.2559523808,8.48218253968254
537,아빠는 딸,545.25,5.96
538,컨택트,155300.16666666666,8.235000000000001
539,47 미터,406584.0625,8.151875
540,메리와 마녀의 꽃,723068.5,8.305833333333332
541,얼라이드,689567.0,8.240416666666665
542,발레리안: 천 개 행성의 도시,475723.61904761905,7.780952380952382
543,그레이트 월,713372.0666666667,7.764023809523809
544,침묵,3289988.095238095,8.315014880952381
545,카3: 새로운 도전,103800.03333333333,8.254249999999999
546,리얼,4180089.8857142855,7.838809523809524
547,너의 췌장을 먹고 싶어,0.0,0.0
548,명탐정 코난:진홍의 연가,308833.3333333333,8.786666666666665
549,히든 피겨스,872500.0,9.108749999999999
550,반드시 잡는다,3679821.428571428,8.383839285714286
551,원라인,2764500.0,8.08925
552,터닝메카드W: 블랙미러의 부활,230536.94444444447,7.459444444444443
553,스머프: 비밀의 숲,384311.0,7.623125
554,로그 원: 스타워즈 스토리,874316.9583333334,7.648541666666667
555,킹 아서: 제왕의 검,1441031.5666666664,7.605333333333332
556,극장판 포켓몬스터 너로 정했다!,0.0,0.0
557,넛잡 2,337827.95,7.632538095238095
558,아메리칸 메이드,1152533.3333333333,7.916666666666667
559,러빙 빈센트,548772.6714285715,8.4785
560,대장 김창수,741257.3333333333,7.644333333333332
561,눈의 여왕 3: 눈과 불의 마법대결,0.0,0.0
562,플립,450297.25,6.8625
563,석조저택 살인사건,1505890.7,8.439383333333335
564,싱글라이더,2039562.5952380951,8.308785714285714
565,7호실,3799375.0,8.276607142857143
566,몬스터 패밀리,460050.2111111111,7.6930000000000005
567,내 사랑,163345.83333333334,7.711250000000001
568,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,0.0,8.3125
569,희생부활자,0.0,0.0
570,옥자,433869.0476190476,7.717936507936507
571,블레이드 러너 2049,869500.0,7.375714285714286
572,존 윅 - 리로드,1113087.75,7.101999999999999
573,목소리의 형태,100600.0,9.022
574,공범자들,2651900.0,8.79
575,미옥,3257380.9523809524,7.842976190476191
576,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,498749.07589285716,7.9892369047619045
577,어쌔신: 더 비기닝,964572.0357142858,8.104047619047618
578,50가지 그림자: 심연,60325.3,8.043
579,핵소 고지,161867.2380952381,7.9195714285714285
580,"나는 내일, 어제의 너와 만난다",10992.5,7.54175
581,예수는 역사다,81091.83333333333,7.1555
582,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,324143.47619047615,8.043809523809523
583,더 큐어,70000.0,6.57
584,이프 온리,596750.0,7.634499999999999
585,아토믹 블론드,915077.0793650794,7.817809523809523
586,비정규직 특수요원,487600.2708333333,6.767291666666667
587,레고 배트맨 무비,548608.6458333334,8.126666666666667
588,극장판 또봇: 로봇군단의 습격,582230.125,6.707142857142856
589,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,640672.0770833334,7.81845
590,로마의 휴일,590011.9047619047,7.658690476190477
591,시간위의 집,2042674.5833333335,7.310833333333333
592,명탐정 코난: 에피소드 원-작아진 명탐정,32135.125,8.342000000000002
593,루돌프와 많이있어,97510.41666666667,8.475666666666665
594,저수지 게임,1516213.1111111112,7.845111111111112
595,마이펫 오지,160000.0,7.423333333333333
596,"서서평, 천천히 평온하게",2568000.0,8.684000000000001
597,극장판 소드 아트 온라인 -오디널 스케일-,0.0,0.0
598,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,0.0,0.0
599,파리로 가는 길,631111.6666666666,8.105555555555554
600,킹 오브 프리즘 - 프라이드 더 히어로,0.0,0.0
601,여교사,1837461.4603174601,7.502142857142857
602,직쏘,55462.0,5.446666666666666
603,베이블레이드 버스트 갓 : 갓 발키리의 탄생,998857.5,7.968333333333334
604,딥워터 호라이즌,1576564.4166666667,8.134166666666667
605,슈퍼 빼꼼: 스파이 대작전,0.0,0.0
606,다크타워: 희망의 탑,924138.2222222221,8.243888888888888
607,인비저블 게스트,44302.770833333336,8.3025
608,사일런스,114559.77777777775,7.808333333333334
609,몬스터 콜,151578.5833333333,7.923645833333333
610,다크 나이트,555466.2190476191,8.458666666666668
611,지랄발광 17세,0.0,0.0
612,파도가 지나간 자리,496851.25,8.084166666666667
613,원더,192138.91111111114,8.271444444444443
614,꼬마참새 리차드: 아프리카 원정대,1275634.5,7.778333333333333
615,너와 100번째 사랑,21397.133333333335,7.821666666666666
616,드래곤 스펠: 마법 꽃의 비밀,360844.5,7.4425
617,오즈: 신기한 마법가루,1461319.3714285714,7.353714285714287
618,패트리어트 데이,2648903.0,7.300000000000001
619,파워레인져스: 더 비기닝,1262474.5666666667,8.174
620,바다 탐험대 옥토넛 시즌4: 더 파이널,46000.0,5.9
621,극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지,60354.75,8.718333333333332
622,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,677217.1485714286,7.730019047619048
623,극장판 쿠로코의 농구 라스트 게임,85500.0,9.45625
624,뷰티풀 투모로우,0.0,0.0
625,리틀 프린세스 소피아 : 신비한 섬,0.0,5.91
626,더 크리스마스,754581.12,8.481333333333334
627,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,598833.3333333334,7.666666666666667
628,나의 붉은고래,49293.5,6.971666666666667
629,밤의 해변에서 혼자,0.0,0.0
630,맨체스터 바이 더 씨,154322.88888888888,8.504095238095237
631,위시 어폰,325877.5833333333,6.213733333333333
632,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,0.0,0.0
633,매혹당한 사람들,401059.37857142853,7.769444444444445
634,튤립 피버,294811.17380952375,7.83852380952381
635,윈드 리버,5341884.9,8.754
636,미스 슬로운,299781.0,8.236
637,매기스 플랜,77226.11111111111,7.593928571428571
638,잃어버린 도시 Z,228245.18333333335,7.626833333333333
639,심야식당 2,37798.6,8.148333333333332
640,마더!,386626.5,8.1125
641,"그래, 가족",1062803.2916666665,8.129270833333333
642,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,113450.0,8.622166666666667
643,내가 죽기 전에 가장 듣고 싶은 말,215982.25,8.369166666666667
644,"당신, 거기 있어줄래요",1609038.4682539683,7.965595238095237
645,하이큐!! 재능과 센스,1094857.4829931972,8.108261904761905
646,꼬마돼지 베이브의 대모험,62081.83333333333,7.2975
647,"나, 다니엘 블레이크",99000.0,9.28
648,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,0.0,0.0
649,예감은 틀리지 않는다,383295.5375,7.99
650,원스,141500.0,8.155000000000001
651,이모티: 더 무비,396609.89523809525,7.8446904761904745
652,스노든,79237.25,8.316500000000001
653,첫키스만 50번째,546374.5,8.566666666666666
654,다시 태어나도 우리,0.0,0.0
655,잠깐만 회사 좀 관두고 올게,13686.291666666668,7.593
656,우리의 20세기,766595.5666666667,8.261904761904763
657,키코리키: 황금모자의 비밀,47777.777777777774,7.372222222222223
658,어메이징 메리,935095.0833333333,8.082220238095239
659,녹터널 애니멀스,1949902.05,8.144166666666665
660,파운더,392184.39682539686,8.26952380952381
661,7번째 내가 죽던 날,49250.0,8.06
662,더 플랜,0.0,9.0
663,가디언즈 오브 갤럭시,3751935.9464285714,8.463089285714286
664,하이큐!! 승자와 패자,100600.0,9.022
665,극장판 위 베어 베어스: 곰 브라더스,2232958.3333333335,8.075
666,나는 부정한다,231433.08333333334,8.149166666666668
667,단지 세상의 끝,333556.61507936515,7.710011904761903
668,"좋아해, 너를",31000.0,8.67
669,리빙보이 인 뉴욕,689838.5357142858,7.411190476190476
670,"나의 사랑, 그리스",474960.9166666667,8.233499999999998
671,역모-반란의 시대,386047.4166666666,6.378749999999999
672,너브,27126.933333333334,7.928583333333332
673,세 번째 살인,22174.169047619045,7.587833333333333
674,매직울프,79566.36111111111,7.111388888888889
675,걸 온 더 트레인,564925.9791666666,8.05625
676,데스노트: 더 뉴 월드,8518.041666666666,7.230208333333334
677,마리안느와 마가렛,0.0,0.0
678,극장판 암살교실 : 365일의 시간,0.0,0.0
679,스페이스 비트윈 어스,221217.0555555556,8.009722222222221
680,내게 남은 사랑을,958567.388888889,7.974365079365079
681,로스트 인 파리,23626.75,7.795416666666666
682,재키,1430598.7083333333,8.373154761904761
683,아기돼지 3형제와 매직램프,0.0,7.0
684,러브레터,14750.0,7.135714285714285
685,배저로와 친구들: 신비한 모험,26000.0,6.91
686,슈퍼 버드,356935.1458333333,7.882083333333334
687,부니베어: 로거빅 컴백홈 프로젝트,215950.125,8.28875
688,사다코 대 카야코,20162.0,6.87
689,에곤 쉴레: 욕망이 그린 그림,50000.0,8.06
690,언노운 걸,0.0,0.0
691,"내 어깨 위 고양이, 밥",571488.0666666667,8.938888888888888
692,꿈의 제인,905503.4166666666,7.990833333333334
693,"안녕, 나의 소울메이트",877603.5,8.105
694,슈퍼오리 : 태양을 지켜라,360844.5,7.4425
695,하이큐!! 끝과 시작,100600.0,9.022
696,패션 오브 크라이스트,163200.9,8.225833333333334
697,파워배틀 와치카: 와치가면의 역습,0.0,0.0
698,레이디 맥베스,1049000.0,8.65
699,제인 도,94263.0,7.646666666666666
700,토마스와 친구들: 수수께끼 해적선과 보물찾기,571545.9504761904,7.992323809523809
701,유리정원,1082137.375,7.867500000000001
702,스테이션 7,19645.125,8.41375
703,송 투 송,1564967.0416666665,7.790178571428572
704,행복 목욕탕,41552.25,8.081249999999999
705,빌리 진 킹: 세기의 대결,884839.2857142857,8.748214285714287
706,극장판 어드벤처 타임: 비밀의 아일랜드,370964.5,7.798492063492065
707,아이 앰 히스 레저,708822.8571428572,8.3
708,러브 액츄얼리,322264.4217687075,8.263363095238095
709,뚜르: 내 생애 최고의 49일,861051.8,7.3595
710,부니베어: 나무 도둑의 습격,215950.125,7.644375
711,슬립리스: 크리미널 나이트,670652.6,7.067342857142857
712,그 후,328376.1,7.1775
713,오즈의 마법사 2,10736.166666666666,5.648571428571429
714,신서유기 : 몽키킹의 부활,189671.5,6.7542857142857144
715,인카네이트,163222.35,7.429500000000001
716,배드 지니어스,14451.75,8.035
717,"괜찮아요, 미스터 브래드",296954.25,7.734999999999999
718,부산행,3912249.0952380947,8.133433333333333
719,검사외전,3428666.6666666665,7.575119047619047
720,캡틴 아메리카: 시빌 워,6795666.666666666,8.931666666666665
721,밀정,5356875.0,8.32925
722,인천상륙작전,2434699.404761905,7.798541666666667
723,곡성,1488110.6047619046,7.578065476190476
724,덕혜옹주,2928000.0,7.7997499999999995
725,닥터 스트레인지,774225.2466666667,8.147533333333334
726,마스터,3436694.444444444,7.9574444444444445
727,주토피아,2277615.3,8.302638095238096
728,신비한 동물사전,1622773.7904761904,7.63952380952381
729,아가씨,0.0,0.0
730,쿵푸팬더3,1341379.7416666665,7.931315476190476
731,귀향,157221.0,7.780166666666667
732,데드풀,1412457.525,8.061516666666666
733,나우 유 씨 미 2,2286271.8214285714,8.168071428571428
734,형,3421392.857142857,8.337916666666667
735,엑스맨: 아포칼립스,570460.3511904762,7.7455357142857135
736,미스 페레그린과 이상한 아이들의 집,539749.1174603174,7.901380952380954
737,제이슨 본,651404.05,7.7781666666666665
738,도리를 찾아서,1680757.5079365077,8.236031746031744
739,아수라,2850477.8904761905,7.469069047619048
740,마이펫의 이중생활,874638.861111111,8.403055555555556
741,라라랜드,883964.2857142857,8.098571428571429
742,배트맨 대 슈퍼맨: 저스티스의 시작,1107915.9413919414,7.936641025641025
743,굿바이 싱글,3101619.047619048,7.648190476190476
744,봉이 김선달,1129901.3214285714,7.616130952380953
745,레버넌트: 죽음에서 돌아온 자,734725.2222222221,8.057380952380951
746,컨저링 2,581750.79,7.8496
747,내부자들: 디 오리지널,3736666.6666666665,8.26075
748,수어사이드 스쿼드,906469.8682539682,7.83847619047619
749,인디펜던스 데이 : 리써전스,612663.7083333333,7.447777777777778
750,탐정 홍길동: 사라진 마을,1452354.857142857,8.217142857142859
751,벤허,206533.5,6.336666666666666
752,굿 다이노,986894.46875,8.398041666666668
753,셜록: 유령신부,1881955.95,8.49775
754,특별수사: 사형수의 편지,2649623.246428571,8.315369047619047
755,시간이탈자,2253776.8888888885,8.065
756,동주,2134319.1,7.758222222222222
757,워크래프트: 전쟁의 서막,360907.37,7.9744
758,스타트렉 비욘드,1137072.3055555555,7.702351851851852
759,미씽: 사라진 여자,1821756.1428571427,8.081428571428571
760,"당신, 거기 있어줄래요",1609038.4682539683,7.965595238095237
761,라이트 아웃,1359521.55,7.750249999999999
762,오빠생각,2287437.5,8.463875
763,"날, 보러와요",855505.0416666666,7.587916666666666
764,씽,1180426.2559523808,8.48218253968254
765,맨 인 더 다크,0.0,0.0
766,"고산자, 대동여지도",2660785.375,7.887678571428571
767,매그니피센트 7,652766.4583333334,7.217201298701298
768,갓 오브 이집트,551054.5678571428,7.93225
769,레전드 오브 타잔,744268.0133333333,8.023333333333333
770,좋아해줘,1426542.0777777778,7.659121031746032
771,브리짓 존스의 베이비,752785.2999999999,8.21111111111111
772,런던 해즈 폴른,314411.8222222222,8.03825
773,국가대표 2,2356585.4444444445,7.854611111111112
774,인페르노,572555.0,7.877916666666667
775,앵그리버드 더 무비,2140797.0,8.7065
776,그날의 분위기,1653928.5714285714,8.1175
777,널 기다리며,956862.3392857142,7.750555555555555
778,잭 리처: 네버 고 백,3891264.375,8.09125
779,로그 원: 스타워즈 스토리,874316.9583333334,7.648541666666667
780,싱 스트리트,1186048.75,8.320666666666666
781,아이스 에이지: 지구 대충돌,291334.7333333333,7.722133333333334
782,몬스터 호텔 2,678639.4166666666,8.055833333333332
783,메카닉: 리크루트,904372.375,7.951250000000001
784,고스트버스터즈,2468816.6666666665,8.205238095238096
785,거울나라의 앨리스,674865.8095238096,8.027095238095239
786,가려진 시간,2071140.4027777778,7.706388888888888
787,명탐정 코난: 순흑의 악몽,3056558.0,8.263333333333332
788,해어화,774332.9761904762,7.71747619047619
789,계춘할망,909288.1666666666,8.135833333333334
790,"로봇, 소리",1645666.013095238,7.782314625850342
791,스타워즈: 깨어난 포스,819780.1866666668,7.680607142857143
792,빅쇼트,645125.0,8.260595238095238
793,헌츠맨: 윈터스 워,1833776.4523809524,8.2715
794,나의 소녀시대,250152.33333333334,7.893750000000001
795,조선마술사,946107.1428571428,7.580178571428574
796,언더 워터,111835.0,7.488333333333333
797,클로버필드 10번지,382940.10317460314,7.795753968253968
798,위자: 저주의 시작,557984.75,7.378333333333334
799,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,862217.7589285715,7.639394841269842
800,아기배달부 스토크,402478.4166666667,8.079166666666667
801,위대한 소원,912097.5511904762,7.73847619047619
802,구스범스,340967.5,8.054166666666667
803,포인트 브레이크,611741.875,7.754000000000001
804,앨빈과 슈퍼밴드: 악동 어드벤처,306122.7314814815,8.01825
805,혼숨,896038.5142857142,7.714
806,극장판 안녕 자두야,509392.70535714284,8.499761904761904
807,비밀은 없다,2870500.0,8.079374999999999
808,닌자터틀 : 어둠의 히어로,193356.85416666666,7.596499999999999
809,독수리 에디,882047.8253968254,8.094126984126985
810,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,677217.1485714286,7.730019047619048
811,원피스 필름 골드,163166.6666666667,8.951250000000002
812,아이 엠 어 히어로,17841.388888888887,7.608666666666667
813,남과 여,3103541.6666666665,8.015416666666667
814,짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,0.0,0.0
815,"무현, 두 도시 이야기",0.0,7.77
816,글로리데이,1484192.1031746033,8.299880952380953
817,대호,2060000.0,8.206666666666667
818,매직브러시,870000.0,7.72
819,대배우,3311831.7619047617,7.914571428571429
820,달빛궁궐,2021336.1443452379,7.993571428571428
821,미스컨덕트,1552533.2291666667,7.80425
822,500일의 썸머,331862.25,8.454
823,13시간,283855.5,7.5175833333333335
824,극장판 아이엠스타 : 꿈의 오디션!,311736.3541666666,7.893259259259261
825,제 5침공,141758.1011904762,6.778124999999999
826,극장판 꼬마버스 타요의 에이스 구출작전,256047.64285714284,8.292142857142858
827,대니쉬 걸,1243892.011904762,7.948095238095239
828,인생은 아름다워,11160.0,8.073333333333332
829,카페 소사이어티,299042.5,7.678166666666666
830,마이 리틀 자이언트,449550.2666666667,7.877333333333334
831,죽여주는 여자,921133.0238095238,7.930342261904761
832,헤이트풀8,610565.5357142857,7.6633869047619045
833,감바의 대모험,69687.70833333333,8.412333333333335
834,피터와 드래곤,1315384.4666666663,8.138166666666667
835,다이버전트 시리즈: 얼리전트,182388.8583333333,8.056805555555556
836,무서운 이야기 3 : 화성에서 온 소녀,702551.375,6.510833333333333
837,바스티유 데이,1222427.6666666665,7.985333333333333
838,걷기왕,1690974.4375,7.427142857142858
839,나의 산티아고,58592.277777777774,7.93611111111111
840,본 투 비 블루,464550.5,7.50725
841,태풍이 지나가고,53186.67857142857,7.679523809523809
842,오베라는 남자,90030.16666666667,8.65375
843,크리미널,441554.61111111107,7.926444444444445
844,슈퍼 프렌즈,0.0,5.91
845,루돌프와 많이있어,97510.41666666667,8.475666666666665
846,룸,2606429.975,7.726428571428571
847,포켓몬 더 무비 XY 후파: 광륜의 초마신,798066.3333333334,7.549166666666666
848,다이노X 탐험대,1017125.0,6.1525
849,로스트 인 더스트,851269.9047619049,8.065650793650795
850,최악의 하루,413151.5988095238,8.02892857142857
851,오 마이 그랜파,878371.5,8.063214285714285
852,엽기적인 그녀 2,2907125.0,7.58
853,하이큐!! 끝과 시작,100600.0,9.022
854,라스트 위치 헌터,1670718.5396825399,6.912063492063492
855,언더월드: 블러드 워,636709.9444444445,6.955753968253969
856,선생님의 일기,55821.25,8.031666666666666
857,세상에서 고양이가 사라진다면,43934.75,8.131
858,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,598833.3333333334,7.666666666666667
859,어카운턴트,910182.3125,8.081875
860,아이엠스타 뮤직어워드,94428.57142857143,8.700000000000001
861,리틀메딕: 몸속탐험대,0.0,0.0
862,데몰리션,872387.25,8.258125000000001
863,트럼보,270015.2,7.892857142857143
864,바다 탐험대 옥토넛 시즌4: 빙하탐험선S,598833.3333333334,7.666666666666667
865,두 남자,4046000.0,7.875999999999999
866,극장판 도라에몽: 신 진구의 버스 오브 재팬,674092.84375,7.9171875
867,바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,598833.3333333334,7.666666666666667
868,죽은 시인의 사회,205294.16666666663,8.104999999999999
869,더 보이,109422.23333333335,7.827500000000001
870,극장판 프랭키와 친구들: 생명의 나무,634366.6666666666,7.474999999999999
871,드레스메이커,167019.06666666668,7.623055555555555
872,비포 선라이즈,2639012.5,7.68125
873,백설공주 : 사라진 아빠를 찾아서,1886051.2142857143,7.665
874,불의 전차,399760.06666666665,7.871666666666667
875,파라노말 액티비티: 더 고스트 디멘션,60750.333333333336,6.463333333333334
876,잡아야 산다,227355.125,7.8116666666666665
877,뽀로로 극장판 컴퓨터 왕국 대모험,730820.8333333334,7.969285714285714
878,"나, 다니엘 블레이크",99000.0,9.28
879,포레스트: 죽음의 숲,396167.4533333333,7.691799999999999
880,마음이 외치고 싶어해,36389.5,7.5525
881,바닷마을 다이어리,22652.391666666666,7.5127500000000005
882,우리들,464572.6666666667,8.345555555555556
883,목숨 건 연애,429204.8373015872,6.819166666666667
884,머니 몬스터,126687.8125,7.929166666666667
885,트리플 9,954763.2698412699,8.009320105820105
886,엽문3: 최후의 대결,191063.25,5.780500000000001
887,굿 윌 헌팅,809307.5,8.01
888,갤럭시 히어로즈: 라쳇 앤 클랭크,186799.79735449736,7.788214285714285
889,하드코어 헨리,203257.55555555553,6.798015873015873
890,블레어 위치,402713.2833333333,6.385833333333333
891,미스 사이공 : 25주년 특별 공연,1119333.3333333333,9.1
892,이웃집에 신이 산다,26507.8,7.776666666666666
893,플래그 더 문,98911.125,8.15125
894,냉정과 열정사이,27532.375,6.975
895,범죄의 여왕,813393.5333333333,8.108222222222222
896,스푹스:MI5,1461474.25,7.935583333333333
897,스누피: 더 피너츠 무비,0.0,0.0
898,매드 맥스: 분노의 도로,770359.1666666666,7.892142857142857
899,4등,1276930.5285714285,7.884017857142857
900,나의 그리스식 웨딩 2,10096.0,8.06
901,너의 이름은.,1378685.1666666665,8.571666666666665
902,빌리와 용감한 녀석들: 치킨 히어로,383284.1666666667,7.76375
903,브루클린의 멋진 주말,261163.7142857143,7.707946428571429
904,신은 죽지 않았다 2,36643.104166666664,7.857857142857144
905,시간을 달리는 소녀,556.5,7.3149999999999995
906,"헤일, 시저!",1570326.9583333335,8.224130952380952
907,무한대를 본 남자,256287.3,8.42925
908,인어공주 : 새로운 모험의 시작,215950.125,8.28875
909,다가오는 것들,13386.2,7.547999999999999
910,극장판 유희왕 더 다크 사이드 오브 디멘션즈,0.0,0.0
911,극장판 프리파라 모두 모여라! 프리즘☆투어즈,36662.5,8.290000000000001
912,그랜드파더,867582.2698412699,7.335297619047619
913,쿠보와 전설의 악기,311426.6333333333,7.913523809523809
914,테일 오브 테일즈,458739.7916666667,7.51575
915,스노우타임,0.0,0.0
916,벤허,206533.5,6.336666666666666
917,걸즈 앤 판처 극장판,0.0,0.0
918,서프러제트,326774.1388888889,8.1785
919,카페 6,15802.638888888889,6.711666666666666
920,토마스와 친구들: 용감한 기관차와 괴물소동,18458.333333333336,7.766666666666666
921,인천상륙작전 : 익스텐디드 에디션(확장판),2434699.404761905,7.798541666666667
922,뉴 스텝업: 어반댄스,121000.0,7.012222222222223
923,오페라의 유령,233359.03333333333,7.657
924,카이: 거울 호수의 전설,8200.0,7.949999999999999
925,하이-라이즈,1334498.1053571429,7.945160714285714
926,키즈모노가타리 I : 철혈편,0.0,0.0
927,러브레터,14750.0,7.135714285714285
928,나이스 가이즈,720878.2142857143,7.531190476190477
929,에곤 쉴레: 욕망이 그린 그림,50000.0,8.06
930,45년 후,208002.25,7.775833333333333
931,하이 스피드! ?프리! 스타팅 데이즈-,85250.0,8.1375
932,사울의 아들,24000.0,8.68
933,잉글리쉬 페이션트,294983.8208333333,7.897166666666666
934,글루미 선데이,32724.5,8.082916666666666
935,피아니스트 세이모어의 뉴욕 소네트,21025.0,6.657500000000001
936,연애담,1533323.1,8.433250000000001
937,스킵트레이스: 합동수사,40579.833333333336,6.203452380952381
938,시크릿 인 데어 아이즈,626584.3214285714,7.963291666666667
939,해리포터와 죽음의 성물2,685898.4777777778,7.593444444444445
940,하이큐!! 승자와 패자,100600.0,9.022
941,인터스텔라,275577.1111111111,8.192833333333335
942,비포 선셋,2639012.5,7.68125
943,세기의 매치,345635.661904762,7.939404761904762
944,바그다드 카페 : 디렉터스컷,6980000.0,7.766250000000001
945,섬. 사라진 사람들,1687445.825,7.7636666666666665
946,칠드런 오브 맨,106303.26666666666,7.91
947,립반윙클의 신부,20906.625,7.0825
948,트루스,785447.7291666666,8.090166666666667
949,이레셔널 맨,568378.3928571428,8.00077380952381
950,다음 침공은 어디?,0.0,0.0
951,무간도,498306.75,7.536250000000001
952,환상의 빛,131551.91666666666,7.403333333333333
953,버스 657,1789939.2083333333,7.423422619047619
954,비틀스: 에잇 데이즈 어 위크 ? 투어링 이어즈,0.0,0.0
955,당신자신과 당신의 것,2419132.1428571427,8.0889375
956,"불량소녀, 너를 응원해!",13656.0,8.405000000000001
957,미라클 프롬 헤븐,66311.8,7.987055555555556
958,"조제, 호랑이 그리고 물고기들",24626.5,8.751666666666667
959,내부자들,3736666.6666666665,8.26075
960,"나의 위대한 친구, 세잔",22942.5,8.502
961,무수단,249336.7857142857,6.515000000000001
962,베테랑,4008464.2857142854,8.16229761904762
963,암살,5446166.666666667,7.788777777777778
964,어벤져스: 에이지 오브 울트론,4938722.232142858,8.497113095238095
965,국제시장,3243517.8690476194,7.949261904761905
966,내부자들,3736666.6666666665,8.26075
967,사도,3579866.6666666665,8.104777777777779
968,킹스맨 : 시크릿 에이전트,450806.4841269841,8.033809523809524
969,미션 임파서블: 로그네이션,2152467.2547619045,8.233714285714285
970,연평해전,2863898.6666666665,8.111805555555556
971,검은 사제들,55462.0,5.446666666666666
972,인사이드 아웃,1670935.1190476194,8.152571428571429
973,마션,905715.75,7.93973015873016
974,조선명탐정 : 사라진 놉의 딸,2795130.9523809524,7.844035714285714
975,매드 맥스: 분노의 도로,770359.1666666666,7.892142857142857
976,분노의 질주: 더 세븐,2136029.3421428567,8.321188095238096
977,터미네이터 제니시스,1400551.0,7.560625
978,스물,2777146.45,7.681583333333332
979,극비수사,4292142.857142857,8.589285714285715
980,앤트맨,0.0,5.66
981,스타워즈: 깨어난 포스,819780.1866666668,7.680607142857143
982,빅 히어로,1551299.4309523809,8.367621693121693
983,메이즈 러너: 스코치 트라이얼,1496846.6125,7.8505
984,탐정 : 더 비기닝,2917571.428571428,8.183142857142856
985,스파이,1135187.0654761905,8.081916666666668
986,악의 연대기,703176.1157142858,6.218380952380953
987,강남 1970,1449119.0634920634,7.904444444444445
988,오늘의 연애,1710838.8888888888,7.593333333333333
989,테이큰 3,212368.22222222222,7.341222222222224
990,007 스펙터,1267766.6761904762,7.82090873015873
991,이미테이션 게임,294145.52222222224,8.340444444444444
992,샌 안드레아스,537056.55,7.560291666666666
993,쎄시봉,1914885.8625,7.9348020833333335
994,더 폰,0.0,0.0
995,위플래쉬,1378080.75,8.6075
996,대호,2060000.0,8.206666666666667
997,장수상회,988488.1666666665,8.386854166666666
998,성난 변호사,2500074.619047619,7.867857142857144
999,간신,3161695.4107142854,7.538047619047619
1000,박물관이 살아있다 : 비밀의 무덤,374275.9611111111,7.63048148148148
1001,그놈이다,2819428.5714285714,7.802142857142857
1002,미쓰 와이프,960965.0,7.590208333333332
1003,몬스터 호텔 2,678639.4166666666,8.055833333333332
1004,허삼관,3691701.8095238097,7.498666666666668
1005,"님아, 그 강을 건너지 마오",4800000.0,9.16
1006,살인의뢰,1168192.4285714284,7.989333333333334
1007,손님,1703376.9976190475,7.721315476190476
1008,인시디어스 3,436615.3333333333,6.010624999999999
1009,하트 오브 더 씨,1621741.9349206348,8.156458333333333
1010,헝거게임: 더 파이널,341823.25,7.256666666666666
1011,기술자들,2104442.7321428573,7.621162698412699
1012,열정같은소리하고있네,921000.0,7.69125
1013,특종: 량첸살인기,2498000.0,7.809166666666666
1014,서부전선,1336622.25,8.033124999999998
1015,채피,430128.25,8.026875
1016,극장판 요괴워치: 탄생의 비밀이다냥!,685649.625,8.474875
1017,헬머니,629360.2579365079,7.47019246031746
1018,도라에몽 : 스탠 바이 미,868265.1428571428,8.103571428571428
1019,위험한 상견례 2,1710646.1398809524,7.597321428571429
1020,명탐정 코난 : 화염의 해바라기,3056558.0,8.263333333333332
1021,순수의 시대,1793973.0444444446,7.609015873015873
1022,"협녀, 칼의 기억",2369000.0,7.842555555555556
1023,무뢰한,1467711.111111111,7.826111111111111
1024,판타스틱 4,177504.875,6.680916666666667
1025,뽀로로 극장판 컴퓨터 왕국 대모험,730820.8333333334,7.969285714285714
1026,내 심장을 쏴라,1818586.5357142857,7.5961607142857135
1027,소수의견,2514507.255952381,8.080595238095238
1028,그레이의 50가지 그림자,60325.3,8.043
