,name,director1.0_a_avg,director1.0_r_avg
1121,바닷마을 다이어리,60928.333333333336,8.276666666666666
1122,미안해 사랑해 고마워,920233.7142857144,7.665714285714286
1123,라스트 위치 헌터,167578.0,6.4175
1124,스트레이트 아웃 오브 컴턴,896266.8333333334,8.075714285714286
1125,엘리노어 릭비: 그 남자 그 여자,0.0,0.0
1126,크림슨 피크,1398750.0,7.762499999999999
1127,피케이: 별에서 온 얼간이,248500.0,9.165
1128,약장수,44000.0,8.64
1129,성실한 나라의 앨리스,100000.0,7.883333333333333
1130,데모닉,652661.75,7.630000000000001
1131,유고와 라라: 하늘고래와 구름섬 대모험,20650.25,6.5200000000000005
1132,"웰컴, 삼바",457000.0,8.844999999999999
1133,포켓몬 레인저와 바다의 왕자 마나피,256714.2857142857,8.587142857142856
1134,아델라인 : 멈춰진 시간,0.0,0.0
1135,내일을 위한 시간,11346.125,8.098571428571429
1136,신은 죽지 않았다,0.0,0.0
1137,정글번치: 너구리 해적단과 보물지도,38000.0,6.82
1138,위아 유어 프렌즈,38000.0,8.93
1139,추억의 마니,542333.3333333334,8.286666666666667
1140,령 : 저주받은 사진,112036.0,4.45
1141,한여름의 판타지아,7305.666666666667,7.624
1142,에스엠타운 더 스테이지,36000.0,8.93
1143,리틀드래곤 코코넛,0.0,0.0
1144,나를 미치게 하는 여자,1169666.6666666667,8.576666666666668
1145,"땡큐, 대디",0.0,0.0
1146,춘희막이,16899.5,9.025
1147,슈퍼 스파이: 수상한 임무,16752.5,7.105
1148,앙: 단팥 인생 이야기,5538.0,8.29
1149,뽀로로 극장판 눈요정 마을 대모험,530000.0,6.904999999999999
1150,러브 앤 머시,50818.75,8.09
1151,폭스캐처,224640.0,8.203333333333333
1152,윈드랜드,0.0,0.0
1153,숲속으로,1004000.0,7.535
1154,진격의 거인: 홍련의 화살,15013.0,7.195
1155,종이 달,6720.8,7.795999999999999
1156,레전드 오브 래빗: 불의 전설,24000.0,7.71
1157,드래곤볼 Z : 부활의 F,23000.0,5.88
1158,엘리제궁의 요리사,76500.0,7.51
1159,차일드 44,158026.0,7.48
1160,그 사람 그 사랑 그 세상,0.0,0.0
1161,트립 투 이탈리아,9233.6,6.506
1162,스윗 프랑세즈,91953.66666666669,8.173333333333334
1163,난 그녀와 키스했다,20000.0,8.4575
1164,옐로우버드,19000.0,7.0
1165,부에나 비스타 소셜 클럽,13821.5,7.812500000000001
1166,비비안 마이어를 찾아서,19000.0,8.546666666666667
1167,무민 더 무비,19000.0,8.2
1168,리그레션,12216.5,7.87
1169,원스 어폰 어 타임 인 아메리카,0.0,8.882857142857143
1170,태양을 쏴라,4769.857142857143,6.58625
1171,어떤살인,73500.0,7.89
1172,이민자,93564.71428571428,7.965714285714286
1173,어바웃 리키,17000.0,8.08
1174,사랑이 이긴다,7582.5,8.625
1175,아스테릭스: 신들의 전당,17333.333333333332,7.667333333333332
1176,라이드 : 나에게로의 여행,0.0,0.0
1177,뷰티풀 라이,7849.666666666667,8.59
1178,어느 하녀의 일기,0.0,6.71
1179,하나와 앨리스: 살인사건,15325.6,7.491666666666667
1180,"알로, 슈티",0.0,0.0
1181,빽 투 더 퓨쳐 2,1085250.0,8.56
1182,위로공단,4646.0,8.129999999999999
1183,네이든,14000.0,8.74
1184,미스터 터너,7629.8,7.2775
1185,무드 인디고,47609.5,7.624
1186,베스트 오브 미,0.0,0.0
1187,"안녕, 전우치! 도술로봇대결전",13000.0,8.54
1188,온리 유,0.0,0.0
1189,피아니스트,17740.5,7.613333333333332
1190,어우동: 주인 없는 꽃,291.5,3.843333333333333
1191,빽 투 더 퓨쳐,1085250.0,8.56
1192,결혼하지 않아도 괜찮을까,7406.0,7.333333333333333
1193,검은손,3666625.0,7.74875
1194,클라우즈 오브 실스마리아,6833.5,7.5625
1195,바티칸 뮤지엄,11000.0,7.09
1196,명량,4639816.166666667,8.03
1197,인터스텔라,1703266.8333333333,8.42
1198,해적: 바다로 간 산적,4386000.0,7.952499999999999
1199,수상한 그녀,3920000.0,8.678
1200,변호인,5873333.333333333,8.66
1201,국제시장,5392857.142857143,8.824285714285713
1202,트랜스포머: 사라진 시대,596153.3,7.530499999999999
1203,군도: 민란의 시대,4297642.857142857,8.008285714285716
1204,엣지 오브 투모로우,1725000.0,7.672499999999999
1205,엑스맨: 데이즈 오브 퓨처 패스트,4132000.0,8.075714285714286
1206,어메이징 스파이더맨 2,1873600.0,8.402000000000001
1207,타짜-신의 손,4230796.0,8.709999999999999
1208,혹성탈출: 반격의 서막,1422000.0,7.637142857142857
1209,캡틴 아메리카: 윈터 솔져,7590000.0,7.202222222222223
1210,역린,3043400.333333333,7.489999999999999
1211,"님아, 그 강을 건너지 마오",968069.6,8.848
1212,끝까지 간다,2857500.0,6.954000000000001
1213,비긴 어게인,1433333.3333333333,9.096666666666668
1214,드래곤 길들이기 2,2360000.0,9.0875
1215,표적,1238071.0,7.2525
1216,메이즈 러너,2613333.333333333,8.296666666666667
1217,호빗: 다섯 군대 전투,1802000.0,8.104
1218,나의 사랑 나의 신부,12045.5,7.877499999999999
1219,남자가 사랑할 때,1252829.25,8.129125
1220,용의자,2363333.333333333,7.881666666666667
1221,기술자들,0.0,0.0
1222,나를 찾아줘,629083.8333333333,8.395
1223,제보자,609686.0,8.702857142857143
1224,피끓는 청춘,3784600.0,7.427666666666667
1225,두근두근 내 인생,545063.4,6.108
1226,우아한 거짓말,1967500.0,7.9125
1227,300: 제국의 부활,818000.0,7.745
1228,엑소더스: 신들과 왕들,203108.6,8.402000000000001
1229,인간중독,2240000.0,7.583333333333333
1230,말레피센트,1482742.1666666667,7.925833333333333
1231,폼페이: 최후의 날,684285.7142857143,7.342857142857143
1232,퓨리,526628.7142857143,7.938571428571429
1233,드라큘라: 전설의 시작,1320000.0,8.05
1234,가디언즈 오브 갤럭시,5587750.0,8.785166666666665
1235,찌라시: 위험한 소문,1835129.25,7.945
1236,빅매치,1160000.0,7.983333333333333
1237,슬로우 비디오,1607500.0,7.9
1238,방황하는 칼날,1077500.0,7.819999999999999
1239,로보캅,244279.75,7.4175
1240,우리는 형제입니다,758166.6666666666,6.985
1241,헝거게임: 모킹제이,516439.0142857142,7.504642857142857
1242,월터의 상상은 현실이 된다,296954.25,7.734999999999999
1243,관능의 법칙,481490.2,7.57
1244,그랜드 부다페스트 호텔,187712.0,8.472
1245,리오 2,522873.5714285714,8.506666666666666
1246,"안녕, 헤이즐",272333.3333333333,7.866666666666667
1247,트랜센던스,2631571.4285714286,8.894285714285713
1248,상의원,0.0,0.0
1249,플랜맨,320500.0,8.445
1250,우는 남자,1868000.0,7.948000000000002
1251,타잔 3D,0.0,0.0
1252,패션왕,621600.0,6.061428571428571
1253,황제를 위하여,0.0,0.0
1254,더 울프 오브 월스트리트,193000.16666666666,8.618
1255,스텝 업: 올 인,560000.0,8.3
1256,눈의 여왕 2: 트롤의 마법거울,393333.3333333333,8.13
1257,노예 12년,175725.0,8.416666666666666
1258,또 하나의 약속,0.0,0.0
1259,엔더스 게임,392153.2,8.068
1260,소녀괴담,0.0,0.0
1261,조선미녀삼총사,413461.6666666667,6.656666666666666
1262,넛잡: 땅콩 도둑들,240250.0,7.925000000000001
1263,마담 뺑덕,133063.4,6.378000000000001
1264,썬더와 마법저택,570714.2857142857,8.748571428571429
1265,다이버전트,221000.0,8.162857142857144
1266,주온 : 끝의 시작,159206.66666666666,5.640000000000001
1267,좋은 친구들,0.0,0.0
1268,닌자터틀,124500.0,7.09
1269,명탐정 코난 : 이차원의 저격수,410000.0,8.765
1270,나의 독재자,2053750.0,7.559999999999999
1271,천재 강아지 미스터 피바디,274800.4666666667,7.398928571428571
1272,그녀,313413.6666666667,8.073333333333332
1273,선 오브 갓,320000.0,8.43
1274,잭 라이언 : 코드네임 쉐도우,1178578.0,8.326666666666668
1275,숲속으로,1004000.0,7.535
1276,비행기 2: 소방구조대,310000.0,8.07
1277,"러브, 로지",290000.0,8.0
1278,사랑에 대한 모든 것,55904.8,7.85
1279,노벰버 맨,281666.6666666667,7.918000000000001
1280,툼스톤,758400.0,7.380000000000001
1281,그레이스 오브 모나코,101096.6,7.484
1282,뽀로로 극장판 눈요정 마을 대모험,530000.0,6.904999999999999
1283,쓰리데이즈 투 킬,279517.6666666666,7.9816666666666665
1284,극장판 루팡 3세 VS 명탐정 코난,136333.33333333334,8.299999999999999
1285,한공주,0.0,0.0
1286,헤라클레스 : 레전드 비긴즈,49923.2,5.806666666666668
1287,덕수리 5형제,810000.0,7.726000000000001
1288,덤 앤 더머 투,206596.83333333334,7.960833333333333
1289,컬러풀 웨딩즈,190000.0,8.58
1290,보이후드,47395.6,8.354000000000001
1291,명탐정 코난 : 탐정들의 진혼가,191857.14285714287,8.218571428571426
1292,라스트베가스,834000.0,8.001428571428571
1293,아빠를 빌려드립니다,804000.0,7.894285714285715
1294,극장판 도라에몽: 진구의 아프리카 모험 ~베코와 5인의 탐험대~,115000.0,8.68
1295,호빗: 스마우그의 폐허,1802000.0,8.104
1296,아메리칸 허슬,3156098.5,8.601833333333333
1297,익스펜더블 3,209997.2666666667,7.655888888888889
1298,테이큰 3,1266000.0,7.647999999999999
1299,마담 프루스트의 비밀정원,31272.625,8.219999999999999
1300,꾸뻬씨의 행복여행,58619.25,7.17
1301,더 기버: 기억전달자,1480000.0,7.92
1302,도희야,0.0,0.0
1303,더 시그널,100000.0,6.263333333333333
1304,니드 포 스피드,77271.0,8.330000000000002
1305,인사이드 르윈,111624.25,8.138833333333334
1306,베리 굿 걸,50541.0,6.635
1307,박스트롤,147500.0,8.18
1308,다이노소어 어드벤처 3D,337750.0,8.347999999999999
1309,집으로 가는 길,724525.8571428572,8.12
1310,살인자,88000.0,5.4
1311,허큘리스,1080000.0,8.33
1312,씬 시티: 다크히어로의 부활,806879.1,7.600000000000001
1313,원 챈스,429000.0,8.6475
1314,터널 3D,11253.25,6.63
1315,페이스 오브 러브,0.0,0.0
1316,분신사바 2,2128111.6,5.523333333333333
1317,아더 우먼,87250.0,7.414999999999999
1318,매직 인 더 문라이트,60000.0,7.565
1319,리스본행 야간열차,25434.5,7.8025
1320,쿰바: 반쪽무늬 얼룩말의 대모험,75000.0,7.95
1321,그렇게 아버지가 된다,60928.333333333336,8.276666666666666
1322,브릭 맨션: 통제불능 범죄구역,662142.8571428572,7.287142857142858
1323,극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,256714.2857142857,8.587142857142856
1324,프란시스 하,272799.6,8.331142857142858
1325,어거스트: 가족의 초상,54333.2,7.394
1326,모뉴먼츠 맨: 세기의 작전,60620.66666666666,7.793333333333333
1327,달라스 바이어스 클럽,39426.76666666666,8.524000000000001
1328,인보카머스,1427678.4,7.1800000000000015
1329,더 바디,54887.333333333336,6.3575
1330,님포매니악 볼륨1,24089.4,7.664
1331,더 퍼지 : 거리의 반란,64924.66666666666,6.026666666666667
1332,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,60000.0,8.4
1333,5일의 마중,93517.33333333331,7.814000000000002
1334,내가 잠들기 전에,36406.75,7.346666666666667
1335,"가장 따뜻한 색, 블루",18580.0,8.96
1336,어네스트와 셀레스틴,42777.777777777774,8.79888888888889
1337,"제자, 옥한흠",24419.666666666668,9.365
1338,베스트 오퍼,29061.5,8.285
1339,내 연애의 기억,498750.0,6.878571428571428
1340,족구왕,470400.0,8.258333333333335
1341,부니 베어: 롤라 구출 대모험,24383.85714285714,7.789047619047619
1342,우리별 일호와 얼룩소,16893.875,7.619999999999999
1343,그레이트 뷰티,28059.2,7.795
1344,개를 훔치는 완벽한 방법,134176.66666666666,7.418333333333333
1345,나쁜 이웃들,320000.0,8.83
1346,천국에 다녀온 소년,106000.0,8.67
1347,그날 본 꽃의 이름을 우리는 아직 모른다,0.0,0.0
1348,자유의 언덕,15153.125,7.83
1349,필로미나의 기적,0.0,0.0
1350,백프로,354500.0,6.23
1351,슈퍼노바 지구 탈출기,169666.66666666666,8.833333333333334
1352,파가니니: 악마의 바이올리니스트,14887.666666666666,5.853333333333333
1353,초콜렛 도넛,30500.0,8.0025
1354,오직 사랑하는 이들만이 살아남는다,22663.0,8.085
1355,"메밀꽃, 운수 좋은 날, 그리고 봄봄",27217.0,8.522
1356,꼬마 잠수함 올리 2,34000.0,5.43
1357,위크엔드 인 파리,61205.25,7.8625
1358,무드 인디고,47609.5,7.624
1359,배틀 오브 비보이,18798.0,8.485
1360,그래비티,312921.9166666666,8.078333333333333
1361,킬 유어 달링,33000.0,8.24
1362,동경가족,10842.0,8.31
1363,꼬마 니콜라의 여름방학,77666.66666666667,8.713333333333333
1364,굿모닝 맨하탄,32000.0,9.0
1365,앵그리스트 맨,31000.0,8.076
1366,벨과 세바스찬,4156.0,7.271666666666667
1367,마인드스케이프,30000.0,7.33
1368,지골로 인 뉴욕,602889.3333333334,7.597222222222222
1369,행복배달부 팻아저씨,95000.0,7.35
1370,꼬마잠수함 올리,0.0,0.0
1371,왓 이프,28000.0,7.67
1372,선샤인 온 리스,84888.66666666667,7.823333333333334
1373,유고와 라라 : 신비의 숲 어드벤처,20650.25,6.5200000000000005
1374,쥬로링 동물탐정 극장판,66250.0,8.3675
1375,님포매니악 볼륨2,24089.4,7.664
1376,고스트 메신저 극장판,24000.0,9.19
1377,거인,28739.0,8.095
1378,엔들리스 러브,47509.0,7.795
1379,극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!,22000.0,7.61
1380,클라우즈 오브 실스마리아,6833.5,7.5625
1381,초원의 왕 도제,28500.0,8.425
1382,이브 생 로랑,11685.0,6.805
1383,그 사람 그 사랑 그 세상,0.0,0.0
1384,슈퍼처방전,0.0,0.0
1385,사막에서 연어낚시,145200.0,8.618333333333332
1386,스페이스 독 2,23815.25,7.234999999999999
1387,이디야와 얼음왕국의 전설,9661.0,6.71
1388,밀리언 웨이즈,0.0,0.0
1389,위험한 패밀리,137200.0,7.186000000000002
1390,혼스,132789.2,6.997999999999999
1391,엘리아스: 바다의 보물을 찾아라!,9937.5,7.859999999999999
1392,오드토머스,1909250.0,7.708750000000001
1393,가구야공주 이야기,9260.5,8.094285714285714
1394,로코왕국의 전설: 엘프킹을 찾아서,16000.0,6.09
1395,모스트 원티드 맨,28109.5,7.805
1396,메멘토,3373333.333333333,8.2
1397,물랑루즈,0.0,0.0
1398,웨스턴 리벤지,16000.0,7.31
1399,극장판 날아라! 호빵맨 : 바나나섬을 되찾아줘,11799.5,7.775
1400,토마스와 친구들: 잃어버린 왕관,21000.0,8.040000000000001
1401,스턱 인 러브,272333.3333333333,7.866666666666667
1402,행복한 사전,7990.0,7.710000000000001
1403,"하늘을 나는 강아지, 비포와 친구들",11604.0,6.92
1404,세이빙 산타,230000.0,7.78
1405,쿼바디스,4960.0,8.07
1406,버진 스노우,8793.5,7.710000000000001
1407,테레즈 라캥,0.0,0.0
1408,프로즌 그라운드,14000.0,7.3
1409,몽상가들,861556.0,7.859166666666667
1410,조난자들,19000.0,8.39
1411,아바타 정글의 비밀,0.0,0.0
1412,디태치먼트,13000.0,8.04
1413,유아 넥스트,253333.3333333333,7.453333333333333
1414,사다코 2,233.0,6.76
1415,설국열차,3504139.8571428573,6.240714285714286
1416,관상,4227933.333333333,8.256833333333333
1417,아이언맨 3,3064666.6666666665,7.803333333333334
1418,베를린,5390857.142857143,8.086857142857143
1419,은밀하게 위대하게,1956250.0,7.475
1420,변호인,5873333.333333333,8.66
1421,숨바꼭질,680000.0,6.572500000000001
1422,더 테러 라이브,0.0,4.44
1423,감시자들,4527500.0,7.696875
1424,신세계,1945646.75,7.792857142857144
1425,박수건달,1820000.0,7.529999999999999
1426,스파이,571833.3333333334,7.978333333333334
1427,그래비티,312921.9166666666,8.078333333333333
1428,타워,3125000.0,6.697142857142857
1429,토르: 다크 월드,3140000.0,8.235
1430,레드: 더 레전드,872010.75,7.280000000000001
1431,친구 2,1852500.0,7.635714285714286
1432,나우 유 씨 미 : 마술사기단,1164285.7142857143,7.632857142857143
1433,레미제라블,1902500.0,8.205
1434,화이: 괴물을 삼킨 아이,2505418.1428571427,8.469999999999999
1435,컨저링,0.0,3.11
1436,맨 오브 스틸,470489.3333333333,8.233333333333334
1437,용의자,2363333.333333333,7.881666666666667
1438,호빗: 스마우그의 폐허,1802000.0,8.104
1439,연애의 온도,0.0,0.0
1440,지.아이.조 2,0.0,0.0
1441,분노의 질주: 더 맥시멈,1504000.0,8.706
1442,공범,1428592.142857143,7.34375
1443,집으로 가는 길,724525.8571428572,8.12
1444,전설의 주먹,919336.7142857144,7.32
1445,파파로티,640441.2,6.677
1446,스타트렉 다크니스,1906000.0,8.068000000000001
1447,라이프 오브 파이,0.0,0.0
1448,오블리비언,663333.3333333334,8.273333333333333
1449,위대한 개츠비,0.0,0.0
1450,다이하드: 굿 데이 투 다이,505500.0,6.320000000000001
1451,미스터 고,7761428.571428572,8.454285714285716
1452,결혼전야,598948.4285714285,7.642857142857144
1453,깡철이,1673333.3333333333,7.853999999999999
1454,엘리시움,465030.875,7.73
1455,더 웹툰: 예고살인,985835.25,7.268000000000001
1456,웜 바디스,493333.3333333333,8.583333333333334
1457,고령화 가족,1278000.0,7.852857142857142
1458,헝거게임: 캣칭 파이어,1016571.4285714284,8.024285714285714
1459,더 울버린,1431000.0,8.456666666666665
1460,동창생,2330212.5,7.904999999999999
1461,슈퍼배드 2,1980000.0,8.7075
1462,잭 더 자이언트 킬러,2074153.3,7.5303571428571425
1463,크루즈 패밀리,230000.0,9.35
1464,뽀로로 극장판 슈퍼썰매 대모험,530000.0,6.904999999999999
1465,개구쟁이 스머프 2,251412.1,7.850535714285715
1466,몬스터 대학교,1106666.6666666667,9.073333333333332
1467,남쪽으로 튀어,2115557.2857142854,8.688571428571429
1468,하늘에서 음식이 내린다면 2,931785.7142857143,7.934285714285714
1469,잭 리처,314000.0,8.042
1470,반창꼬,1662500.0,8.22375
1471,더 파이브,730000.0,6.15
1472,더 임파서블,1308032.6,8.41
1473,인시디어스: 두번째 집,960142.8571428572,7.881428571428572
1474,섀도우 헌터스: 뼈의 도시,284142.3333333333,8.226666666666667
1475,화이트 하우스 다운,1906000.0,7.286
1476,애프터 어스,580250.0,6.857500000000001
1477,퍼시 잭슨과 괴물의 바다,510000.0,7.78
1478,남자사용설명서,0.0,0.0
1479,다이노소어 어드벤처 3D,337750.0,8.347999999999999
1480,무서운 이야기 2,776523.0520833334,7.201875000000001
1481,썬더와 마법저택,570714.2857142857,8.748571428571429
1482,노브레싱,5224200.0,8.462
1483,클라우드 아틀라스,516551.2222222222,7.827777777777778
1484,창수,275000.0,7.84
1485,명탐정 코난 : 수평선상의 음모,191857.14285714287,8.218571428571426
1486,론 레인저,1731666.6666666667,7.851666666666667
1487,오즈 그레이트 앤드 파워풀,496666.6666666667,7.933333333333333
1488,미나문방구,567500.0,7.7925
1489,차이니즈 조디악,8942.0,5.482857142857142
1490,빌리와 용감한 녀석들 2,300000.0,7.33
1491,이스케이프 플랜,171627.6,7.733
1492,장고:분노의 추적자,220000.0,8.466666666666667
1493,밤의 여왕,584666.6666666666,7.623333333333332
1494,캡틴 필립스,979500.0,8.428333333333333
1495,잠베지아: 신비한 나무섬의 비밀,470000.0,8.7
1496,분노의 윤리학,734529.9166666666,7.595000000000001
1497,세이빙 산타,230000.0,7.78
1498,호빗: 뜻밖의 여정,1802000.0,8.104
1499,비포 미드나잇,47395.6,8.354000000000001
1500,응징자,0.0,0.0
1501,프리즈너스,402423.8571428572,8.262857142857143
1502,마이 리틀 히어로,2857500.0,6.954000000000001
1503,해양경찰 마르코,180000.0,6.9
1504,백악관 최후의 날,367666.6666666667,8.196666666666667
1505,로마 위드 러브,92360.0,7.762321428571429
1506,명탐정 코난:은빛 날개의 마술사,191857.14285714287,8.218571428571426
1507,톱스타,2767320.125,8.00375
1508,엔더스 게임,392153.2,8.068
1509,더 자이언트,150000.0,7.94
1510,가문의 영광5 - 가문의 귀환,0.0,0.0
1511,안나 카레니나,113402.0,7.4700000000000015
1512,지슬 - 끝나지 않은 세월2,29309.0,6.468000000000001
1513,블루 재스민,60000.0,7.565
1514,더 퍼지,0.0,0.0
1515,리딕,240000.0,7.586666666666666
1516,러시 : 더 라이벌,208146.7142857143,8.395714285714286
1517,실버라이닝 플레이북,3156098.5,8.601833333333333
1518,버틀러: 대통령의 집사,40287.125,7.87125
1519,극장판 도라에몽: 진구의 비밀도구 박물관,186666.66666666663,8.803333333333333
1520,배우는 배우다,295564.0,8.5025
1521,제로 다크 서티,0.0,0.0
1522,마지막 4중주,0.0,0.0
1523,월터의 상상은 현실이 된다,296954.25,7.734999999999999
1524,일대종사,40093.66666666666,8.2125
1525,R.I.P.D. : 알.아이.피.디.,242001.0,7.401428571428572
1526,로덴시아: 마법왕국의 전설,99000.0,7.43
1527,원피스 극장판 Z,64500.0,9.25
1528,뷰티풀 크리처스,142800.0,7.938
1529,토토의 움직이는 숲,59000.0,7.01
1530,쿵후팬더: 영웅의 탄생,23045.5,5.624761904761904
1531,니모를 찾아서,1758333.3333333333,8.623333333333333
1532,오싱,37720.0,8.280000000000001
1533,화이트 고릴라,72000.0,8.11
1534,투 마더스,18260.4,6.624
1535,피노키오: 당나귀 섬의 비밀,69000.0,7.0
1536,우리 선희,8082.5625,7.4399999999999995
1537,닥터,354000.0,7.007499999999999
1538,토니 스토리: 깡통제국의 비밀,30301.33333333333,7.403333333333333
1539,정글번치 : 빙산으로의 귀환,42666.66666666666,7.42
1540,에반게리온: Q,36512.0,7.022
1541,산타의 매직 크리스탈,103250.0,7.5325
1542,아무르,17740.5,7.613333333333332
1543,호프 스프링즈,429000.0,8.6475
1544,돌핀 : 꿈꾸는 다니엘의 용감한 모험,24250.0,6.630000000000001
1545,꼬마영웅 경찰차 프로디,21553.5,6.79
1546,스카이포스 3D,52000.0,5.575
1547,언어의 정원,778151.0,8.440000000000001
1548,그렇게 아버지가 된다,60928.333333333336,8.276666666666666
1549,적인걸2 : 신도해왕의 비밀,4236.75,6.964
1550,슈퍼윙스 3D,0.0,0.0
1551,러브레터,15325.6,7.491666666666667
1552,나의 PS 파트너,930289.3333333334,7.98
1553,호두까기인형 3D,464417.0,7.529166666666667
1554,프리버즈: 밍쿠와 찌아의 도시 대탈출,45000.0,3.61
1555,글래디에이터: 로마 영웅 탄생의 비밀 3D,44000.0,5.19
1556,드래곤볼Z : 신들의 전쟁,44000.0,8.08
1557,레옹,137200.0,7.186000000000002
1558,쥬라기 공원,0.0,4.872857142857143
1559,스니치,136036.75,8.102
1560,끝과 시작,597339.25,7.911250000000001
1561,폭풍우 치는 밤에: 비밀 친구,12806.666666666666,8.228333333333333
1562,사이드 이펙트,272770.2,7.041999999999999
1563,극장판 썬더일레븐 GO VS 골판지 전사 W,80000.0,8.666666666666666
1564,에코 플래닛 3D : 지구 구출 특급 대작전,18610.5,8.45
1565,문라이즈 킹덤,187712.0,8.472
1566,누구의 딸도 아닌 해원,15153.125,7.83
1567,더 헌트,17095.6,7.630000000000001
1568,마스터,3545000.0,7.565
1569,빅 웨딩,135000.0,8.1
1570,어떤 시선,79016.93650793652,7.9787301587301585
1571,극장판 나루토 질풍전: 로드 투 닌자,0.0,0.0
1572,러브액츄얼리: 크리스마스 에디션,1029000.0,8.898571428571428
1573,원 데이,48802.0,7.502
1574,쾌걸 조로리의 대대대대모험,16492.5,4.875
1575,코비: 블루 엘리펀트의 전설,28000.0,8.54
1576,시네마 천국,29061.5,8.285
1577,8월의 크리스마스,1718000.0,7.228333333333334
1578,부에노스 아이레스에서 사랑에 빠질 확률,24000.0,8.18
1579,26년,609608.5,7.803142857142857
1580,알렉스 크로스,1062600.0,6.896000000000001
1581,프라미스드 랜드,12719.333333333334,7.435
1582,잉여들의 히치하이킹,1104303.2083333333,7.797083333333333
1583,까밀 리와인드,2946.5,6.58
1584,사이비,2784166.6666666665,7.096666666666668
1585,플레이스 비욘드 더 파인즈,3127166.6666666665,8.856000000000002
1586,천안함 프로젝트,952875.5,6.275
1587,아기기린 자라파,17077.0,8.965
1588,플라이트,1085250.0,8.56
1589,완전 소중한 사랑,316666.6666666667,7.419999999999999
1590,꼬마마녀 요요와 네네,11555.5,9.04
1591,러브레이스,20000.0,7.55
1592,세상의 끝까지 21일,32000.0,7.78
1593,가디언즈,0.0,0.0
1594,극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,256714.2857142857,8.587142857142856
1595,부도리의 꿈,90326.66666666669,7.1066666666666665
1596,셰임,175725.0,8.416666666666666
1597,이별계약,621600.0,6.061428571428571
1598,홀리 모터스,34333.333333333336,7.8025
1599,잉투기,96967.0,7.906666666666667
1600,인 더 하우스,11905.0,8.185714285714285
1601,타이치0 3D,9317.5,5.806666666666668
1602,앤젤스 셰어: 천사를 위한 위스키,41250.0,8.6775
1603,월플라워,943500.0,8.566666666666668
1604,미스터 노바디,41365.66666666666,8.135
1605,로얄 어페어,40428.66666666666,7.94
1606,호비와 후후의 대모험: 무지개꽃을 구하라,15666.666666666666,8.700000000000001
1607,쇼를 사랑한 남자,272770.2,7.041999999999999
1608,데드폴,15500.0,7.2
1609,공정사회,8547.25,7.63
1610,아티스트 봉만대,115577.0,7.759999999999999
1611,안녕?! 오케스트라,587200.0,7.665999999999999
1612,어느 예술가의 마지막 일주일,9316.666666666666,6.999999999999999
1613,터미네이터 2 : 심판의 날 감독판,1093842.25,8.675
1614,피치 퍼펙트,0.0,0.0
1615,48미터,36000.0,6.0600000000000005
1616,올 이즈 로스트,41333.333333333336,8.286666666666667
1617,사랑은 타이핑 중!,13000.0,8.48
1618,새 구두를 사야해,36693.0,7.963333333333334
1619,킥 애스 2 : 겁없는 녀석들,0.0,0.0
1620,코스모폴리스,16305.0,7.418000000000001
1621,아유레디?,0.0,0.0
1622,극장판 토리코 : 미식신의 스페셜메뉴,13000.0,9.06
1623,토마스와 친구들: 블루마운틴 미스터리,95600.0,7.531999999999999
1624,세션 : 이 남자가 사랑하는 법,29500.0,8.23
1625,페어리테일: 봉황의 무녀,26728.33333333333,9.0275
1626,소명 하늘의 별,43000.0,8.702499999999999
1627,파라노만,134166.66666666666,7.796666666666667
1628,"다시, 뜨겁게 사랑하라!",22509.85714285714,8.005714285714285
1629,로봇 앤 프랭크,10000.0,6.99
1630,당신에게도 사랑이 다시 찾아올까요?,23767.0,7.416666666666667
1631,나에게서 온 편지,0.0,0.0
1632,라스트 엑소시즘: 잠들지 않는 영혼,0.0,0.0
1633,메탈리카 스루 더 네버,56948.4,7.244
1634,로렌스 애니웨이,109403.16666666669,7.994
1635,킬링시즌,107470.83333333331,5.961428571428571
1636,"페어웰, 마이 퀸",177035.66666666666,7.43
1637,연애의 기술,291.5,3.843333333333333
1638,초한지: 영웅의 부활,8722.0,8.58
1639,노킹 온 헤븐스 도어,0.0,9.12
1640,폭스파이어,8253.0,7.745
1641,날아라! 호빵맨 극장판: 구하라! 코코링과 기적의 별,11799.5,7.775
1642,춤추는 숲,6168.666666666667,7.985
1643,"가자, 장미여관으로",2105.6666666666665,5.458
1644,알라딘,5043333.333333333,9.032857142857145
1645,백두산,4193250.0,7.78225
1646,라이온 킹,341304.9166666667,8.277428571428572
1647,돈,2525857.1428571427,7.347142857142858
1648,증인,0.0,0.0
1649,사자,3325204.571428572,8.112857142857141
1650,생일,0.0,0.0
1651,레드슈즈,0.0,0.0
1652,장난스런 키스,420000.0,8.835
1653,범블비,428250.0,8.459999999999999
1654,러브 유어셀프 인 서울,965.25,8.74
1655,예스터데이,983333.3333333334,5.878333333333334
1656,라스트 크리스마스,571833.3333333334,7.978333333333334
1657,비스트,6153.0,6.385
1658,언니,0.0,0.0
1659,언더독,1427619.7666666666,8.319166666666668
1660,앵그리 버드 2: 독수리 왕국의 침공,180000.0,8.96
