,month,year,num_of_screen0,num_of_screening0,nation2,num_of_ch,major_distributor,grade,time,gen1,gen2,gen3,gen4,gen5,gen6,gen7,gen8,gen9,gen10,gen11,gen12,gen13,gen14,gen15,gen16,gen17,gen18,a_avg_dir,r_avg_dir,a_avg_act,r_avg_act
1041,5,2019,257,2913,2,2,0.0,4,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11142.33333,6.026666667,16566.5,8.550833333
1042,8,2016,440,8054,0,0,1.0,3,93.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2784166.667,7.096666667,1960665.577,7.557904762
1043,8,2018,1097,95758,1,0,1.0,2,101.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120000.0,8.64,411455.5,8.5175
1044,6,2016,41,1016,1,6,1.0,2,106.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28000.0,9.08,326774.1389,8.1785
1045,5,2017,539,17925,0,4,0.0,3,109.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,977454.8125,7.091339286,1505890.7,8.439383333
1046,4,2014,419,15313,1,3,0.0,2,138.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,320000.0,8.43,1145000.0,7.503333333
1047,11,2016,163,6544,2,2,0.0,2,110.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,72000.0,8.88,55821.25,8.031666667
1048,9,2014,142,1528,2,5,0.0,2,100.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,84888.66667,7.823333333,483926.0,7.524285714
1049,9,2014,257,5465,0,0,0.0,4,96.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23141.5,6.4,291623.1161,6.701116071
1050,8,2013,1128,124823,0,10,1.0,3,125.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3504139.857,6.240714286,1497385.621,8.094322917
1051,9,2016,573,26609,1,0,1.0,2,96.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,353333.3333,8.85,692079.2389,8.525333333
1052,3,2016,206,2450,0,3,0.0,3,88.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8547.25,7.63,1687445.825,7.763666667
1053,10,2015,607,36990,0,3,1.0,3,117.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,647500.0,7.3125,2500074.619,7.867857143
1054,11,2018,1010,48932,0,1,1.0,3,115.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,225768.32117104737,5.498639112275811,2541811.5,8.512857143
1055,8,2015,69,3275,0,1,0.0,4,90.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100000.0,7.883333333,307786.5,7.6875
1056,12,2017,119,1876,2,3,0.0,3,125.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,60928.33333,8.276666667,22174.16905,7.587833333
1057,5,2018,145,1982,2,3,0.0,1,115.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307973.3333,8.823333333,14032.33333,8.446666667
1058,11,2016,175,4349,2,2,0.0,2,103.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42000.0,8.785,43934.75,8.131
1059,6,2019,185,3300,1,2,0.0,2,120.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50000.0,8.222,143088.8333,8.234375
1060,8,2013,26,987,1,2,0.0,3,101.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,32000.0,7.78,739498.0833,8.464166667
1061,1,2013,15,554,1,2,1.0,4,95.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29500.0,8.23,144375.3333,8.62
1062,4,2014,56,1354,1,0,1.0,2,125.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,288941.8016220561,5.461852312476617
1063,12,2013,400,5144,2,3,0.0,1,84.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,230000.0,7.78,1898333.083,7.844583333
1064,12,2013,297,4347,2,3,0.0,1,84.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,230000.0,7.78,1898333.083,7.844583333
1065,11,2013,133,2620,1,0,0.0,3,115.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,225768.32117104737,5.498639112275811,288941.8016220561,5.461852312476617
1066,3,2015,308,6347,1,1,0.0,2,102.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,682500.0,7.21,288941.8016220561,5.461852312476617
1067,2,2015,339,6434,2,0,0.0,1,126.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32582.0,8.001666667,333904.5,8.4285
1068,7,2015,48,981,1,0,0.0,2,128.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16000.0,8.47,906442.7333,7.570892857
1069,9,2015,340,6785,1,4,0.0,3,117.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,512000.0,7.678,187462.5,8.0825
1070,10,2018,440,3441,1,3,0.0,2,128.0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,225768.32117104737,5.498639112275811,688933.0159,7.796507937
1071,1,2016,891,32683,2,2,0.0,2,115.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1270000.0,7.51,1881955.95,8.49775
1072,2,2018,404,20200,1,6,1.0,4,123.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1398750.0,7.7625,669202.5333,7.827833333
1073,5,2013,34,1148,2,3,0.0,4,101.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,175725.0,8.416666667,358532.5111,7.345
1074,3,2018,284,5762,0,2,0.0,3,106.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,337271.8571,8.55,713452.4167,8.335
1075,11,2013,73,1595,0,0,1.0,4,103.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,225768.32117104737,5.498639112275811,2220766.667,7.697
1076,7,2014,455,19432,0,2,0.0,3,85.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,154442.5833,6.90452381
1077,3,2013,33,627,0,5,0.0,2,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43000.0,8.7025,3257.0,6.9
1078,3,2015,368,15161,0,10,0.0,3,102.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75891.6,8.176,1179048.141,8.081611607
1079,6,2015,398,16273,0,3,0.0,3,126.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1150000.0,8.011666667,2514507.256,8.080595238
1080,10,2013,651,72329,0,0,1.0,2,93.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1429000.0,8.3925,1614047.619,8.179404762
1081,10,2019,469,4613,2,2,1.0,1,72.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,97000.0,5.75,4426750.0,7.905
1082,7,2018,314,8246,0,2,0.0,3,91.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,33706.125,5.645,271336.3333,8.051666667
1083,7,2015,634,23404,0,4,1.0,3,85.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,1703376.998,7.721315476
1084,4,2015,365,5890,1,0,0.0,3,88.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,120000.0,6.953333333,48804.5,6.10375
1085,7,2017,97,1526,1,4,0.0,4,128.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9373.0,7.276666667,1564967.042,7.790178571
1086,4,2013,317,11737,2,0,1.0,2,93.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,288941.8016220561,5.461852312476617
1087,10,2013,26,830,1,3,0.0,4,118.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,272770.2,7.042,412153.75,7.88
1088,8,2015,263,2937,2,0,0.0,1,87.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13000.0,9.72,288941.8016220561,5.461852312476617
1089,1,2014,1027,136975,0,5,1.0,3,124.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3920000.0,8.678,2377468.737,8.152202381
1090,8,2016,823,29512,1,6,1.0,4,132.0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,2545377.6,7.914166667,906469.8683,7.83847619
1091,7,2019,79,1053,2,4,0.0,3,122.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9920.0,8.78,18675.46667,8.2784
1092,8,2015,8,604,0,0,0.0,1,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24419.66667,9.365,14922.16667,9.508333333
1093,3,2015,546,23623,0,4,1.0,4,113.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,1793973.044,7.609015873
1094,2,2016,467,10545,0,0,0.0,2,113.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,1517313.996,8.051736607
1095,11,2016,104,2122,0,0,0.0,1,88.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,225768.32117104737,5.498639112275811,1517313.996,8.051736607
1096,8,2013,779,88062,0,2,1.0,3,94.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,680000.0,6.5725,1708905.75,8.539428571
1097,3,2019,372,1773,2,11,0.0,1,88.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,97449.40972,7.587271825
1098,12,2014,472,8659,1,7,1.0,1,125.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1004000.0,7.535,511899.318,7.78364966
1099,12,2014,356,7709,1,7,1.0,1,125.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1004000.0,7.535,511899.318,7.78364966
1100,8,2019,3,94,1,1,0.0,3,90.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,22000.0,6.06,12284.5,4.73
1101,5,2013,22,678,2,0,0.0,1,85.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,4136.75,6.754
1102,8,2019,33,712,2,2,0.0,2,92.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1300.75,7.405,14893.0,7.945
1103,4,2017,288,1858,2,4,0.0,1,80.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78000.0,7.225,356935.1458,7.882083333
1104,5,2017,358,3345,0,2,0.0,1,77.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000.0,8.085,288941.8016220561,5.461852312476617
1105,10,2015,173,1403,2,2,0.0,1,91.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16752.5,7.105,15385.0,7.56
1106,8,2016,255,2483,0,7,0.0,1,82.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,288941.8016220561,5.91
1107,2,2014,230,2043,1,4,0.0,1,89.0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,169666.6667,8.833333333,150196.3125,7.7125
1108,4,2014,303,3343,2,0,0.0,1,92.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70500.0,7.865,22001.20833,8.00625
1109,2,2019,345,2676,2,2,0.0,1,92.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70500.0,7.865,22001.20833,8.00625
1110,9,2013,424,17373,1,2,1.0,1,98.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980000.0,8.7075,1098140.125,8.5005
1111,7,2017,1057,59388,1,3,1.0,1,90.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1896250.0,8.791607143,662225.0,8.245357143
1112,8,2017,257,1492,2,6,0.0,1,82.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000.0,6.12,360844.5,7.4425
1113,8,2013,129,1527,2,11,0.0,1,76.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,41205.87879,8.041363636
1114,12,2014,144,1895,2,3,0.0,2,107.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,9154.611111,8.272222222
1115,7,2013,74,647,2,0,0.0,1,117.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24250.0,6.63,288941.8016220561,5.461852312476617
1116,2,2017,278,2977,2,2,0.0,3,134.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75105.0,7.296,79237.25,8.3165
1117,12,2016,259,1378,2,5,0.0,1,70.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000.0,8.24,288941.8016220561,5.461852312476617
1118,12,2015,509,4828,1,2,1.0,1,93.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,770000.0,8.185,288941.8016220561,5.461852312476617
1119,12,2015,348,3572,1,2,1.0,1,93.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,770000.0,8.185,288941.8016220561,5.461852312476617
1120,5,2013,153,3273,1,4,0.0,3,112.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,136036.75,8.102,526056.7778,8.175111111
1121,4,2017,607,10658,1,5,1.0,1,89.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877333.3333,8.345714286,384311.0,7.623125
1122,3,2015,926,100161,0,3,1.0,3,115.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,2777146.45,7.681583333
1123,12,2015,94,1300,2,4,0.0,3,107.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,91953.66667,8.173333333,159662.65,8.294444444
1124,12,2018,1571,42247,0,2,1.0,2,133.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,492250.0,8.29
1125,12,2018,984,32237,0,2,1.0,2,133.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,492250.0,8.29
1126,7,2018,831,40862,1,2,1.0,2,102.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,366300.3333,7.646666667,921750.0,7.6835
1127,2,2013,183,2227,1,2,0.0,1,81.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52000.0,5.575,52000.0,7.34
1128,8,2016,244,3021,2,3,0.0,3,107.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29432.6,5.644761905,40579.83333,6.203452381
1129,10,2018,555,25781,1,2,1.0,3,135.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6214000.0,9.122,6214000.0,9.122
1130,12,2015,1492,69226,1,11,1.0,2,135.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1906000.0,8.068,819780.1867,7.680607143
1131,12,2015,940,56425,1,11,1.0,2,135.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1906000.0,8.068,819780.1867,7.680607143
1132,12,2017,1107,30914,1,6,1.0,2,152.0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,481622.4,7.735,569462.9861,7.478095238
1133,5,2013,607,40504,1,9,1.0,2,132.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1906000.0,8.068,734015.5352,7.734722222
1134,8,2016,716,38199,1,9,1.0,2,122.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1504000.0,8.706,1137072.306,7.702351852
1135,5,2018,345,5129,1,2,0.0,1,93.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29500.0,8.23,646750.0,8.144666667
1136,2,2014,46,533,1,2,0.0,3,97.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,272333.3333,7.866666667,505764.625,7.36625
1137,12,2017,239,2604,2,3,0.0,2,119.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,23000.0,9.16,19645.125,8.41375
1138,9,2014,325,15372,1,5,0.0,2,111.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,560000.0,8.3,692472.3333,7.606666667
1139,2,2013,329,15590,1,0,1.0,4,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3572500.0,7.4925,322202.5397,8.118611111
1140,6,2014,148,1892,0,0,0.0,3,67.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000.0,7.883333333,797267.0754,7.255583333
1141,9,2015,185,2766,1,3,1.0,4,147.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,896266.8333,8.075714286,544709.9,8.158
1142,1,2016,384,6396,1,0,1.0,2,122.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114892.2,8.536,1225831.167,8.109166667
1143,4,2015,116,4963,1,4,0.0,2,101.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53708.0,8.19875,115163.1111,7.713333333
1144,5,2015,665,62960,1,7,1.0,3,129.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,571833.3333,7.978333333,1135187.065,8.081916667
1145,9,2013,785,72796,0,7,1.0,3,129.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,571833.3333,7.978333333,1135187.065,8.081916667
1146,11,2015,425,12434,1,4,1.0,2,141.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1896000.0,7.614,613269.0833,8.27125
1147,12,2018,856,25120,1,7,1.0,2,117.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810000.0,9.3225,523263.5,8.661166667
1148,12,2018,722,22113,1,7,1.0,2,117.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810000.0,9.3225,523263.5,8.661166667
1149,7,2019,2142,180474,1,3,1.0,2,129.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,5090527.0,8.91,1174444.667,8.083
1150,7,2017,1965,164448,1,2,1.0,2,133.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,5090527.0,8.91,1119707.857,8.178571429
1151,12,2013,159,1199,2,0,0.0,1,74.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42666.66667,7.42,288941.8016220561,5.461852312476617
1152,4,2018,312,1949,0,0,0.0,1,91.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35000.0,8.18,107165.92,8.040133333
1153,12,2014,108,715,2,3,0.0,1,75.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23815.25,7.235,288941.8016220561,5.461852312476617
1154,3,2017,370,4978,1,4,0.0,2,121.0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,58619.25,7.17,221217.0556,8.009722222
1155,10,2018,273,1291,1,4,0.0,1,78.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,239125.0,7.54,288941.8016220561,5.461852312476617
1156,2,2016,320,13482,1,0,0.0,3,129.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,257666.6667,8.2,2069577.554,8.358619048
1157,2,2015,357,8415,1,4,1.0,1,92.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,589422.3,7.667555556
1158,3,2016,341,6090,2,4,0.0,3,101.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,1461474.25,7.935583333
1159,11,2016,702,32616,0,0,0.0,3,121.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1513333.333,8.393333333,1667375.196,8.088660714
1160,10,2014,618,40665,0,2,1.0,2,106.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1607500.0,7.9,1783848.214,7.572142857
1161,3,2017,158,2787,1,5,0.0,3,95.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9699.0,6.25,670652.6,7.067342857
1162,4,2017,454,10971,0,3,0.0,3,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,333333.3333,6.638571429,2042674.583,7.310833333
1163,1,2016,74,1725,2,2,1.0,1,97.0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,159000.0,8.353333333,556.5,7.315
1164,4,2016,733,55075,0,3,1.0,3,107.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601000.5,7.725,2253776.889,8.065
1165,9,2013,32,1539,2,5,0.0,1,124.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,29061.5,8.285,59006.73333,8.7868
1166,12,2019,1515,58603,0,5,1.0,3,102.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1250202.833,7.993333333,2008688.4,7.8184
1167,5,2019,174,1708,0,1,0.0,2,98.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10987.4,8.78,288941.8016220561,5.461852312476617
1168,4,2014,112,1696,0,0,0.0,2,89.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,254064.75,6.46625
1169,12,2016,74,1076,1,0,0.0,3,113.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1004000.0,7.535,313159.3889,7.787722222
1170,6,2018,261,10977,1,3,0.0,3,122.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,112404.5,7.89,2160276.208,8.297361111
1171,12,2015,227,6220,1,3,1.0,4,121.0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,402423.8571,8.262857143,1898616.923,8.341488095
1172,4,2016,186,2184,1,4,0.0,3,111.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,225768.32117104737,5.498639112275811,626584.3214,7.963291667
1173,8,2018,2235,179981,0,5,1.0,2,141.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6388714.286,8.206142857,5220185.714,8.18647619
1174,12,2017,3556,213262,0,6,1.0,2,139.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6388714.286,8.206142857,4834675.595,8.085396825
1175,12,2017,1912,91301,0,6,1.0,2,139.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6388714.286,8.206142857,4834675.595,8.085396825
1176,3,2015,531,27508,1,0,1.0,1,87.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,303500.0,8.006,250179.3333,7.900833333
1177,2,2019,575,9977,1,3,0.0,1,87.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,280000.0,7.795,796530.2857,7.407142857
1178,2,2019,258,1783,2,1,0.0,1,82.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54666.66667,8.09,11434.33333,7.976666667
1179,12,2019,841,13762,0,4,1.0,1,97.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475000.0,8.62,64971.375,7.928125
1180,7,2018,762,16175,0,4,1.0,1,68.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,934333.3333,8.48,64971.375,7.928125
1181,11,2018,1601,76846,1,5,1.0,2,134.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3038000.0,8.338,1622773.79,7.63952381
1182,11,2016,1431,115676,1,5,1.0,2,134.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3038000.0,8.338,1622773.79,7.63952381
1183,11,2017,212,1139,2,9,0.0,1,84.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,13471.0,7.041428571,189671.5,6.754285714
1184,2,2013,671,90580,0,3,1.0,4,134.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1945646.75,7.792857143,3671055.556,7.971190476
1185,4,2015,137,2372,1,5,0.0,2,105.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,108615.8333,8.309619048
1186,4,2016,96,2041,1,4,0.0,2,121.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21928.5,9.0775,36643.10417,7.857857143
1187,7,2018,179,3393,1,5,0.0,2,105.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,108615.8333,8.309619048
1188,7,2014,794,77109,0,0,1.0,3,106.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1075099.5,8.69,1480380.952,8.152
1189,11,2019,1246,82178,0,3,1.0,3,106.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1075099.5,8.69,1480380.952,8.152
1190,2,2014,285,12684,0,1,0.0,3,112.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,211427.5,7.115,288941.8016220561,5.461852312476617
1191,2,2013,226,5870,1,4,0.0,4,122.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3156098.5,8.601833333,3068603.833,8.697619048
1192,6,2015,180,5779,2,0,0.0,2,108.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,53194.33333,7.4435
1193,6,2017,235,3825,2,1,0.0,2,108.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58761.5,8.3375,37798.6,8.148333333
1194,5,2016,494,22825,2,4,0.0,3,106.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1433333.333,9.096666667,1186048.75,8.320666667
1195,2,2017,576,16746,0,3,1.0,3,97.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,2039562.595,8.308785714
1196,12,2013,818,15582,2,2,1.0,1,86.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,570714.2857,8.748571429,705000.0,8.45
1197,12,2013,422,6081,2,2,1.0,1,86.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,570714.2857,8.748571429,705000.0,8.45
1198,3,2019,417,4922,0,7,0.0,3,105.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,225768.32117104737,5.498639112275811,1215940.957,7.890547619
1199,2,2015,829,51744,0,8,1.0,3,122.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3621428.571,8.674285714,1914885.863,7.934802083
1200,1,2018,390,3749,2,3,1.0,3,90.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16930.0,8.591428571,9605.5,8.09425
1201,3,2018,110,4013,1,3,1.0,3,115.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,51754.66667,8.22,585847.2143,7.972857143
