,name,r_avg,a_avg
92, 심은경,NULL,NULL
93, 후안 안토니오 바요나,8.41,1308032.6
94, 최진성,NULL,NULL
95, 제임스 보빈,8.48,255747.5
96, 제프 와드로,NULL,NULL
97, 데니스 체르노프,6.3999999999999995,23333.333333333332
98, 마츠오카 조지,8.3375,58761.5
99, 노영석,8.39,19000.0
100, 피터 클라릿지,7.91,67000.0
101, 그렉 아라키,7.710000000000001,8793.5
102, 존 매든,7.99,71750.0
103, 오뢰,NULL,NULL
104, 대런 아로노프스키,7.718571428571428,559095.5714285715
105, 앤소니 파워,NULL,NULL
106, 린 램지,8.295,31000.0
107, 김태식,6.58625,4769.857142857143
108, 프라파스 콜사라논,7.94,150000.0
109, 안나 포에스터,6.765,316000.0
110, 마크 메르텐스,7.6850000000000005,145500.0
111, 요아킴 뢰닝,8.006666666666666,1508666.6666666667
112, 로드니 로스맨,9.37,720000.0
113, 모건 매튜스,8.74,14000.0
114, 이도 엔젤,6.92,11604.0
115, 타다 슌스케,9.11,32921.0
116, 아리 포신,NULL,NULL
117, 장춘,7.59,58000.0
118, 필립 드 쇼브홍,8.58,190000.0
119, 김진무,7.115,211427.5
120, 에릭 토스티,7.42,42666.666666666664
121, 스리람 라그하반,8.54,26000.0
122, 타케우치 히데키,7.92,38829.75
123, 리차드 커티스,8.898571428571428,1029000.0
124, 최상훈,5.645,33706.125
125, 콤핀 켐군니르드,8.45,18610.5
126, 오모리 타츠시,8.91,42000.0
127, 김학순,7.407500000000001,6040000.0
128, 크리스토퍼 놀란,8.2,3373333.3333333335
129, 쉬커,NULL,NULL
130, 강윤성,7.327500000000001,3985000.0
131, 제임스 드모나코,6.026666666666667,64924.666666666664
132, 오자와 료타,NULL,NULL
133, 아사쿠라 아키,NULL,NULL
134, 송민규,7.956,1579333.3333333333
135, 박시후,8.0,25000.0
136, 정지훈,NULL,NULL
137, 이윤기,7.299999999999999,134982.7142857143
138, 미야자키 하야오,8.001666666666667,32582.0
139, 스티븐 스필버그,7.613999999999999,1896000.0
140, 토마스 빈터베르그,7.630000000000001,21339.5
141, 권종관,5.982857142857142,654158.4
142, 제이슨 자다,7.59,51000.0
143, 크리스토퍼 맥쿼리,8.547500000000001,5270000.0
144, 박규택,6.21,21494.5
145, 다코타 패닝,NULL,NULL
146, 피터 듀크스,NULL,NULL
147, 고로 사쿠라,NULL,NULL
148, 헤일리 베넷,NULL,NULL
149, 크리스티안 디터,8.0,290000.0
150, 제이크 T. 오스틴,NULL,NULL
151, 론 쉐르픽,7.502,48802.0
152, 플로리안 데이비드 핏츠,8.63,16685.5
153, 던칸 존스,8.723333333333334,814666.6666666666
154, 장형윤,8.19,32775.75
155, 레오 로,5.766666666666667,37149.0
156, 저스틴 채드윅,8.303333333333335,247959.33333333334
157, 김선,NULL,NULL
158, 이와이 슌지,7.491666666666667,15325.6
159, 마츠다 류헤이,NULL,NULL
160, 로렌 스카파리아,7.78,32000.0
161, 다리오 아르젠토,6.026666666666667,11142.333333333334
162, 마틴 스콜세지,NULL,NULL
163, 유영선,6.953333333333333,293858.0
164, 장건재,7.6240000000000006,7305.666666666667
165, 라자 고스넬,7.818571428571429,475824.2
166, 김상경,NULL,NULL
167, 고어 버빈스키,7.851666666666667,1731666.6666666667
168, 찰리 시스켈,8.82,19000.0
169, 나가오카 치카,8.11,220000.0
170, 댄 크레치,6.495,27250.0
171, 라스 폰 트리에,7.664,24089.4
172, 앤디 서키스,NULL,NULL
173, 릴리 콜린스,NULL,NULL
174, 트래비스 나이트,8.459999999999999,428250.0
175, 이상근,8.68,4712081.0
176, 안소니 스타치,7.92,195000.0
177, 제니퍼 로렌스,NULL,NULL
178, 장철수,7.4750000000000005,1956250.0
179, 조성희,7.504,1698586.8
180, 저스틴 린,8.706,1504000.0
181, 장동건,NULL,NULL
182, 제임스 플린,NULL,NULL
183, 나카에 이사무,8.92,NULL
184, 코바야시 츠네오,8.76,53000.0
185, 카를로스 구티에레스 메드라노,NULL,NULL
186, 임상수,NULL,NULL
187, 피터 스피어리그,7.165000000000001,82980.0
188, 존 힐코트,7.353333333333333,94666.66666666667
189, 크리스토퍼 스펜서,8.43,320000.0
190, 루카스 퀴아오,NULL,NULL
191, 이성재,NULL,NULL
192, 카말 반살,NULL,NULL
193, 이반 로웬버그,NULL,NULL
194, 방수인,7.011666666666666,2337552.6
195, 사울 딥,8.173333333333334,91953.66666666667
196, 김남길,NULL,NULL
197, 마틴 코틱,NULL,NULL
198, 장-프랑소아 풀리오,8.24,26000.0
199, 사사키 노조미,NULL,NULL
200, 양정화,NULL,NULL
201, 한동욱,7.73625,2478441.5
202, 알렉산더 크람스토프,NULL,NULL
203, 리 다니엘스,7.9475,33061.25
204, 김태진,NULL,NULL
205, 드웨인 존슨,NULL,NULL
206, 일라이 로스,6.816666666666666,46915.4
207, 민병훈,8.625,7582.5
208, 신한솔,7.25,1070028.0
209, 조나 힐,8.596,352800.0
210, 에드슨 다 콘세이카오,NULL,NULL
211, 박준수,NULL,NULL
212, 나카이즈미 유야,NULL,NULL
213, 휴 잭맨,NULL,NULL
214, 정재영,NULL,NULL
215, 디오고 모르가도,NULL,NULL
216, 폴 티비트,NULL,NULL
217, 크리스 윌리엄스,9.16,3582000.0
218, 사카키바라 모토노리,8.620000000000001,153500.0
219, 상광희,6.73,14000.0
220, 박제현,6.656666666666666,413461.6666666667
221, 한스 페터 몰란트,7.32,100000.0
222, 케네스 브래너,8.42,1886666.6666666667
223, 정미화,NULL,NULL
224, 케네스 로너건,7.760000000000001,56000.0
225, 백승화,8.959999999999999,25586.666666666668
226, 이상철,NULL,NULL
227, 존 터투로,7.613333333333333,874334.0
228, 맥조휘,6.83,60526.0
229, 레자 메마리,NULL,NULL
230, 머빈 르로이,8.07,4960.0
231, 원신연,7.881666666666667,2363333.3333333335
232, 오카다 마리,NULL,NULL
233, 김대창,8.54,13000.0
234, 안톤 후쿠아,8.196666666666667,367666.6666666667
235, 루크 에반스,NULL,NULL
236, 정혁기,7.672,5490.0
237, 데이빗 예이츠,8.338,3038000.0
238, 맷 브라운,8.7,33000.0
239, 엽위신,7.9700000000000015,57574.166666666664
240, 이정호,NULL,NULL
241, 김영탁,7.9,1607500.0
242, 전고운,8.55,337271.85714285716
243, 에릭 바나,NULL,NULL
244, 김주환,8.112857142857141,3325204.5714285714
245, 스리데비,NULL,NULL
246, 조진웅,NULL,NULL
247, 그레이엄 애나블,8.44,100000.0
248, 스캇 워프,8.330000000000002,77271.0
249, 피에르 니네이,NULL,NULL
250, 호르헤 도라도,7.33,30000.0
251, 황동혁,8.678,3920000.0
252, 데이비드 스토튼,8.006666666666666,15333.333333333334
253, 스탠리 투치,6.996666666666666,16306.6
254, 제임스 코든,NULL,NULL
255, 김지운,6.906000000000001,2073000.0
256, 갈리나 미클리노바,NULL,NULL
257, 장재현,8.108,4276000.0
258, 헤 질리,NULL,NULL
259, 류승완,8.21857142857143,5765714.285714285
260, 다현,NULL,NULL
261, 댄 길로이,8.172,1269000.0
262, 김지영,NULL,NULL
263, 유부원,8.05,27269.0
264, 김성연,NULL,NULL
265, 조쉬 분,7.866666666666667,272333.3333333333
266, 이와사키 토모코,4.875,16492.5
267, 로버트 벤튼,7.7075000000000005,18000.0
268, 크리스찬 세스마,4.62,598.5
269, 시모사와 신타로,NULL,NULL
270, 사샤 고든,NULL,NULL
271, 줄리안 슈나벨,8.51,33000.0
272, 야노 유이치로,8.675,330000.0
273, 팀 스토리,8.03,130000.0
274, 기욤 니클루,NULL,NULL
275, 김재환,8.69,39624.833333333336
276, 쿠마자와 나오토,7.4433333333333325,1853.25
277, 조나단 베이커,NULL,NULL
278, 바란 보 오다르,6.25,9699.0
279, 이권,6.878571428571428,498750.0
280, 김우빈,NULL,NULL
281, 압델라티프 케시시,8.96,18580.0
282, 크리스토퍼 랜던,7.595999999999999,379708.2
283, 이철하,7.6659999999999995,587200.0
284, 에단 코엔,8.151666666666669,110567.5
285, 매튜 본,8.282857142857143,2299000.0
286, 노암 머로,7.745,818000.0
287, 진도명,NULL,NULL
288, 로랑 캉테,7.745,8253.0
289, 마이크 컨켈,NULL,NULL
290, 신보 아키유키,8.59142857142857,16930.0
291, 올리비에 메가턴,7.647999999999999,1266000.0
292, 조영광,8.995000000000001,15000.0
293, 김덕수,7.894285714285715,804000.0
294, 막심 파디브,7.97,25000.0
295, 안톤 코르빈,7.807499999999999,28109.5
296, 이서,6.9471428571428575,847205.4
297, 여인영,8.836666666666668,4563333.333333333
298, 안드레 외브레달,6.5225,22936.0
299, 바이론 하워드,8.908,4102000.0
300, 에드가 라이트,8.152,898800.0
301, 조근식,7.4975,61644.857142857145
302, 황인준,7.57,2267000.0
303, RM,NULL,NULL
304, 테렌스 맬릭,7.276666666666667,9373.0
305, 니콜라스 콜라,NULL,NULL
306, 짐 브로드벤트,NULL,NULL
307, 장진,6.985,758166.6666666666
308, 이토 토모히코,9.26,120000.0
309, 로버트 로드리게즈,7.738000000000001,419158.2
310, 박훈정,7.792857142857144,1945646.75
311, 오인천,3.91,NULL
312, 존 무어,6.320000000000001,505500.0
313, 크리스 벅,8.6975,8106666.666666667
314, 믹 잭슨,8.717500000000001,32000.0
315, 뷔,NULL,NULL
316, 마이클 베이,8.075999999999999,1176000.0
317, 오멸,6.468000000000001,29309.0
318, 안상훈,NULL,NULL
319, 로버트 스톨텐베르그,NULL,NULL
320, 송강호,NULL,NULL
321, 위고 젤랭,8.61,50889.5
322, 사릭 안드레아시안,NULL,NULL
323, 장하오,NULL,NULL
324, 조쉬 할로웨이,NULL,NULL
325, 야로우 체니,8.708000000000002,1068000.0
326, 전성우,9.4,14000.0
327, 이경호,NULL,NULL
328, 가브리엘 무치노,7.416666666666667,23767.0
329, 샤론 맥과이어,8.885,820000.0
330, 게리 도버먼,NULL,NULL
331, 히시다 마사카즈,8.6475,42345.5
332, 에스벤 토프트 야콥슨,7.01,59000.0
333, 벤 웨틀리,NULL,NULL
334, 로저 컴블,7.4725,133500.0
335, 소연,NULL,NULL
336, 리스 오스볼,7.859999999999999,9937.5
337, 데이비드 에이어,7.938571428571429,526628.7142857143
338, 노아 바움백,8.318000000000001,361599.2
339, 이해준,7.559999999999999,2053750.0
340, 국도원,NULL,NULL
341, 무문광,NULL,NULL
342, 니키 팰런,7.43,52000.0
343, 이안규,7.45875,1629571.4285714286
344, 미키 데자키,9.67,40000.0
345, 제이 바루첼,NULL,NULL
346, 피에르 꼬팽,8.7075,1980000.0
347, 김광태,NULL,NULL
348, 데이비드 가렛,NULL,NULL
349, 빌리 레이,NULL,NULL
350, 크리스토프 갬플,NULL,NULL
351, 임효겸,NULL,NULL
352, 하정우,7.958000000000001,5016000.0
353,류승완,8.21857142857143,5765714.285714285
354, 강성훈,NULL,NULL
355, 에스더 비알라스,NULL,NULL
356, 크리스토퍼 파파칼리아티스,8.87,30000.0
357, 아미노 테츠로,8.228333333333333,12806.666666666666
358, 로망 뒤리스,NULL,NULL
359, 박일호,NULL,NULL
360, 김진철,NULL,NULL
361, 윤준상,7.73,180000.0
362, 스콧 프랭크,7.380000000000001,758400.0
363, 루카 구아다니노,8.023333333333333,89666.66666666667
364, 한상호,NULL,NULL
365, 질스 파겟-브레너,NULL,NULL
366, 나가이 아키라,8.785,42000.0
367, 조던 필,NULL,NULL
368, 카르스텐 킬레리치,8.090000000000002,54666.666666666664
369, 이상호,NULL,NULL
370, 댄 트라첸버그,7.46,350000.0
371, 라울 가르시아,7.225,78000.0
372, 이민기,NULL,NULL
373, 얀 라벡,6.9,180000.0
374, 나가미네 타츠야,9.25,64500.0
375, 마틴 맥도나,8.219999999999999,51754.666666666664
376, 토마스 자보,7.865,70500.0
377, 이사랑,4.44,470000.0
378, 톰 크루즈,NULL,NULL
379, 알렉산더 샤프,NULL,NULL
380, 양경모,8.68,430000.0
381, 김용화,8.455714285714285,7761428.571428572
382, 사이먼 킨버그,NULL,NULL
383, 올리비에르 나카체,8.844999999999999,457000.0
384, 마이클 패터슨,NULL,NULL
385, 안드레스 G. 슈에,8.11,72000.0
386, 레니 할린,5.8066666666666675,49923.2
387, 존 파브로,8.901666666666666,7570000.0
388, 앤드류 코헨,NULL,NULL
389, 피터 손,8.983333333333334,856666.6666666666
390, 수잔 비에르,8.005714285714285,22509.85714285714
391, 로버트 렌스,NULL,NULL
392, 스콧 쿠퍼,8.27,17606.5
393, 켈리 애스버리,8.345714285714285,877333.3333333334
394, 곽범,7.17,18000.0
395, 시라이시 코지,5.8933333333333335,11564.0
396, 저스틴 덱,6.78,73000.0
397, 제이슨 라이트맨,8.363333333333335,566000.0
398, 데이비드 O. 러셀,8.081666666666667,98197.0
399, 야마다 요지,8.31,10842.0
400, 크리스 리노드,8.65,1624285.7142857143
401, 헬렌 헌트,NULL,NULL
402, 노나 그리스하에바,NULL,NULL
403, 백승우,6.275,952875.5
404, 제프리 러쉬,NULL,NULL
405, 스티븐 크보스키,8.56,943500.0
406, 전석호,NULL,NULL
407, 최성현,NULL,NULL
408, 임아론,8.085,115000.0
409, 마이크 데블린,NULL,NULL
410, 다리나 슈미트,7.58,78000.0
411, 조지 클루니,7.793333333333333,60620.666666666664
412, 세딕 니콜라스 트로얀,7.53,440000.0
413, 선호빈,9.04,5096.5
414, 김대승,7.3,998896.3333333334
415, 가이 리치,8.368571428571428,2564428.5714285714
416, 엘리자베스 뱅크스,NULL,NULL
417, 션 베이커,8.47,33655.0
418, T.O.P,NULL,NULL
419, 에베라도 발레리오 구트,NULL,NULL
420, 우치다 마아야,NULL,NULL
421, 그렉 키니어,NULL,NULL
422, 이창동,8.29125,305195.125
423, 이선,6.904999999999999,530000.0
424, 데이빗 크렌츠,NULL,NULL
425, 김종현,NULL,NULL
426, 이연우,6.3933333333333335,2345000.0
427, 제니퍼 리,9.036666666666667,8596666.666666666
428, 김재희,NULL,NULL
429, 닐 버거,8.162857142857144,221000.0
430, 엘르 패닝,NULL,NULL
431, 박보영,NULL,NULL
432, 다미안 존 하퍼,NULL,24000.0
433, 크리스 로핑,6.8100000000000005,89000.0
434, 잭 스나이더,NULL,NULL
435, 박홍수,7.904999999999999,2330212.5
436, 미야모토 히로아키,NULL,NULL
437, 리처드 캔터,NULL,NULL
438, 마테오 부와슬리에,NULL,NULL
439, 리들리 스콧,8.402000000000001,203108.6
440, 트래비스 클러프,6.8100000000000005,89000.0
441, 신재호,6.733333333333333,116000.0
442, 제임스 폴리,7.558,130170.0
443, 김휘,6.52125,1332909.625
444, 카세 료,NULL,NULL
445, 리처드 링클레이터,8.354000000000001,47395.6
446, 벤 스틸러,7.734999999999999,296954.25
447, 츠마부키 사토시,NULL,NULL
448, 스콧 힉스,8.3325,370000.0
449, 노에미 르보브스키,6.58,2946.5
450, 휴 허드슨,8.59,59000.0
451, 댄 포겔맨,NULL,NULL
452, 김태용,NULL,NULL
453, 프란시스 닐슨,6.49,33000.0
454, 김병우,6.866666666666667,2416789.0
455, 빈센트 케스텔루트,NULL,NULL
456, 세르게이 보드로프,7.015,46584.0
457, 질 를르슈,8.78,9920.0
458, 강효진,7.598750000000001,591484.7142857143
459, 수잔나 포겔,NULL,NULL
460, 박영균,NULL,NULL
461, 키이라 나이틀리,NULL,NULL
462, 윤준형,7.345,571170.25
463, 뤽 다르덴,8.092857142857143,11346.125
464, 콜린 퍼스,NULL,NULL
465, 알렉상드르 헤보얀,8.3,310000.0
466, 올리비에 아사야스,7.5600000000000005,6833.5
467, 닐스 타베니어,NULL,NULL
468, 신현원,8.702499999999999,43000.0
469, 야쿠와 신노스케,8.68,115000.0
470, 조엘 코엔,8.126000000000001,112681.0
471, 최동훈,7.758333333333333,6843333.333333333
472, 정주리,NULL,NULL
473, 벤자민 레너,8.356666666666667,28333.333333333332
474, 스콧 모지어,NULL,NULL
475, 마이클 쿠에스타,NULL,NULL
476, 마대윤,7.938571428571429,1795285.7142857143
477, 퍼시 애들론,9.206666666666665,182.0
478, 네드 벤슨,NULL,NULL
479, 전윤수,7.665714285714286,920233.0
480, 로저 도널드슨,7.918000000000001,281666.6666666667
481, 알베르토 로드리게즈,5.745,3068.0
482, 존 레쿼,7.973999999999999,153136.4
483, 타이 버렐,NULL,NULL
484, 한재림,8.051666666666666,3231666.6666666665
485, 나초 라 까사,NULL,NULL
486, 강지은,7.841428571428572,1590000.0
487, 로렌스 라노프,4.79,NULL
488, 신아가,7.5528571428571425,216364.14285714287
489, 조쉬 베이커,9.26,18000.0
490, 최승호,NULL,NULL
491, 노먼 퍼거슨,9.235,NULL
492, 크리스찬 두가이,7.271666666666667,4156.0
493, 천우희,NULL,NULL
494, 조석현,NULL,NULL
495, 존 폴슨,6.572500000000001,680000.0
496, 롭 엡스타인,7.55,20000.0
497, 백승빈,6.2299999999999995,96338.8
498, 라이언 존슨,7.734999999999999,481622.4
499, 김진수,NULL,NULL
500, 매튜 맥커너히,8.64,33200.333333333336
501, 매즈 미켈슨,NULL,NULL
502, 맥스 조셉,8.93,38000.0
503, 송해성,7.852857142857142,1278000.0
504, 레오 카락스,7.805,34000.0
505, 이원석,NULL,NULL
506, 정병길,7.55,787899.0
507, 안병기,5.523333333333333,2128111.6
508, 노엘 클리어리,NULL,NULL
509, 아델 에그자르코풀로스,NULL,NULL
510, 줄리아 하트,7.1899999999999995,20000.0
511, 귀욤 고익스,8.084,2746.4
512, 김윤석,8.675714285714287,3621428.5714285714
513, 추상미,7.116666666666667,146897.83333333334
514, 가와세 나오미,8.29,5538.0
515, 한승우,NULL,NULL
516, 장재혁,8.059999999999999,559200.0
517, 윌 아넷,NULL,NULL
518, 이나 예블라니코바,7.450000000000001,23815.25
519, 이현주,NULL,NULL
520, 니콜라이 퓰시,NULL,NULL
521, 츠키카와 쇼,8.25,82390.57142857143
522, 윤가은,8.553333333333333,442333.3333333333
523, 테라모토 유키요,8.803333333333333,186666.66666666666
524, 오오스기 요시히로,8.5,110000.0
525, 장유정,8.163333333333332,1380000.0
526, 데이미언 셔젤,7.634999999999999,1071740.3333333333
527, 브래들리 쿠퍼,9.122,6214000.0
528, 우묘,NULL,NULL
529, 론 하워드,8.395714285714286,208146.7142857143
530, 제임스 맨골드,8.456666666666665,1431000.0
531, 치웨텔 에지오포,NULL,NULL
532, 기예르모 델 토로,7.762499999999999,1398750.0
533, 로빈 윌리엄스,NULL,NULL
534, 브라이언 피,8.62,480000.0
535, 딩 스,8.25,37000.0
536, 신카이 마코토,8.440000000000001,778151.0
537, 자코 반 도마엘,8.135,41365.666666666664
538, 필 존스턴,NULL,NULL
539, 랄프 파인즈,NULL,NULL
540, 장준환,8.265714285714285,1389407.7142857143
541, 라이언 플렉,NULL,NULL
542, 안드레이 갈랏,NULL,NULL
543, 레지스 로인사드,8.48,13000.0
544, 돈 E. 폰트르로이,5.076666666666667,1013.0
545, 브렛 설리반,8.030000000000001,27976.0
546, 이지원,NULL,NULL
547, 데이빗 맥킨지,7.657142857142857,39239.166666666664
548, 홍석재,8.176,75891.6
549, 캐서린 비글로우,8.154285714285715,97666.66666666667
550, 나가사키 켄지,NULL,NULL
551, 다카하시 와타루,NULL,NULL
552, 메간 폭스,NULL,NULL
553, 매니 에르난데스,7.735,24000.0
554, 리건,8.69,1075099.5
555, 나현,8.307142857142859,1377285.7142857143
556, 피터 레페니오티스,7.925000000000001,240250.0
557, 밥 퍼시케티,NULL,NULL
558, 딜런 오브라이언,NULL,NULL
559, 이창재,NULL,NULL
560, 노동석,7.575,347686.5
561, 레반 가브리아제,5.37,210000.0
562, 밥 두셋,5.43,34000.0
563, 레니 에이브러햄슨,8.739999999999998,71500.0
564, 레베카 밀러,8.24,18574.333333333332
565, 나오미 포너,6.635,50541.0
566, 벤 르윈,8.23,29500.0
567, 라스무스 A. 실버르센,6.79,21553.5
568, 안노 히데아키,7.022,36512.0
569, 릭 로먼 워,8.102,136036.75
570, 나루시마 이즈루,6.835000000000001,9253.75
571, 오즈 야스지로,8.1525,11021.0
572, 마츠모토 리카,NULL,NULL
573, 하시모토 마사카즈,8.719999999999999,183500.0
574, 이재규,NULL,NULL
575, 장창원,8.415714285714285,3044285.714285714
576, 더그 스윗랜드,8.83,320000.0
577, 권오중,NULL,NULL
578, 토머스 얀,9.12,NULL
579, 전일우,NULL,NULL
580, 안젤리나 졸리,7.845,1455151.0
581, 실베스터 스탤론,7.380000000000001,129255.2
582, 제임스 건,8.448333333333332,4961500.0
583, 스티븐 더햄,4.75,NULL
584, 맥스 바톨리,NULL,NULL
585, 자코 아키후미,9.06,13000.0
586, 김상철,9.365,24419.666666666668
587, 안용훈,7.89,73500.0
588, 젠 웩슬러,NULL,NULL
589, 박호찬,8.08,918527.0
590, 멜 깁슨,7.7316666666666665,46401.8
591, 리처드 클라우스,8.1075,16316.0
592, 휴 웰치맨,8.74,220688.5
593, 토마스 아스트뤽,NULL,NULL
594, 에릭 토레다노,8.844999999999999,457000.0
595, 루이스 리터리어,7.6328571428571435,1164285.7142857143
596, 나홍진,7.741666666666667,3000211.8
597, 야마구치 켄타로,NULL,NULL
598, 전진,NULL,NULL
599, 패트릭 휴즈,8.052,454334.8
600, 사무엘 암스트롱,9.27,NULL
601, 헬레네 지라드,7.865,70500.0
602, 라지쿠마르 히라니,9.165,248500.0
603, 윤종빈,8.05857142857143,3579285.714285714
604, 레미 베잔송,9.0,13154.0
605, 닛타 노리오,NULL,NULL
606, 김경희,NULL,NULL
607, 스테판 오비에,9.02,50000.0
608, 김양래,8.54,590000.0
609, 피터 버그,8.327142857142857,94857.14285714286
610, 안톤 크링스,NULL,NULL
611, 마이크 미첼,8.564285714285713,1609714.2857142857
612, 워시 웨스트모어랜드,8.2575,53708.0
613, 베르나르도 베르톨루치,7.975,3112.0
614, 이제인,NULL,NULL
615, 크리스 프랫,NULL,NULL
616, 폴 토마스 앤더슨,8.408333333333335,20320.5
617, 올 파커,8.68,806666.6666666666
618, 조철현,NULL,NULL
619, 존 카프카,8.49,280000.0
620, 도로타 코비엘라,8.74,220688.5
621, 토머스 카터,NULL,NULL
622, 권혁만,NULL,NULL
623, 류승룡,NULL,NULL
624, 페테르 바스코,NULL,NULL
625, 이주영,NULL,NULL
626, 이재진,NULL,NULL
627, 그렉 티어난,7.534000000000001,95600.0
628, 천성일,NULL,NULL
629, 빌 어거스트,7.8025,25434.5
630, 박재식,7.74875,3666625.0
631, 닉 파크,8.86,161000.0
632, 이기니오 스트라피,5.19,44000.0
633, 민규동,7.911250000000001,682571.4285714285
634, 박정범,8.55,8996.0
635, 마크 로즈만,6.45,64000.0
636, 허인무,7.692499999999999,685000.0
637, 트리시 시에,8.3,560000.0
638, 에드 게스-도넬리,NULL,NULL
639, 김태균,NULL,NULL
640, 장항준,7.5575,784836.75
641, 이도윤,NULL,NULL
642, 이정재,NULL,NULL
643, 장유근,NULL,NULL
644, 배종,8.483333333333334,4470000.0
645, 오리올 파울로,6.3575,54887.333333333336
646, 루카 드 마타,7.09,11000.0
647, 김봉은,5.458,2105.6666666666665
648, 인피니트,NULL,NULL
649, 조규장,6.926666666666667,1056721.6666666667
650, 고동우,NULL,NULL
651, 미즈시마 츠토무,8.74,9890.4
652, 가우리 신드,9.0,32000.0
653, 아사토 마리,4.45,112036.0
654, 린 사우더랜드,7.795,280000.0
655, 호거 태프,7.7266666666666675,153600.0
656, 시미즈 준지,8.12,22000.0
657, 이두환,6.25,280000.0
658, 샤니 빈슨,NULL,NULL
659, 벨라 손,NULL,NULL
660, 임순례,8.702857142857143,609686.0
661, 채영,NULL,NULL
662, 홍헌표,NULL,NULL
663, 김한결,NULL,NULL
664, 쿠엔틴 타란티노,8.466666666666667,220000.0
665, 빌 로버츠,9.27,NULL
666, 짐 자무쉬,8.085,22663.0
667, 아라키 테츠로,7.195,15013.0
668, 톰 티크베어,7.386666666666667,229653.66666666666
669, 이해영,7.712857142857144,1445714.2857142857
670, 정연,NULL,NULL
671, 이동희,NULL,NULL
672, 윤재구,7.0920000000000005,1073333.3333333333
