rank,name,date,sales ,sales_share,boxoffice_num,num_of_screen,num_of_screenings,nation,rep_nation,distributor
23,스타워즈: 깨어난 포스,2015.12.17,"24,149,478,540",1.40%,"2,803,234",940,"56,425",미국,미국,월트디즈니컴퍼니코리아(주)
24,빅 히어로,2015.1.21,"21,993,119,765",1.30%,"2,801,949",825,"62,229",미국,미국,월트디즈니컴퍼니코리아(주)
25,메이즈 러너: 스코치 트라이얼,2015.9.16,"21,596,946,349",1.30%,"2,744,413",804,"58,725",미국,미국,이십세기폭스코리아(주)
26,탐정 : 더 비기닝,2015.9.24,"20,463,956,973",1.20%,"2,625,686",764,"54,995",한국,한국,(주)씨제이이엔엠
27,미니언즈,2015.7.29,"18,998,046,278",1.10%,"2,625,599",792,"41,946",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
28,스파이,2015.5.21,"18,417,637,358",1.10%,"2,318,748",665,"62,960",미국,미국,이십세기폭스코리아(주)
29,악의 연대기,2015.5.14,"17,361,815,332",1.00%,"2,192,525",776,"64,351",한국,한국,(주)씨제이이엔엠
30,강남 1970,2015.1.21,"17,718,699,499",1.00%,"2,192,276",841,"53,304",한국,한국,(주)쇼박스
31,뷰티 인사이드,2015.8.20,"16,148,479,531",0.90%,"2,053,435",648,"52,618",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
32,오늘의 연애,2015.1.14,"14,924,654,487",0.90%,"1,891,993",709,"47,237",한국,한국,(주)씨제이이엔엠
33,테이큰 3,2015.1.1,"15,088,105,000",0.90%,"1,860,934",616,"38,060",미국,미국,이십세기폭스코리아(주)
34,007 스펙터,2015.11.11,"14,301,476,030",0.80%,"1,820,760","1,105","51,940",영국,"영국,미국",유니버설픽쳐스인터내셔널 코리아(유)
35,이미테이션 게임,2015.2.17,"13,655,929,120",0.80%,"1,743,963",541,"44,782",영국,영국,메가박스중앙(주)플러스엠
36,샌 안드레아스,2015.6.3,"14,435,844,152",0.80%,"1,716,455",847,"62,016",미국,미국,워너브러더스 코리아(주)
37,쎄시봉,2015.2.5,"13,571,515,911",0.80%,"1,715,370",829,"51,744",한국,한국,(주)씨제이이엔엠
38,더 폰,2015.10.22,"12,309,164,568",0.70%,"1,593,694",794,"53,599",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
39,위플래쉬,2015.3.12,"12,656,619,045",0.70%,"1,589,032",574,"56,028",미국,미국,"워터홀컴퍼니(주),(주)쇼박스"
40,대호,2015.12.16,"12,104,808,332",0.70%,"1,584,168",892,"39,599",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
41,마다가스카의 펭귄,2014.12.31,"11,450,482,159",0.70%,"1,512,340",615,"27,171",미국,미국,(주)씨제이이엔엠
42,차이나타운,2015.4.29,"11,990,370,378",0.70%,"1,472,106",551,"45,137",한국,한국,CGV아트하우스
43,장수상회,2015.4.9,"8,737,364,643",0.50%,"1,165,780",688,"52,928",한국,한국,(주)씨제이이엔엠
44,성난 변호사,2015.10.8,"8,723,650,039",0.50%,"1,128,288",607,"36,990",한국,한국,(주)씨제이이엔엠
45,간신,2015.5.21,"8,946,842,910",0.50%,"1,110,246",697,"40,580",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
46,박물관이 살아있다 : 비밀의 무덤,2015.1.14,"8,170,784,606",0.50%,"1,101,678",500,"30,146",미국,"미국,영국",이십세기폭스코리아(주)
47,그놈이다,2015.10.28,"8,096,427,152",0.50%,"1,046,015",681,"38,678",한국,한국,CGV아트하우스
48,미쓰 와이프,2015.8.13,"7,387,086,869",0.40%,"988,451",437,"28,864",한국,한국,메가박스중앙(주)플러스엠
49,몬스터 호텔 2,2015.12.24,"7,029,012,585",0.40%,"962,770",686,"12,388",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
50,허삼관,2015.1.14,"7,408,943,569",0.40%,"955,679",621,"27,645",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
51,"님아, 그 강을 건너지 마오",2014.11.27,"7,510,901,600",0.40%,"955,433",486,"26,199",한국,한국,"CGV아트하우스,(주)대명문화공장"
52,살인의뢰,2015.3.12,"6,986,456,737",0.40%,"855,980",646,"35,244",한국,한국,씨네그루(주)다우기술
53,손님,2015.7.9,"6,385,937,880",0.40%,"828,025",634,"23,404",한국,한국,(주)씨제이이엔엠
54,인시디어스 3,2015.7.9,"6,396,650,620",0.40%,"825,517",416,"20,824",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
55,하트 오브 더 씨,2015.12.3,"6,777,420,023",0.40%,"809,399",535,"29,219",미국,미국,워너브러더스 코리아(주)
56,헝거게임: 더 파이널,2015.11.18,"6,069,167,163",0.40%,"806,520",661,"26,973",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
57,기술자들,2014.12.24,"6,241,817,635",0.40%,"786,257",481,"18,808",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
58,신데렐라,2015.3.19,"5,500,502,900",0.30%,"716,491",531,"27,508",미국,미국,월트디즈니컴퍼니코리아(주)
59,픽셀,2015.7.16,"5,390,909,947",0.30%,"681,945",557,"21,307",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
60,열정같은소리하고있네,2015.11.25,"4,758,959,902",0.30%,"654,102",566,"30,459",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
61,특종: 량첸살인기,2015.10.22,"4,754,763,118",0.30%,"616,481",776,"31,783",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
62,서부전선,2015.9.24,"4,751,661,400",0.30%,"609,063",509,"18,935",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
63,채피,2015.3.12,"4,620,380,654",0.30%,"573,661",536,"24,669",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
64,극장판 요괴워치: 탄생의 비밀이다냥!,2015.7.22,"3,888,539,100",0.20%,"550,924",509,"11,765",일본,일본,(주)씨제이이엔엠
65,헬머니,2015.3.5,"4,120,166,972",0.20%,"522,929",422,"24,846",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
66,도라에몽 : 스탠 바이 미,2015.2.12,"3,684,756,429",0.20%,"503,968",432,"13,063",일본,일본,(주)넥스트엔터테인먼트월드(NEW)
67,위험한 상견례 2,2015.4.29,"3,575,384,754",0.20%,"472,693",429,"18,409",한국,한국,"롯데쇼핑㈜롯데엔터테인먼트,(주)마인스 엔터테인먼트"
68,명탐정 코난 : 화염의 해바라기,2015.8.5,"3,296,031,400",0.20%,"471,205",433,"8,877",일본,일본,(주)씨제이이엔엠
69,순수의 시대,2015.3.5,"3,740,948,828",0.20%,"469,891",546,"23,623",한국,한국,(주)씨제이이엔엠
70,오피스,2015.9.3,"3,460,460,230",0.20%,"441,208",425,"18,575",한국,한국,(주)리틀빅픽쳐스
71,"협녀, 칼의 기억",2015.8.13,"3,360,045,489",0.20%,"431,310",572,"16,099",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
72,어린왕자,2015.12.23,"3,195,586,794",0.20%,"428,855",494,"8,384",프랑스,프랑스,씨네그루(주)다우기술
73,무뢰한,2015.5.27,"3,262,207,431",0.20%,"414,641",482,"23,660",한국,한국,CGV아트하우스
74,판타스틱 4,2015.8.20,"3,029,310,600",0.20%,"399,667",451,"16,241",미국,미국,이십세기폭스코리아(주)
75,뽀로로 극장판 컴퓨터 왕국 대모험,2015.12.10,"2,902,090,600",0.20%,"391,760",544,"10,893",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
76,내 심장을 쏴라,2015.1.28,"2,856,859,132",0.20%,"387,409",452,"20,042",한국,한국,"(주)리틀빅픽쳐스,(주)이수C&E"
77,소수의견,2015.6.24,"2,892,681,205",0.20%,"383,582",398,"16,273",한국,한국,(주)시네마서비스
78,그레이의 50가지 그림자,2015.2.26,"2,918,598,796",0.20%,"364,415",512,"19,227",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
79,홈,2015.5.21,"2,693,335,391",0.20%,"360,742",532,"10,484",미국,미국,(주)씨제이이엔엠
80,경성학교: 사라진 소녀들,2015.6.18,"2,749,609,100",0.20%,"356,415",489,"18,520",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
81,치외법권,2015.8.27,"2,664,941,005",0.20%,"346,483",446,"15,297",한국,한국,판씨네마(주)
82,아메리칸 스나이퍼,2015.1.14,"2,800,001,438",0.20%,"344,766",308,"10,769",미국,미국,워너브러더스 코리아(주)
83,에베레스트,2015.9.24,"3,055,119,748",0.20%,"332,180",331,"9,343",미국,"미국,영국",유니버설픽쳐스인터내셔널 코리아(유)
84,호빗: 다섯 군대 전투,2014.12.17,"2,840,004,341",0.20%,"326,887",350,"7,347",미국,"미국,뉴질랜드",워너브러더스 코리아(주)
85,스폰지밥 3D,2015.2.18,"2,458,946,200",0.10%,"325,016",357,"8,415",미국,미국,(주)씨제이이엔엠
86,극적인 하룻밤,2015.12.3,"2,610,567,429",0.20%,"320,884",434,"18,332",한국,한국,CGV아트하우스
87,뮨: 달의 요정,2015.9.24,"2,333,203,700",0.10%,"319,384",365,"6,895",프랑스,프랑스,"(주)스마일이엔티,씨네그루(주)다우기술"
88,도리화가,2015.11.25,"2,246,950,339",0.10%,"317,505",563,"19,168",한국,한국,(주)씨제이이엔엠
89,이터널 선샤인,2005.11.10,"2,581,017,592",0.20%,"315,447",108,"8,891",미국,미국,"(주)노바미디어,코리아픽쳐스(주)"
90,주피터 어센딩,2015.2.5,"2,687,549,879",0.20%,"309,842",561,"16,454",미국,미국,워너브러더스 코리아(주)
91,패딩턴,2015.1.7,"2,246,438,729",0.10%,"305,102",408,"9,738",영국,"영국,프랑스,캐나다",롯데쇼핑㈜롯데엔터테인먼트
92,오즈의 마법사: 돌아온 도로시,2015.2.12,"2,176,416,000",0.10%,"298,482",330,"7,787",미국,미국,(주)박수엔터테인먼트
93,런 올 나이트,2015.3.19,"2,293,671,495",0.10%,"289,534",411,"15,865",미국,미국,워너브러더스 코리아(주)
94,다이노 타임,2015.4.30,"2,108,596,800",0.10%,"284,900",430,"6,713",한국,"한국,미국",(주)씨제이이엔엠
95,인서전트,2015.3.25,"2,158,449,889",0.10%,"282,662",480,"18,214",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
96,백 투 더 비기닝,2015.2.26,"2,018,287,400",0.10%,"266,610",423,"13,839",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
97,투모로우랜드,2015.5.27,"2,083,283,000",0.10%,"265,810",435,"14,640",미국,미국,월트디즈니컴퍼니코리아(주)
98,스파이 브릿지,2015.11.5,"2,049,608,478",0.10%,"264,872",425,"12,434",미국,미국,이십세기폭스코리아(주)
99,개를 훔치는 완벽한 방법,2014.12.31,"2,019,629,065",0.10%,"263,300",199,"8,008",한국,한국,"(주)리틀빅픽쳐스,(주)대명문화공장"
100,함정,2015.9.10,"2,090,877,200",0.10%,"257,990",445,"10,899",한국,한국,(주)인벤트스톤
101,명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,2015.2.12,"1,885,543,600",0.10%,"257,381",187,"5,300",일본,일본,(주)씨제이이엔엠
102,언브로큰,2015.1.7,"1,997,947,292",0.10%,"256,475",401,"10,780",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
103,소셜포비아,2015.3.12,"1,964,654,963",0.10%,"249,828",368,"15,161",한국,한국,CGV아트하우스
104,하늘을 걷는 남자,2015.10.28,"2,267,273,653",0.10%,"238,257",415,"12,015",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
105,극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,2015.1.14,"1,653,084,000",0.10%,"233,347",360,"7,472",일본,일본,롯데쇼핑㈜롯데엔터테인먼트
106,조선마술사,2015.12.30,"1,506,449,794",0.10%,"224,657",596,"4,922",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
107,괴물의 아이,2015.11.25,"1,652,580,816",0.10%,"223,216",363,"10,487",일본,일본,"CGV아트하우스,(주)리틀빅픽쳐스"
108,노아의 방주: 남겨진 녀석들,2015.4.30,"1,589,433,800",0.10%,"220,189",436,"5,422",독일,"독일,벨기에,룩셈부르크,아일랜드",씨네그루(주)다우기술
109,언프렌디드: 친구삭제,2015.5.7,"1,645,623,941",0.10%,"219,892",386,"9,994",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
110,연애의 맛,2015.5.7,"1,725,990,153",0.10%,"214,539",398,"12,474",한국,한국,"(주)와우픽쳐스,(주)쇼박스"
111,포켓몬 더 무비 XY 후파: 광륜의 초마신,2015.12.23,"1,528,041,500",0.10%,"214,284",360,"4,271",일본,일본,(주)이수C&E
112,버드맨,2015.3.5,"1,664,640,800",0.10%,"206,241",380,"12,051",미국,미국,이십세기폭스코리아(주)
113,기생수 파트1,2015.2.26,"1,543,346,126",0.10%,"187,291",247,"7,405",일본,일본,판씨네마(주)
114,더 셰프,2015.11.5,"1,482,518,148",0.10%,"186,511",409,"12,461",미국,미국,(주)이수C&E
115,팬,2015.10.8,"1,425,325,592",0.10%,"186,174",428,"8,994",미국,미국,워너브러더스 코리아(주)
116,레전드,2015.12.10,"1,436,348,930",0.10%,"179,738",449,"9,991",프랑스,"프랑스,영국",(주)이수C&E
117,인터스텔라,2014.11.6,"1,699,965,700",0.10%,"178,527",109,"2,898",미국,"미국,영국",워너브러더스 코리아(주)
118,19곰 테드 2,2015.6.25,"1,378,084,400",0.10%,"170,647",297,"7,147",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
119,아메리칸 울트라,2015.8.27,"1,301,387,295",0.10%,"161,382",341,"8,634",미국,미국,(주)씨제이이엔엠
120,트랜스포터: 리퓰드,2015.10.15,"1,263,319,115",0.10%,"161,245",432,"10,083",프랑스,"프랑스,중국",씨네그루(주)다우기술
121,내부자들: 디 오리지널,2015.12.31,"1,236,787,715",0.10%,"160,148",595,"1,540",한국,한국,(주)쇼박스
122,센과 치히로의 행방불명,2002.6.27,"1,255,442,529",0.10%,"159,282",339,"6,434",일본,일본,씨네그루(주)다우기술
123,스누피: 더 피너츠 무비,2015.12.24,"1,194,012,100",0.10%,"156,376",348,"3,572",미국,미국,이십세기폭스코리아(주)
124,최강전사 미니특공대 : 새로운 악당의 습격,2015.2.5,"1,171,479,200",0.10%,"155,348",318,"4,610",한국,한국,에이원엔터테인먼트
125,아메리칸 셰프,2015.1.7,"1,245,833,929",0.10%,"152,508",111,"4,879",미국,미국,(주)영화사 진진
126,짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습,2015.4.23,"1,085,388,600",0.10%,"150,226",372,"5,097",일본,일본,(주)이수C&E
127,워킹걸,2015.1.7,"1,183,887,479",0.10%,"149,181",308,"7,076",한국,한국,메가박스중앙(주)플러스엠
128,은밀한 유혹,2015.6.4,"1,137,666,247",0.10%,"145,547",394,"14,968",한국,한국,(주)씨제이이엔엠
129,우먼 인 골드,2015.7.9,"1,111,546,800",0.10%,"144,744",252,"5,801",미국,"미국,영국",(주)팝엔터테인먼트
130,화장,2015.4.9,"1,073,035,100",0.10%,"142,382",327,"13,811",한국,한국,(주)리틀빅픽쳐스
131,시카리오: 암살자의 도시,2015.12.3,"1,135,597,952",0.10%,"140,715",227,"6,220",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
132,워터 디바이너,2015.1.28,"1,008,818,235",0.10%,"136,134",326,"9,179",미국,"미국,호주,터키",롯데쇼핑㈜롯데엔터테인먼트
133,나의 절친 악당들,2015.6.25,"1,054,470,664",0.10%,"133,553",384,"9,830",한국,한국,이십세기폭스코리아(주)
134,심야식당,2015.6.18,"1,045,229,474",0.10%,"132,192",180,"5,779",일본,일본,(주)영화사 진진
135,러브 라이브! 더 스쿨 아이돌 무비,2015.9.3,"985,069,000",0.10%,"130,223",66,"2,637",일본,일본,(주)박수엔터테인먼트
136,미라클 벨리에,2015.8.27,"929,076,518",0.10%,"121,827",245,"6,055",프랑스,프랑스,(주)영화사 진진
137,퇴마: 무녀굴,2015.8.20,"951,843,500",0.10%,"120,802",331,"6,463",한국,한국,씨네그루(주)다우기술
138,눈의 여왕 2: 트롤의 마법거울,2014.12.24,"859,630,100",0.10%,"120,379",246,"2,660",러시아,러시아,씨네그루(주)다우기술
139,존 윅,2015.1.21,"925,995,637",0.10%,"116,119",321,"6,653",미국,미국,"(주)제이앤씨미디어그룹,(주)나이너스엔터테인먼트"
140,상의원,2014.12.24,"910,405,400",0.10%,"113,738",264,"3,315",한국,한국,"(주)쇼박스,(주)와우픽쳐스"
141,극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,2015.9.17,"816,868,100",0.00%,"113,404",351,"3,522",일본,일본,(주)와우픽쳐스
142,스틸 앨리스,2015.4.29,"870,357,546",0.10%,"112,767",116,"4,963",미국,미국,그린나래미디어(주)
143,셀프/리스,2015.9.10,"874,447,764",0.10%,"111,127",340,"6,785",미국,미국,(주)이수C&E
144,맨 프롬 UNCLE,2015.10.28,"846,390,353",0.00%,"108,551",361,"7,169",미국,미국,워너브러더스 코리아(주)
145,더 건맨,2015.4.16,"833,925,965",0.00%,"107,444",349,"9,352",프랑스,"프랑스,스페인,영국",롯데쇼핑㈜롯데엔터테인먼트
146,프리덤,2015.11.19,"736,220,100",0.00%,"106,030",117,"3,067",미국,미국,주식회사 마운틴픽쳐스
147,사우스포,2015.12.3,"757,831,248",0.00%,"100,785",335,"6,516",미국,미국,씨네그루(주)다우기술
148,돌연변이,2015.10.22,"748,816,684",0.00%,"100,523",399,"6,827",한국,한국,필라멘트픽쳐스
149,극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,2015.11.26,"730,895,500",0.00%,"100,026",344,"4,120",일본,일본,"(주)스마일이엔티,(주)영화사오원"
150,빌리와 용감한 녀석들 3,2015.4.30,"699,788,600",0.00%,"98,495",343,"3,300",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
151,맥베스,2015.12.3,"712,208,153",0.00%,"93,610",141,"3,645",영국,"영국,프랑스,미국",판씨네마(주)
152,7번째 아들,2015.2.11,"729,980,451",0.00%,"92,598",358,"7,396",미국,"미국,영국,캐나다",유니버설픽쳐스인터내셔널 코리아(유)
153,숀더쉽,2015.8.13,"640,793,000",0.00%,"91,790",263,"2,937",영국,"영국,프랑스",(주)박수엔터테인먼트
154,포커스,2015.2.26,"702,878,700",0.00%,"91,164",349,"6,736",미국,미국,워너브러더스 코리아(주)
155,더 매직: 리틀톰과 도둑공주,2015.9.24,"654,964,700",0.00%,"89,524",193,"2,195",스페인,"스페인,쿠바","㈜코리아스크린,와이드 릴리즈(주)"
156,갤로우즈,2015.9.3,"686,186,406",0.00%,"88,777",299,"4,654",미국,미국,워너브러더스 코리아(주)
157,세인트 빈센트,2015.3.5,"670,341,528",0.00%,"86,415",308,"6,347",미국,미국,(주)영화사 빅
158,빅 아이즈,2015.1.28,"651,454,335",0.00%,"85,223",290,"5,500",미국,미국,판씨네마(주)
159,와일드,2015.1.22,"668,736,800",0.00%,"83,761",58,"2,733",미국,미국,이십세기폭스코리아(주)
160,더 이퀄라이저,2015.1.28,"639,464,500",0.00%,"82,779",255,"4,861",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
161,지금은맞고그때는틀리다,2015.9.24,"658,072,600",0.00%,"79,840",70,"5,053",한국,한국,"(주)영화제작전원사 ,(주)넥스트엔터테인먼트월드(NEW)"
162,엑스 마키나,2015.1.21,"633,161,363",0.00%,"78,435",207,"4,062",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
163,모데카이,2015.2.18,"624,513,020",0.00%,"78,070",290,"4,241",미국,미국,(주)나이너스엔터테인먼트
164,러덜리스,2015.7.9,"613,113,720",0.00%,"77,867",117,"3,525",미국,미국,그린나래미디어(주)
165,쓰리 썸머 나잇,2015.7.15,"616,132,846",0.00%,"77,621",297,"5,391",한국,한국,"(주)리틀빅픽쳐스,(주)인벤트스톤"
166,타임 패러독스,2015.1.7,"602,296,908",0.00%,"76,803",232,"4,327",호주,호주,(유)조이앤시네마
167,피치 퍼펙트: 언프리티 걸즈,2015.5.28,"591,516,497",0.00%,"75,598",297,"5,381",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
168,위자,2015.4.16,"570,989,035",0.00%,"73,716",337,"6,160",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
169,러브 액츄얼리,2003.12.5,"563,342,808",0.00%,"70,500",105,"1,895",미국,"미국,영국","(주)제이앤씨미디어그룹,와이드 릴리즈(주),UIP코리아,(유)조이앤시네마"
170,다크 플레이스,2015.7.15,"530,282,654",0.00%,"66,075",268,"4,160",미국,"미국,영국,프랑스","(주)스톰픽쳐스코리아,주식회사 우리네트웍스"
171,히트맨: 에이전트 47,2015.9.3,"502,308,500",0.00%,"64,157",272,"4,501",미국,미국,이십세기폭스코리아(주)
172,보루토 - 나루토 더 무비,2015.12.10,"476,416,400",0.00%,"64,062",219,"2,680",일본,일본,와이드 릴리즈(주)
173,기생수 파트2,2015.5.7,"514,500,959",0.00%,"63,560",260,"5,118",일본,일본,판씨네마(주)
174,위아영,2015.5.14,"495,668,860",0.00%,"62,069",235,"4,954",미국,미국,"(주)브리즈픽처스,(주)영화사오원"
175,아더와 미니모이 3: 두 세계의 전쟁,2015.11.5,"434,914,800",0.00%,"61,550",267,"2,071",프랑스,프랑스,(주)라이크콘텐츠
176,주온: 더 파이널,2015.10.1,"462,659,400",0.00%,"61,130",318,"4,882",일본,일본,유니버설픽쳐스인터내셔널 코리아(유)
177,파더 앤 도터,2015.12.10,"464,270,100",0.00%,"60,829",352,"5,487",미국,"미국,이탈리아",(주)박수엔터테인먼트
178,말할 수 없는 비밀,2008.1.10,"468,890,500",0.00%,"57,553",96,"2,900",대만,"대만,홍콩","(주)엔케이컨텐츠,(주)디스테이션,(주)스폰지이엔티"
179,드래곤 블레이드,2015.3.12,"435,192,800",0.00%,"57,377",264,"4,794",중국,중국,롯데쇼핑㈜롯데엔터테인먼트
180,대니 콜린스,2015.9.30,"427,040,305",0.00%,"56,632",309,"5,640",미국,미국,"(주)나이너스엔터테인먼트,(주)지어소프트"
181,나이트 크롤러,2015.2.26,"451,539,300",0.00%,"55,975",233,"3,938",미국,미국,(주)스톰픽쳐스코리아
182,고녀석 맛나겠다2 : 함께라서 행복해,2015.7.29,"384,800,000",0.00%,"55,675",142,"1,768",한국,한국,(주)리틀빅픽쳐스
183,더 랍스터,2015.10.29,"457,244,300",0.00%,"55,396",75,"2,510",영국,"영국,그리스,아일랜드,네덜란드,프랑스","(주)팝엔터테인먼트,(주)영화사오원,(주)브리즈픽처스"
184,개구리왕국,2015.11.12,"362,895,100",0.00%,"53,576",227,"1,971",중국,중국,예지림엔터테인먼트
185,이웃집에 신이 산다,2015.12.24,"421,457,300",0.00%,"53,368",80,"1,213",벨기에,"벨기에,프랑스,룩셈부르크",(주)엣나인필름
186,더 라스트: 나루토 더 무비,2015.2.26,"392,023,272",0.00%,"52,833",158,"2,109",일본,일본,와이드 릴리즈(주)
187,바다 탐험대 옥토넛 스페셜,2015.2.5,"386,909,600",0.00%,"52,381",210,"1,855",영국,영국,와이드 릴리즈(주)
188,더 비지트,2015.10.15,"403,435,581",0.00%,"52,197",279,"4,134",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
189,바닷마을 다이어리,2015.12.17,"418,641,984",0.00%,"52,110",67,"1,625",일본,일본,(주)티캐스트
190,미안해 사랑해 고마워,2015.10.28,"359,247,800",0.00%,"51,207",344,"6,541",한국,한국,(주)쇼박스
191,비밀,2015.10.15,"369,339,300",0.00%,"50,196",305,"5,180",한국,한국,CGV아트하우스
192,라스트 위치 헌터,2015.12.30,"345,219,000",0.00%,"49,558",275,"1,453",미국,미국,TCO(주)더콘텐츠온
193,스트레이트 아웃 오브 컴턴,2015.9.10,"412,749,800",0.00%,"48,844",185,"2,766",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
194,송 원,2015.4.1,"360,122,143",0.00%,"48,252",365,"5,890",미국,미국,(주)박수엔터테인먼트
195,이스케이프,2015.11.5,"365,265,000",0.00%,"47,760",264,"4,020",미국,미국,(주)넥스트엔터테인먼트월드(NEW)
196,엘리노어 릭비: 그 남자 그 여자,2015.4.9,"380,826,400",0.00%,"47,254",212,"4,013",미국,미국,(주)이수C&E
197,크림슨 피크,2015.11.25,"377,338,400",0.00%,"46,411",255,"3,946",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
198,한 번 더 해피엔딩,2015.4.8,"350,985,851",0.00%,"45,530",231,"4,712",미국,미국,(주)팝엔터테인먼트
199,피케이: 별에서 온 얼간이,2015.9.3,"352,210,800",0.00%,"45,311",184,"2,697",인도,인도,(주)와우픽쳐스
