rank,name,date,sales ,sales_share,boxoffice_num,num_of_screen,num_of_screenings,nation,rep_nation,distributor
27,컨저링,2013.9.17,"16,353,225,777",1.10%,"2,262,758",563,"48,616",미국,미국,워너브러더스 코리아(주)
28,맨 오브 스틸,2013.6.13,"17,092,964,063",1.10%,"2,182,227",998,"55,514",미국,미국,워너브러더스 코리아(주)
29,용의자,2013.12.24,"15,629,492,500",1.00%,"2,176,752",807,"26,814",한국,한국,(주)쇼박스
30,호빗: 스마우그의 폐허,2013.12.12,"16,564,184,549",1.10%,"2,115,878",811,"35,223",미국,"미국,뉴질랜드",워너브러더스 코리아(주)
31,몽타주,2013.5.16,"15,002,458,500",1.00%,"2,095,592",544,"53,195",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
32,터보,2013.7.25,"13,116,737,000",0.80%,"1,924,414",634,"28,783",미국,미국,(주)씨제이이엔엠
33,연애의 온도,2013.3.21,"13,798,864,446",0.90%,"1,865,195",567,"57,847",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
34,지.아이.조 2,2013.3.28,"14,457,048,500",0.90%,"1,855,917",766,"62,627",미국,"미국,캐나다",(주)씨제이이엔엠
35,분노의 질주: 더 맥시멈,2013.5.22,"13,210,338,042",0.90%,"1,790,916",657,"44,371",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
36,공범,2013.10.24,"12,333,110,882",0.80%,"1,766,285",611,"51,425",한국,한국,(주)씨제이이엔엠
37,집으로 가는 길,2013.12.11,"12,373,339,745",0.80%,"1,763,231",740,"39,811",한국,한국,(주)씨제이이엔엠
38,전설의 주먹,2013.4.10,"12,777,314,500",0.80%,"1,744,585",724,"57,593",한국,한국,(주)씨제이이엔엠
39,파파로티,2013.3.14,"11,825,934,000",0.80%,"1,716,429",552,"53,601",한국,한국,(주)쇼박스
40,스타트렉 다크니스,2013.5.30,"12,964,828,000",0.80%,"1,605,271",607,"40,504",미국,미국,(주)씨제이이엔엠
41,라이프 오브 파이,2013.1.1,"15,812,506,500",1.00%,"1,588,373",392,"32,722",미국,미국,"주식회사 해리슨앤컴퍼니,이십세기폭스코리아(주)"
42,오블리비언,2013.4.11,"11,165,841,500",0.70%,"1,515,356",634,"47,871",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
43,위대한 개츠비,2013.5.16,"10,581,329,643",0.70%,"1,445,248",562,"36,008",미국,"미국,호주",워너브러더스 코리아(주)
44,다이하드: 굿 데이 투 다이,2013.2.6,"10,825,703,000",0.70%,"1,438,056",459,"33,055",미국,미국,이십세기폭스코리아(주)
45,런닝맨,2013.4.4,"10,060,239,500",0.60%,"1,422,844",567,"45,995",한국,"한국,미국",이십세기폭스코리아(주)
46,미스터 고,2013.7.17,"9,337,976,000",0.60%,"1,328,888",840,"38,263",한국,"한국,중국",(주)쇼박스
47,결혼전야,2013.11.21,"8,434,175,719",0.50%,"1,212,843",524,"38,819",한국,한국,씨너스엔터테인먼트(주)
48,깡철이,2013.10.2,"8,572,344,462",0.60%,"1,209,363",707,"43,102",한국,한국,(주)씨제이이엔엠
49,엘리시움,2013.8.29,"9,017,994,500",0.60%,"1,207,732",588,"31,515",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
50,더 웹툰: 예고살인,2013.6.27,"8,537,683,070",0.60%,"1,201,457",541,"35,931",한국,한국,(주)씨제이이엔엠
51,웜 바디스,2013.3.14,"8,361,708,124",0.50%,"1,169,839",477,"37,960",미국,미국,(주)씨제이이엔엠
52,고령화 가족,2013.5.9,"8,169,492,153",0.50%,"1,141,222",583,"37,524",한국,한국,(주)씨제이이엔엠
53,헝거게임: 캣칭 파이어,2013.11.21,"7,850,816,000",0.50%,"1,125,739",630,"33,686",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
54,더 울버린,2013.7.25,"7,849,518,000",0.50%,"1,075,333",707,"26,905",미국,미국,이십세기폭스코리아(주)
55,동창생,2013.11.6,"7,010,197,126",0.50%,"1,048,280",660,"36,401",한국,한국,(주)쇼박스
56,에픽 : 숲속의 전설,2013.8.7,"6,748,072,000",0.40%,"978,785",471,"18,377",미국,미국,이십세기폭스코리아(주)
57,전국노래자랑,2013.5.1,"6,687,636,000",0.40%,"978,413",581,"41,649",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
58,슈퍼배드 2,2013.9.12,"6,605,655,500",0.40%,"962,862",424,"17,373",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
59,잭 더 자이언트 킬러,2013.2.28,"7,376,481,000",0.50%,"956,154",507,"27,115",미국,미국,워너브러더스 코리아(주)
60,크루즈 패밀리,2013.5.16,"6,540,951,500",0.40%,"941,824",525,"21,734",미국,미국,(주)씨제이이엔엠
61,뽀로로 극장판 슈퍼썰매 대모험,2013.1.23,"6,826,641,500",0.40%,"931,342",459,"19,941",한국,한국,"(주)넥스트엔터테인먼트월드(NEW),(주)씨제이이엔엠"
62,개구쟁이 스머프 2,2013.8.1,"5,993,979,500",0.40%,"921,788",478,"15,485",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
63,몬스터 호텔,2013.1.17,"6,080,221,500",0.40%,"884,885",489,"16,647",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
64,열한시,2013.11.28,"6,097,792,000",0.40%,"870,785",512,"32,536",한국,한국,(주)씨제이이엔엠
65,몬스터 대학교,2013.9.12,"5,879,223,500",0.40%,"870,605",385,"15,172",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
66,남쪽으로 튀어,2013.2.6,"5,970,851,500",0.40%,"832,894",428,"23,088",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
67,하늘에서 음식이 내린다면 2,2013.11.21,"5,411,562,500",0.30%,"797,850",545,"16,340",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
68,잭 리처,2013.1.17,"5,758,577,000",0.40%,"784,031",431,"19,868",미국,미국,(주)씨제이이엔엠
69,반창꼬,2012.12.19,"5,451,422,068",0.40%,"745,262",381,"20,840",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
70,더 파이브,2013.11.14,"5,343,797,000",0.30%,"731,212",501,"27,308",한국,한국,(주)씨제이이엔엠
71,더 임파서블,2013.1.17,"4,445,235,500",0.30%,"622,704",407,"19,595",스페인,"스페인,미국",롯데쇼핑㈜롯데엔터테인먼트
72,인시디어스: 두번째 집,2013.12.5,"4,001,137,000",0.30%,"577,748",405,"18,653",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
73,섀도우 헌터스: 뼈의 도시,2013.9.12,"4,034,176,500",0.30%,"571,074",374,"18,273",미국,"미국,독일",롯데쇼핑㈜롯데엔터테인먼트
74,화이트 하우스 다운,2013.6.27,"4,015,707,500",0.30%,"569,500",480,"19,850",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
75,애프터 어스,2013.5.30,"3,831,856,167",0.20%,"537,920",484,"19,867",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
76,사이코메트리,2013.3.7,"3,978,495,129",0.30%,"534,273",429,"23,487",한국,한국,(주)씨제이이엔엠
77,퍼시 잭슨과 괴물의 바다,2013.9.12,"3,791,349,609",0.20%,"519,584",409,"17,054",미국,미국,이십세기폭스코리아(주)
78,남자사용설명서,2013.2.14,"3,606,654,257",0.20%,"507,913",372,"17,238",한국,한국,(주)쇼박스
79,다이노소어 어드벤처 3D,2013.12.19,"4,140,930,000",0.30%,"507,164",464,"8,994",미국,"미국,영국",이십세기폭스코리아(주)
80,무서운 이야기 2,2013.6.5,"3,393,667,500",0.20%,"495,522",337,"18,509",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
81,캐치미,2013.12.18,"3,293,262,500",0.20%,"480,434",517,"16,151",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
82,썬더와 마법저택,2013.12.24,"3,109,415,000",0.20%,"459,295",422,"6,081",벨기에,벨기에,(주)씨제이이엔엠
83,노브레싱,2013.10.30,"2,991,824,739",0.20%,"451,669",584,"24,912",한국,"한국,필리핀",(주)나이너스엔터테인먼트
84,클라우드 아틀라스,2013.1.9,"3,385,615,727",0.20%,"449,344",382,"13,627",미국,"미국,독일",(주)넥스트엔터테인먼트월드(NEW)
85,창수,2013.11.28,"3,146,542,000",0.20%,"429,141",415,"19,471",한국,한국,"(주)마인스 엔터테인먼트,(주)박수엔터테인먼트"
86,명탐정 코난 : 수평선상의 음모,2013.8.7,"2,465,123,000",0.20%,"389,871",316,"8,196",일본,일본,(주)씨제이이엔엠
87,론 레인저,2013.7.4,"2,750,149,500",0.20%,"387,527",401,"14,155",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
88,스토커,2013.2.28,"2,829,265,174",0.20%,"378,874",329,"15,590",미국,미국,이십세기폭스코리아(주)
89,오즈 그레이트 앤드 파워풀,2013.3.7,"2,886,185,000",0.20%,"350,563",425,"15,582",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
90,미나문방구,2013.5.16,"2,247,017,000",0.10%,"334,323",385,"16,653",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
91,차이니즈 조디악,2013.2.27,"2,211,711,500",0.10%,"315,305",300,"13,432",중국,중국,롯데쇼핑㈜롯데엔터테인먼트
92,빌리와 용감한 녀석들 2,2013.2.21,"2,006,325,000",0.10%,"306,837",289,"7,410",인도,인도,(주)에스비에스콘텐츠허브
93,주먹왕 랄프,2012.12.19,"2,116,917,500",0.10%,"301,436",286,"7,086",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
94,이스케이프 플랜,2013.12.5,"2,106,938,679",0.10%,"292,892",287,"10,331",미국,미국,판씨네마(주)
95,눈의 여왕,2013.2.7,"1,846,221,000",0.10%,"276,913",316,"6,528",러시아,러시아,(주)넥스트엔터테인먼트월드(NEW)
96,롤러코스터,2013.10.17,"1,913,087,600",0.10%,"270,148",374,"14,726",한국,한국,(주)씨제이이엔엠
97,헨젤과 그레텔: 마녀 사냥꾼 3D,2013.2.14,"2,122,205,602",0.10%,"269,510",297,"10,624",미국,"미국,영국",(주)씨제이이엔엠
98,파이스토리 : 악당상어 소탕작전,2013.1.10,"1,808,263,000",0.10%,"267,440",298,"7,483",미국,"미국,한국",(주)에스비에스콘텐츠허브
99,장고:분노의 추적자,2013.3.21,"1,883,634,000",0.10%,"260,144",342,"11,792",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
100,밤의 여왕,2013.10.17,"1,762,892,500",0.10%,"252,475",333,"13,286",한국,한국,(주)인벤트스톤
101,캡틴 필립스,2013.10.23,"1,679,067,434",0.10%,"241,514",302,"10,623",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
102,잠베지아: 신비한 나무섬의 비밀,2012.12.25,"1,579,355,000",0.10%,"232,089",240,"5,946",남아프리카공화국,"남아프리카공화국,미국",롯데쇼핑㈜롯데엔터테인먼트
103,분노의 윤리학,2013.2.21,"1,658,653,000",0.10%,"225,618",302,"11,909",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
104,잡스,2013.8.29,"1,594,901,136",0.10%,"225,343",402,"12,017",미국,미국,(주)넥스트엔터테인먼트월드(NEW)
105,세이빙 산타,2013.12.19,"1,423,164,000",0.10%,"220,748",297,"4,347",영국,영국,(주)영화사 빅
106,짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스,2013.4.25,"1,430,168,500",0.10%,"217,320",328,"5,977",일본,일본,롯데쇼핑㈜롯데엔터테인먼트
107,송 포 유,2013.4.18,"1,485,573,000",0.10%,"217,314",317,"11,737",영국,영국,(주)넥스트엔터테인먼트월드(NEW)
108,호빗: 뜻밖의 여정,2012.12.13,"1,712,751,650",0.10%,"213,869",280,"6,606",미국,"미국,뉴질랜드",워너브러더스 코리아(주)
109,비행기,2013.12.19,"1,497,601,500",0.10%,"209,653",408,"5,620",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
110,비포 미드나잇,2013.5.22,"1,488,770,000",0.10%,"203,940",275,"9,504",미국,미국,"(주)까멜리아이엔티,(주)팝엔터테인먼트"
111,응징자,2013.10.30,"1,388,412,500",0.10%,"192,347",305,"12,023",한국,한국,(주)인벤트스톤
112,프리즈너스,2013.10.2,"1,374,330,500",0.10%,"188,084",297,"7,922",미국,미국,"(주)넥스트엔터테인먼트월드(NEW),판씨네마(주)"
113,마이 리틀 히어로,2013.1.9,"1,286,203,128",0.10%,"183,650",341,"11,663",한국,한국,(주)씨제이이엔엠
114,해양경찰 마르코,2013.2.14,"1,151,907,000",0.10%,"181,740",276,"4,674",덴마크,덴마크,(주)인벤트스톤
115,백악관 최후의 날,2013.6.5,"1,272,025,000",0.10%,"181,257",283,"9,349",미국,미국,씨너스엔터테인먼트(주)
116,로마 위드 러브,2013.4.18,"1,324,599,301",0.10%,"180,779",201,"7,618",미국,"미국,이탈리아,스페인","(주)팝엔터테인먼트,(주)나이너스엔터테인먼트"
117,명탐정 코난:은빛 날개의 마술사,2013.1.24,"1,158,761,500",0.10%,"176,495",139,"3,661",일본,일본,(주)씨제이이엔엠
118,톱스타,2013.10.24,"1,194,185,500",0.10%,"175,153",397,"12,218",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
119,노리개,2013.4.18,"1,229,614,500",0.10%,"169,064",278,"11,564",한국,한국,(주)인벤트스톤
120,엔더스 게임,2013.12.31,"1,229,288,000",0.10%,"166,533",460,"2,876",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
121,니코: 산타비행단의 모험,2012.12.25,"1,111,536,500",0.10%,"164,386",260,"4,260",핀란드,"핀란드,덴마크,아일랜드,독일",씨너스엔터테인먼트(주)
122,더 자이언트,2013.2.21,"996,662,000",0.10%,"157,990",227,"4,565",미국,"미국,태국",(주)마인스 엔터테인먼트
123,히든 카드,2013.9.26,"1,080,423,651",0.10%,"151,476",362,"10,423",미국,미국,이십세기폭스코리아(주)
124,가문의 영광5 - 가문의 귀환,2012.12.19,"1,085,286,000",0.10%,"147,798",224,"6,856",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
125,안나 카레니나,2013.3.21,"989,494,500",0.10%,"144,351",248,"7,651",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
126,지슬 - 끝나지 않은 세월2,2013.3.21,"986,439,100",0.10%,"143,776",81,"6,661",한국,한국,(주)영화사 진진
127,블루 재스민,2013.9.25,"1,030,140,900",0.10%,"140,318",207,"7,259",미국,미국,(주)인벤트스톤
128,링컨,2013.3.14,"954,242,500",0.10%,"137,505",214,"5,948",미국,미국,이십세기폭스코리아(주)
129,더 퍼지,2013.11.6,"1,032,196,000",0.10%,"137,340",232,"6,013",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
130,카운슬러,2013.11.14,"966,623,000",0.10%,"133,272",293,"7,740",미국,"미국,영국",이십세기폭스코리아(주)
131,리딕,2013.11.28,"927,494,000",0.10%,"132,059",275,"7,468",미국,미국,(주)영화사 빅
132,러시 : 더 라이벌,2013.10.9,"931,998,000",0.10%,"126,994",270,"8,129",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
133,실버라이닝 플레이북,2013.2.14,"947,622,500",0.10%,"126,842",226,"5,870",미국,미국,(주)나이너스엔터테인먼트
134,버틀러: 대통령의 집사,2013.11.28,"884,325,000",0.10%,"126,822",182,"4,927",미국,미국,(주)넥스트엔터테인먼트월드(NEW)
135,극장판 도라에몽: 진구의 비밀도구 박물관,2013.7.25,"780,545,500",0.10%,"122,172",239,"3,555",일본,일본,롯데쇼핑㈜롯데엔터테인먼트
136,배우는 배우다,2013.10.24,"811,202,000",0.10%,"111,948",297,"9,265",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
137,제로 다크 서티,2013.3.7,"780,080,000",0.10%,"108,991",258,"6,966",미국,미국,(주)에스비에스콘텐츠허브
138,마지막 4중주,2013.7.25,"810,075,500",0.10%,"107,975",42,"3,031",미국,미국,(주)티캐스트
139,월터의 상상은 현실이 된다,2013.12.31,"743,042,000",0.00%,"107,278",378,"1,889",미국,미국,"글뫼 주식회사,이십세기폭스코리아(주)"
140,바람이 분다,2013.9.5,"747,245,500",0.00%,"106,439",288,"6,684",일본,일본,롯데쇼핑㈜롯데엔터테인먼트
141,일대종사,2013.8.22,"734,516,000",0.00%,"101,568",193,"5,822",중국,중국,CGV아트하우스
142,R.I.P.D. : 알.아이.피.디.,2013.8.22,"725,451,071",0.00%,"101,460",268,"5,744",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
143,로덴시아: 마법왕국의 전설,2013.10.2,"632,768,500",0.00%,"98,575",221,"3,017",페루,"페루,아르헨티나",(주)영화사 빅
144,원피스 극장판 Z,2013.3.21,"626,891,000",0.00%,"93,239",267,"3,968",일본,일본,(주)씨제이이엔엠
145,마마,2013.1.23,"662,161,500",0.00%,"91,143",164,"4,091",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
146,몬스터 주식회사,2001.12.20,"933,962,500",0.10%,"90,143",177,"2,594",미국,미국,"한국소니픽쳐스릴리징브에나비스타영화㈜,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)"
147,더 콜,2013.6.20,"626,952,634",0.00%,"88,953",241,"5,412",미국,미국,(주)넥스트엔터테인먼트월드(NEW)
148,뷰티풀 크리처스,2013.4.18,"582,030,544",0.00%,"82,995",278,"7,272",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
149,토토의 움직이는 숲,2013.6.20,"505,799,000",0.00%,"79,558",191,"2,407",덴마크,덴마크,(주)미디어데이
150,쿵후팬더: 영웅의 탄생,2013.7.4,"466,173,000",0.00%,"74,250",197,"2,035",중국,중국,(주)미디어데이
151,니모를 찾아서,2003.6.5,"757,151,000",0.00%,"73,215",212,"2,917",미국,미국,월트디즈니코리아㈜
152,오싱,2013.12.5,"471,568,500",0.00%,"73,064",233,"3,657",일본,일본,(주)팝엔터테인먼트
153,화이트 고릴라,2013.10.31,"464,078,500",0.00%,"71,796",182,"2,181",스페인,스페인,"(주)마인스 엔터테인먼트,(주)박수엔터테인먼트"
154,투 마더스,2013.8.22,"497,511,000",0.00%,"71,264",198,"3,859",프랑스,프랑스,(주)싸이더스
155,피노키오: 당나귀 섬의 비밀,2013.4.25,"430,554,000",0.00%,"68,711",283,"2,738",이탈리아,"이탈리아,멕시코,벨기에,프랑스,룩셈부르크",(주)인벤트스톤
156,우리 선희,2013.9.12,"529,715,900",0.00%,"68,697",42,"3,894",한국,한국,"(주)영화제작전원사 ,(주)영화사 조제"
157,닥터,2013.6.20,"495,574,500",0.00%,"68,312",163,"4,131",한국,한국,(주)마인스 엔터테인먼트
158,토니 스토리: 깡통제국의 비밀,2013.7.18,"422,490,500",0.00%,"67,663",257,"2,854",독일,독일,(주)영화사 빅
159,라스트 스탠드,2013.2.21,"492,763,000",0.00%,"66,790",300,"7,704",미국,"미국,한국",(주)씨제이이엔엠
160,정글번치 : 빙산으로의 귀환,2013.10.2,"408,523,000",0.00%,"65,827",224,"2,428",프랑스,프랑스,(주)팝엔터테인먼트
161,에반게리온: Q,2013.4.25,"435,800,211",0.00%,"61,423",59,"2,778",일본,일본,"㈜T-JOY,씨너스엔터테인먼트(주)"
162,산타의 매직 크리스탈,2013.11.28,"366,202,000",0.00%,"60,485",192,"1,916",벨기에,"벨기에,핀란드",(주)팝엔터테인먼트
163,웃는 남자,2013.3.28,"405,022,500",0.00%,"57,838",170,"3,824",프랑스,"프랑스,체코",씨너스엔터테인먼트(주)
164,아무르,2012.12.19,"426,495,700",0.00%,"55,946",30,"1,817",프랑스,"프랑스,독일,오스트리아",(주)티캐스트
165,호프 스프링즈,2013.4.4,"388,432,500",0.00%,"55,273",179,"3,516",미국,미국,(주)시너지하우스 (시너지)
166,돌핀 : 꿈꾸는 다니엘의 용감한 모험,2013.3.21,"354,256,000",0.00%,"53,744",197,"1,897",페루,"페루,독일,이탈리아",팝엔터테인먼트
167,꼬마영웅 경찰차 프로디,2013.4.11,"351,772,000",0.00%,"53,735",229,"2,375",노르웨이,"노르웨이,미국",예지림엔터테인먼트
168,길위에서,2013.5.23,"359,709,500",0.00%,"53,230",23,"1,843",한국,한국,㈜영화사 백두대간
169,스카이포스 3D,2013.2.28,"349,260,500",0.00%,"51,553",183,"2,227",미국,"미국,홍콩",(주)미디어데이
170,언어의 정원,2013.8.14,"385,295,200",0.00%,"51,426",64,"2,480",일본,일본,"(주)미디어캐슬,(주)팝엔터테인먼트"
171,블랙 가스펠,2013.11.14,"351,611,500",0.00%,"50,985",143,"2,848",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
172,그렇게 아버지가 된다,2013.12.19,"371,549,562",0.00%,"49,287",41,"1,272",일본,일본,(주)티캐스트콘텐츠허브
173,뜨거운 안녕,2013.5.30,"315,291,000",0.00%,"47,105",172,"3,497",한국,"한국,일본",(주)나이너스엔터테인먼트
174,적인걸2 : 신도해왕의 비밀,2013.10.2,"329,905,000",0.00%,"47,060",169,"2,939",중국,중국,씨너스엔터테인먼트(주)
175,슈퍼윙스 3D,2013.8.14,"269,711,500",0.00%,"46,124",129,"1,527",러시아,러시아,(주)영화사 빅
176,러브레터,1999.11.20,"341,717,500",0.00%,"45,421",53,"1,763",일본,일본,"와이드 릴리즈(주),(주)제이앤씨미디어그룹,(유)조이앤시네마,(주)팝엔터테인먼트"
177,나의 PS 파트너,2012.12.6,"348,352,000",0.00%,"44,906",80,"1,629",한국,한국,(주)씨제이이엔엠
178,호두까기인형 3D,2013.1.3,"298,459,000",0.00%,"44,680",132,"1,930",미국,미국,(주)나이너스엔터테인먼트
179,프리버즈: 밍쿠와 찌아의 도시 대탈출,2013.9.17,"288,856,500",0.00%,"44,466",213,"2,130",아르헨티나,아르헨티나,(주)영화사 빅
180,글래디에이터: 로마 영웅 탄생의 비밀 3D,2013.3.14,"300,235,500",0.00%,"44,441",275,"2,143",이탈리아,이탈리아,(주)에스비에스콘텐츠허브
181,드래곤볼Z : 신들의 전쟁,2013.8.29,"292,117,500",0.00%,"44,231",262,"2,828",일본,일본,(주)인벤트스톤
182,레옹,1995.2.18,"327,530,000",0.00%,"43,194",75,"1,677",프랑스,프랑스,"(주)제이앤씨미디어그룹,(주)팝파트너스"
183,쥬라기 공원,1993.7.17,"524,340,000",0.00%,"43,187",83,"1,941",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
184,호스트,2013.4.4,"299,706,000",0.00%,"42,972",244,"4,993",미국,미국,(주)넥스트엔터테인먼트월드(NEW)
185,스니치,2013.5.9,"288,292,500",0.00%,"41,480",153,"3,273",미국,미국,(주)마인스 엔터테인먼트
186,세이프 헤이븐,2013.11.6,"288,909,000",0.00%,"40,813",133,"2,620",미국,미국,(주)팝엔터테인먼트
187,끝과 시작,2013.4.4,"274,332,000",0.00%,"38,734",185,"5,711",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
188,폭풍우 치는 밤에: 비밀 친구,2013.5.1,"249,369,500",0.00%,"38,247",231,"2,014",일본,일본,(주)마인스 엔터테인먼트
189,사이드 이펙트,2013.7.11,"258,850,000",0.00%,"37,158",172,"2,827",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
190,저스틴,2013.12.31,"237,729,500",0.00%,"36,676",308,646,스페인,스페인,(주)넥스트엔터테인먼트월드(NEW)
191,극장판 썬더일레븐 GO VS 골판지 전사 W,2013.6.5,"240,929,500",0.00%,"36,492",99,"1,061",일본,일본,(주)씨제이이엔엠
192,에코 플래닛 3D : 지구 구출 특급 대작전,2013.10.9,"228,314,000",0.00%,"36,327",183,"1,655",태국,태국,(주)인벤트스톤
193,문라이즈 킹덤,2013.1.31,"277,699,300",0.00%,"35,614",34,"1,373",미국,미국,(주)영화사 진진
194,뫼비우스,2013.9.5,"255,508,579",0.00%,"35,348",128,"4,032",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
