name,nation,rep_nation,distributor,date3,month,year,sales0,boxoffice_num0,num_of_screen0,num_of_screening0,nation2,num_of_ch,major_distributor,grade,time,gen1,gen2,gen3,gen4,gen5,gen6,gen7,gen8,gen9,gen10,gen11,gen12,gen13,gen14,gen15,gen16,gen17,gen18,sales_share,a_avg_dir,r_avg_dir,a_avg_act,r_avg_act
더 넌,미국,미국,워너브러더스 코리아(주),2018.9.19,9,2018,8777844795,1011580,824,32736,미국,4,1,15세 관람가,96,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.50%,0,0,13266.175,7.657416667
더 라스트: 나루토 더 무비,일본,일본,와이드 릴리즈(주),2015.2.26,2,2015,392023272,52833,158,2109,기타,9,0,12세 관람가,114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,53000,8.76,147964.3333,6.876666667
더 랍스터,영국,"영국,그리스,아일랜드,네덜란드,프랑스","(주)팝엔터테인먼트,(주)영화사오원,(주)브리즈픽처스",2015.10.29,10,2015,457244300,55396,75,2510,기타,3,0,청소년 관람불가,118,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00%,70933.5,8.175,556589.9286,8.420535714
더 룸,프랑스,"프랑스,룩셈부르크,벨기에","(주)퍼스트런,(주)팬엔터테인먼트",2019.9.25,9,2019,461964100,56787,163,4078,기타,0,0,15세 관람가,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00%,0,0,586666.6667,7.36
더 매직: 리틀톰과 도둑공주,스페인,"스페인,쿠바","㈜코리아스크린,와이드 릴리즈(주)",2015.9.24,9,2015,654964700,89524,193,2195,기타,6,0,전체 관람가,78,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,90000,7.62,64054.7,7.324
더 바디,스페인,스페인,(주)싸이더스,2014.5.22,5,2014,501242100,66733,161,2905,기타,4,0,15세 관람가,111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,54887.33333,6.3575,41187.25,8.475
더 보이,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019.5.23,5,2019,776591970,89429,509,8579,미국,6,1,15세 관람가,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00%,9288,7.6,109422.2333,7.8275
더 보이,미국,미국,(주)리틀빅픽쳐스,2016.6.1,6,2016,450554821,56959,186,2417,미국,6,0,15세 관람가,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00%,9288,7.6,109422.2333,7.8275
더 비지트,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2015.10.15,10,2015,403435581,52197,279,4134,미국,2,1,15세 관람가,94,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00%,580250,6.8575,25574.58333,7.293333333
더 서클,미국,미국,(주)키다리이엔티,2017.6.22,6,2017,578129700,71362,169,5571,미국,0,0,12세 관람가,110,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.00%,0,0,0,0
더 셰프,미국,미국,(주)이수C&E,2015.11.5,11,2015,1482518148,186511,409,12461,미국,8,0,15세 관람가,101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10%,3134166.6,8.258,930353.247,7.621083333
더 스퀘어,스웨덴,"스웨덴,독일,프랑스,덴마크",아이 엠,2018.8.2,8,2018,137702400,16764,43,841,기타,0,0,15세 관람가,151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,11224.5,8.125,24500,8.35
더 시그널,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2014.7.9,7,2014,812086328,106081,263,6694,미국,3,1,12세 관람가,94,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.00%,100000,6.263333333,946456.9683,8.047222222
더 와이프,영국,영국,(주)팝엔터테인먼트,2019.2.27,2,2019,319839451,41525,106,2178,기타,2,0,15세 관람가,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,42000,8.6,587405.4,8.29
더 울버린,미국,미국,이십세기폭스코리아(주),2013.7.25,7,2013,7849518000,1075333,707,26905,미국,1,1,15세 관람가,125,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.50%,1431000,8.456666667,1179833.333,8.366666667
더 울프 오브 월스트리트,미국,미국,주식회사 우리네트웍스,2014.1.9,1,2014,4490682000,585082,395,13735,미국,5,0,청소년 관람불가,179,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.30%,193000.1667,8.618,193183.8,8.416057143
더 웨이브,노르웨이,노르웨이,(주)팝엔터테인먼트,2016.7.13,7,2016,126516321,16108,140,1712,기타,0,0,12세 관람가,104,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.00%,0,0,110847.0167,7.57375
더 웹툰: 예고살인,한국,한국,(주)씨제이이엔엠,2013.6.27,6,2013,8537683070,1201457,541,35931,한국,2,1,15세 관람가,104,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.60%,985835.25,7.268,1025625,7.461875
더 임파서블,스페인,"스페인,미국",롯데쇼핑㈜롯데엔터테인먼트,2013.1.17,1,2013,4445235500,622704,407,19595,기타,3,1,12세 관람가,113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.30%,1308032.6,8.41,105320.875,8.240416667
더 자이언트,미국,"미국,태국",(주)마인스 엔터테인먼트,2013.2.21,2,2013,996662000,157990,227,4565,미국,1,0,전체 관람가,114,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.10%,150000,7.94,0,0
더 콜,미국,미국,(주)넥스트엔터테인먼트월드(NEW),2013.6.20,6,2013,626952634,88953,241,5412,미국,0,1,청소년 관람불가,94,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00%,0,0,895333.3333,7.99
더 큐어,미국,"미국,독일",이십세기폭스코리아(주),2017.2.15,2,2017,1331883200,159948,419,8298,미국,3,1,청소년 관람불가,146,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.10%,0,0,70000,6.57
더 크리스마스,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017.12.21,12,2017,461785500,62082,158,1506,미국,6,1,전체 관람가,86,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,65000,9.08,754581.12,8.481333333
더 킹,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2017.1.18,1,2017,43488814535,5317693,1310,107983,한국,0,1,15세 관람가,118,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.50%,3231666.667,8.051666667,2994707.733,8.09967619
더 킹: 헨리 5세,네덜란드,네덜란드,판씨네마(주),2019.10.23,10,2019,149888820,19503,146,2175,기타,2,0,청소년 관람불가,140,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,10139.5,7.386666667,193778.8571,7.872380952
더 테너 리리코 스핀토,한국,한국,"(주)박수엔터테인먼트,(주)모인그룹",2014.12.31,12,2014,391554441,50514,361,2715,한국,0,0,12세 관람가,121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,681438.0714,6.966349206
더 테너 리리코 스핀토,한국,한국,"(주)박수엔터테인먼트,(주)모인그룹",2014.12.31,12,2014,131364200,17870,185,535,한국,0,0,12세 관람가,121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,681438.0714,6.966349206
더 테러 라이브,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2013.7.31,7,2013,39869706381,5584139,809,93488,한국,2,1,15세 관람가,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60%,0,4.44,42165.16667,6.167
더 테이블,한국,한국,(주)엣나인필름,2017.8.24,8,2017,830762100,103054,272,6158,한국,0,0,12세 관람가,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,39023.66667,7.53,1166475.454,7.824027778
더 파이브,한국,한국,(주)씨제이이엔엠,2013.11.14,11,2013,5343797000,731212,501,27308,한국,7,1,청소년 관람불가,123,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.30%,730000,6.15,1631995.237,7.544793651
더 퍼지,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2013.11.6,11,2013,1032196000,137340,232,6013,미국,4,1,청소년 관람불가,103,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.10%,0,0,94492.375,6.78375
더 퍼지 : 거리의 반란,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2014.8.27,8,2014,455583000,59881,204,3512,미국,5,1,청소년 관람불가,103,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00%,64924.66667,6.026666667,161919.6167,7.059666667
더 페이버릿: 여왕의 여자,미국,미국,이십세기폭스코리아(주),2019.2.21,2,2019,1380191276,164372,128,5748,미국,3,1,15세 관람가,119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10%,70933.5,8.175,554932.9683,8.806865079
더 포리너,영국,"영국,중국","(주)더블앤조이픽쳐스,TCO(주)더콘텐츠온",2018.2.7,2,2018,330263800,41054,156,3239,기타,2,0,15세 관람가,114,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00%,129439.5714,6.310803571,393717.5,6.051428571
더 포스트,미국,미국,CGV아트하우스,2018.2.28,2,2018,1102464148,139389,281,6797,미국,2,0,12세 관람가,116,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10%,1896000,7.614,1024227.375,8.8525
더 폰,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2015.10.22,10,2015,12309164568,1593694,794,53599,한국,3,1,15세 관람가,114,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.70%,0,0,0,0
더 프레데터,미국,미국,이십세기폭스코리아(주),2018.9.12,9,2018,1502022014,170878,582,17579,미국,6,1,청소년 관람불가,108,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.10%,3064666.667,7.803333333,1619599.61,7.9915
더 플랜,한국,한국,(주)엣나인필름,2017.4.20,4,2017,263526895,34225,156,2916,한국,1,0,15세 관람가,79,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,9
더 헌트,덴마크,덴마크,"(주)엣나인필름,씨너스엔터테인먼트(주)",2013.1.24,1,2013,264176000,34938,37,1553,기타,4,0,15세 관람가,115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,17095.6,7.63,333682.4167,8.531666667
덕구,한국,한국,메가박스중앙(주)플러스엠,2018.4.5,4,2018,2389041700,315663,544,19006,한국,2,0,전체 관람가,91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10%,2337552.6,7.011666667,3032549.083,8.496875
덕수리 5형제,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2014.12.4,12,2014,1590807200,210777,346,10719,한국,6,1,15세 관람가,102,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,810000,7.726,909923.8095,7.449690476
덕혜옹주,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2016.8.3,8,2016,44393828109,5599229,964,97312,한국,2,1,12세 관람가,127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.50%,1718000,7.228333333,2928000,7.79975
덤 앤 더머 투,미국,미국,씨네그루(주)다우기술,2014.11.27,11,2014,1436861585,192726,343,8990,미국,4,0,15세 관람가,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,206596.8333,7.960833333,510158.3333,7.665833333
덤보,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2019.3.27,3,2019,2775096512,345521,797,17627,미국,4,1,12세 관람가,113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10%,0,7.881111111,3938,8.941666667
덩케르크,미국,"미국,영국",워너브러더스 코리아(주),2017.7.20,7,2017,24550541348,2788732,1252,65906,미국,10,1,12세 관람가,106,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1.40%,2630000,8.31,1316618.064,8.274422619
데드 트리거,미국,미국,제인앤유,2018.12.14,12,2018,107789450,19320,5,91,미국,0,0,15세 관람가,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00%,0,0,2527500,9.035
데드폴,미국,미국,(주)에스비에스콘텐츠허브,2013.1.23,1,2013,101887000,14744,82,1276,미국,3,0,청소년 관람불가,95,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.00%,15500,7.2,93625,8.28375
데드풀,미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",2016.2.17,2,2016,27595618651,3317196,1036,82521,미국,5,1,12세 관람가,117,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1.60%,1283598.714,7.825,1412457.525,8.061516667
데드풀 2,미국,미국,이십세기폭스코리아(주),2018.5.16,5,2018,34185664639,3784602,1576,113288,미국,4,1,청소년 관람불가,117,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1.90%,1283598.714,7.825,1764702.406,8.267395833
데모닉,미국,"미국,영국",(주)와우픽쳐스,2015.6.25,6,2015,309831100,40643,146,2081,미국,3,0,15세 관람가,104,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.00%,652661.75,7.63,445100.5889,6.688222222
데몰리션,미국,미국,(주)리틀빅픽쳐스,2016.7.13,7,2016,544916821,66473,198,3673,미국,4,0,청소년 관람불가,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,45653.2,8.408,872387.25,8.258125
데스노트: 더 뉴 월드,일본,일본,(주)디스테이션,2017.3.29,3,2017,220886363,28723,309,3372,기타,4,0,15세 관람가,135,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00%,52975.8,6.986,8518.041667,7.230208333
데자뷰,한국,한국,(주)키다리이엔티,2018.5.30,5,2018,360833100,48279,536,8117,한국,0,0,15세 관람가,87,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00%,0,0,556537.1726,7.098928571
도라에몽 : 스탠 바이 미,일본,일본,(주)넥스트엔터테인먼트월드(NEW),2015.2.12,2,2015,3684756429,503968,432,13063,기타,3,1,전체 관람가,96,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.20%,229125,8.446666667,868265.1429,8.103571429
도리를 찾아서,미국,미국,월트디즈니컴퍼니코리아(주),2016.7.6,7,2016,20703899933,2601734,1091,55110,미국,8,1,전체 관람가,97,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.20%,1758333.333,8.623333333,1680757.508,8.236031746
도리화가,한국,한국,(주)씨제이이엔엠,2015.11.25,11,2015,2246950339,317505,563,19168,한국,3,1,12세 관람가,109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10%,0,0,1958142.857,7.391142857
도어락,한국,한국,메가박스중앙(주)플러스엠,2018.12.5,12,2018,12792097886,1559616,954,53732,한국,0,0,15세 관람가,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70%,498750,6.878571429,1362480.286,7.831507937
도희야,한국,한국,CGV아트하우스,2014.5.22,5,2014,831101100,106532,310,8311,한국,3,0,청소년 관람불가,120,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,748328.5714,7.46131746
독수리 에디,미국,미국,이십세기폭스코리아(주),2016.4.7,4,2016,1799381120,226341,528,17411,미국,3,1,12세 관람가,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10%,160000,7.776666667,882047.8254,8.094126984
독전,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2018.5.22,5,2018,43485551113,5063684,1532,140007,한국,5,1,15세 관람가,123,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.40%,1445714.286,7.712857143,2145510.15,8.159078571
독전: 익스텐디드 컷,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2018.7.18,7,2018,845770600,137871,398,5656,한국,5,1,15세 관람가,123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00%,1445714.286,7.712857143,2145510.15,8.159078571
돈,한국,한국,(주)쇼박스,2019.3.20,3,2019,28870244062,3389125,1431,120809,한국,0,1,15세 관람가,115,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.50%,2525857.143,7.347142857,2452269.841,8.341666667
돈 워리,미국,미국,"그린나래미디어(주),(주)다날엔터테인먼트",2019.7.25,7,2019,120915854,15566,55,960,미국,0,0,15세 관람가,114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0
돌연변이,한국,한국,필라멘트픽쳐스,2015.10.22,10,2015,748816684,100523,399,6827,한국,0,0,12세 관람가,93,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,1167500,7.61,924775.0208,7.687083333
돌핀 : 꿈꾸는 다니엘의 용감한 모험,페루,"페루,독일,이탈리아",팝엔터테인먼트,2013.3.21,3,2013,354256000,53744,197,1897,기타,3,0,전체 관람가,86,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,24250,6.63,0,0
동경가족,일본,일본,오드,2014.7.31,7,2014,237226500,31575,45,1255,기타,8,0,전체 관람가,146,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,10842,8.31,18186.00476,7.704
동급생,일본,일본,(주)박수엔터테인먼트,2016.5.19,5,2016,280704500,38706,100,2154,기타,0,0,15세 관람가,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0
동네사람들,한국,한국,(주)리틀빅픽쳐스,2018.11.7,11,2018,3818515112,461693,731,23598,한국,2,0,15세 관람가,99,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.20%,230787.5,6.553333333,2107750,7.683833333
동주,한국,한국,메가박스중앙(주)플러스엠,2016.2.17,2,2016,8889077089,1172641,543,39958,한국,3,0,12세 관람가,110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.50%,1429000,8.3925,2134319.1,7.758222222
동창생,한국,한국,(주)쇼박스,2013.11.6,11,2013,7010197126,1048280,660,36401,한국,5,1,15세 관람가,113,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.50%,2330212.5,7.905,1149253.629,7.50847619
두 교황,미국,"미국,영국,이탈리아,아르헨티나",판씨네마(주),2019.12.11,12,2019,123999040,16427,66,846,미국,2,0,12세 관람가,126,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,9573.25,8.986666667,1284166.667,8.005
두 남자,한국,한국,(주)키다리이엔티,2016.11.30,11,2016,459566121,60365,397,7199,한국,2,0,청소년 관람불가,91,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.00%,498200,7.016,4046000,7.876
두근두근 내 인생,한국,한국,(주)씨제이이엔엠,2014.9.3,9,2014,12291081634,1624601,629,40158,한국,3,1,12세 관람가,117,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.70%,545063.4,6.108,1415973.34,7.377619048
두번할까요,한국,한국,(주)리틀빅픽쳐스,2019.10.17,10,2019,1457656120,176020,658,16246,한국,3,0,15세 관람가,112,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.10%,338282.8,6.36375,1202893.25,7.99575
드라큘라: 전설의 시작,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2014.10.8,10,2014,10607703908,1321751,477,46483,미국,5,1,15세 관람가,92,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.60%,1320000,8.05,861455.6167,7.316866667
드래곤 길들이기,미국,미국,"유니버설픽쳐스인터내셔널 코리아(유),CJ ENM",2019.1.17,1,2019,233901000,22040,33,1485,미국,6,1,전체 관람가,104,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2360000,9.0875,1066110.978,8.362416667
드래곤 길들이기 2,미국,미국,(주)씨제이이엔엠,2014.7.23,7,2014,23979935189,3000056,829,51924,미국,3,1,전체 관람가,101,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.40%,2360000,9.0875,1070330,8.504166667
드래곤 길들이기 3,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2019.1.30,1,2019,12346432876,1507922,971,42407,미국,6,1,전체 관람가,104,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.60%,2360000,9.0875,1066110.978,8.362416667
드래곤 블레이드,중국,중국,롯데쇼핑㈜롯데엔터테인먼트,2015.3.12,3,2015,435192800,57377,264,4794,기타,5,1,15세 관람가,133,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.00%,122985.9,6.482261905,58517.11429,6.704761905
드래곤 스펠: 마법 꽃의 비밀,독일,"독일,우크라이나",㈜코리아스크린,2017.8.15,8,2017,582071200,79446,164,2445,기타,6,0,전체 관람가,86,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,360844.5,7.4425
드래곤 프린세스,러시아,러시아,(주)박수엔터테인먼트,2018.7.5,7,2018,107274200,17065,215,1000,기타,0,0,전체 관람가,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,17000,4.67,0,0
드래곤 헌터,프랑스,"프랑스,독일","롯데쇼핑㈜롯데엔터테인먼트,케이비에스미디어(주)",2013.1.24,1,2013,219090000,34984,105,1973,기타,0,1,전체 관람가,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,29000,6.84,0,0
드래곤볼 Z : 부활의 F,일본,일본,(주)씨제이이엔엠,2015.10.1,10,2015,176019000,23294,76,982,기타,7,1,전체 관람가,94,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.00%,23000,5.88,126438.5079,8.350861111
드래곤볼 슈퍼: 브로리,일본,일본,(주)이수C&E,2019.2.14,2,2019,306817430,35989,202,1930,기타,4,0,전체 관람가,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,64500,9.25,166750,8.385
드래곤볼Z : 신들의 전쟁,일본,일본,(주)인벤트스톤,2013.8.29,8,2013,292117500,44231,262,2828,기타,3,0,전체 관람가,105,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0.00%,44000,8.08,87506,8.828
드레스메이커,호주,호주,(주)리틀빅픽쳐스,2016.2.11,2,2016,447353000,56316,176,3058,기타,3,0,15세 관람가,118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,98000,8.555,167019.0667,7.623055556
드림 쏭,미국,미국,(주)이수C&E,2016.9.14,9,2016,1826269700,234387,399,6408,미국,0,0,전체 관람가,89,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,0,0,0,0
드림팀,프랑스,프랑스,(주)싸이더스,2013.3.21,3,2013,68051500,9483,97,1141,기타,0,0,12세 관람가,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,101096.6,7.484,15866.75,6.5175
디노타샤: 공룡대탐험,미국,미국,(주)영화사 빅,2014.1.29,1,2014,165071000,23530,138,1195,미국,1,0,전체 관람가,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00%,3784.875,7.52,192,0
디스커넥트,미국,미국,(주)영화사 빅,2013.11.7,11,2013,161108704,23255,113,1655,미국,0,0,청소년 관람불가,115,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,174,0,0,0
디태치먼트,미국,미국,(주)프레인글로벌,2014.5.8,5,2014,96249900,12733,41,1013,미국,3,0,청소년 관람불가,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,13000,8.04,642205.5,7.408333333
디트로이트,미국,미국,그린나래미디어(주),2018.5.31,5,2018,195105700,22841,108,1936,미국,0,0,15세 관람가,143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,97666.66667,8.154285714,1733455.845,7.64797619
딥,스페인,스페인,(주)이수C&E,2017.10.3,10,2017,1772272000,230068,441,6243,기타,0,0,15세 관람가,86,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.10%,0,0,471269.9286,6.729821429
딥워터 호라이즌,미국,미국,메가박스중앙(주)플러스엠,2017.1.25,1,2017,784555543,101303,433,7032,미국,4,0,12세 관람가,107,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.00%,94857.14286,8.327142857,1576564.417,8.134166667
"땡큐, 대디",프랑스,프랑스,(주)영화사 빅,2015.4.23,4,2015,236928561,33066,252,2896,기타,4,0,전체 관람가,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,33000,8.53
또 하나의 약속,한국,한국,영화사올(주),2014.2.6,2,2014,3533799400,497613,192,14847,한국,6,0,12세 관람가,115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20%,0,0,1609359.143,7.983428571
뚜르: 내 생애 최고의 49일,한국,한국,(주)리틀빅픽쳐스,2017.2.1,2,2017,141574700,19440,227,2779,한국,5,0,12세 관람가,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00%,757666.6667,8.92,861051.8,7.3595
뜨거운 안녕,한국,"한국,일본",(주)나이너스엔터테인먼트,2013.5.30,5,2013,315291000,47105,172,3497,한국,0,0,12세 관람가,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,47000,8.94,2827282.952,7.686940476
라 붐,프랑스,프랑스,(주)앤드플러스미디어웍스,2013.10.24,10,2013,64415000,8675,34,639,기타,0,0,15세 관람가,109,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,9497,8.25,9625.5,8.079888889
라라랜드,미국,미국,판씨네마(주),2017.12.8,12,2017,198438100,27993,62,969,미국,2,0,12세 관람가,127,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,1071740.333,7.635,883964.2857,8.098571429
라라랜드,미국,미국,판씨네마(주),2016.12.7,12,2016,29818249394,3570395,1317,93858,미국,2,0,12세 관람가,127,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.60%,1071740.333,7.635,883964.2857,8.098571429
라라랜드,미국,미국,판씨네마(주),2016.12.7,12,2016,19996139232,2385108,727,56408,미국,2,0,12세 관람가,127,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1.10%,1071740.333,7.635,883964.2857,8.098571429
라라와 움직이는 비밀의 숲,중국,중국,(주)박수엔터테인먼트,2019.8.22,8,2019,116175960,16196,237,1273,기타,2,0,전체 관람가,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,20650.25,6.52,0,0
라스트 미션,미국,미국,워너브러더스 코리아(주),2019.3.14,3,2019,837108639,101465,472,8614,미국,2,1,15세 관람가,116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,1266000,7.648,1349569.313,7.904375
