name,nation,rep_nation,distributor,date3,month,year,sales0,boxoffice_num0,num_of_screen0,num_of_screening0,nation2,num_of_ch,major_distributor,grade,time,gen1,gen2,gen3,gen4,gen5,gen6,gen7,gen8,gen9,gen10,gen11,gen12,gen13,gen14,gen15,gen16,gen17,gen18,sales_share,a_avg_dir,r_avg_dir,a_avg_act,r_avg_act
송 포 유,영국,영국,(주)넥스트엔터테인먼트월드(NEW),2013.4.18,4,2013,1485573000,217314,317,11737,기타,0,1,12세 관람가,93,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10%,0,0,0,0
쇼를 사랑한 남자,미국,미국,(주)티캐스트콘텐츠허브,2013.10.9,10,2013,114353792,14888,26,830,미국,3,0,청소년 관람불가,118,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,272770.2,7.042,412153.75,7.88
숀더쉽,영국,"영국,프랑스",(주)박수엔터테인먼트,2015.8.13,8,2015,640793000,91790,263,2937,기타,0,0,전체 관람가,87,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,13000,9.72,0,0
수상한 그녀,한국,한국,(주)씨제이이엔엠,2014.1.22,1,2014,62705348249,8657982,1027,136975,한국,5,1,15세 관람가,124,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.80%,3920000,8.678,2377468.737,8.152202381
수어사이드 스쿼드,미국,미국,워너브러더스 코리아(주),2016.8.3,8,2016,15874111188,1898220,823,29512,미국,6,1,청소년 관람불가,132,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0.90%,2545377.6,7.914166667,906469.8683,7.83847619
수영장으로 간 남자들,프랑스,프랑스,(주)엣나인필름,2019.7.18,7,2019,116671096,14553,79,1053,기타,4,0,15세 관람가,122,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,9920,8.78,18675.46667,8.2784
순교,한국,한국,파이오니아21,2015.8.13,8,2015,115342000,16097,8,604,한국,0,0,전체 관람가,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00%,24419.66667,9.365,14922.16667,9.508333333
순수의 시대,한국,한국,(주)씨제이이엔엠,2015.3.5,3,2015,3740948828,469891,546,23623,한국,4,1,청소년 관람불가,113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20%,0,0,1793973.044,7.609015873
순정,한국,한국,(주)리틀빅픽쳐스,2016.2.24,2,2016,1738293033,240484,467,10545,한국,0,0,12세 관람가,113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10%,0,0,1517313.996,8.051736607
순종,한국,한국,"(재)CBS,(주)영화사 안다미로",2016.11.17,11,2016,384957200,54456,104,2122,한국,0,0,전체 관람가,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.00%,0,0,1517313.996,8.051736607
숨바꼭질,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2013.8.14,8,2013,39602977500,5604103,779,88062,한국,2,1,15세 관람가,94,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.60%,680000,6.5725,1708905.75,8.539428571
숲속왕국의 꿀벌 여왕,프랑스,프랑스,(주)팝엔터테인먼트,2019.3.14,3,2019,172105990,22241,372,1773,기타,11,0,전체 관람가,88,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,97449.40972,7.587271825
숲속으로,미국,미국,월트디즈니컴퍼니코리아(주),2014.12.24,12,2014,2596533288,341882,472,8659,미국,7,1,전체 관람가,125,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00%,1004000,7.535,511899.318,7.78364966
숲속으로,미국,미국,월트디즈니컴퍼니코리아(주),2014.12.24,12,2014,2409562888,317406,356,7709,미국,7,1,전체 관람가,125,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10%,1004000,7.535,511899.318,7.78364966
숲속의 마녀들,미국,미국,제인앤유,2019.8.14,8,2019,66017200,22362,3,94,미국,1,0,15세 관람가,90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.00%,22000,6.06,12284.5,4.73
쉐프,프랑스,"프랑스,스페인",(주)미디어데이,2013.5.30,5,2013,70207500,9684,22,678,기타,0,0,전체 관람가,85,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,4136.75,6.754
쉘부르의 우산,프랑스,"프랑스,독일",(주)에스와이코마드,2019.8.22,8,2019,114923068,15287,33,712,기타,2,0,12세 관람가,92,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,1300.75,7.405,14893,7.945
슈퍼 버드,멕시코,멕시코,와이드 릴리즈(주),2017.4.6,4,2017,183154100,25964,288,1858,기타,4,0,전체 관람가,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,78000,7.225,356935.1458,7.882083333
슈퍼 빼꼼: 스파이 대작전,한국,한국,메가박스중앙(주)플러스엠,2017.5.3,5,2017,712385900,99693,358,3345,한국,2,0,전체 관람가,77,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,115000,8.085,0,0
슈퍼 스파이: 수상한 임무,스페인,스페인,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",2015.10.15,10,2015,207059400,28626,173,1403,기타,2,0,전체 관람가,91,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,16752.5,7.105,15385,7.56
슈퍼 프렌즈,한국,한국,(주)키다리이엔티,2016.8.10,8,2016,663075600,89615,255,2483,한국,7,0,전체 관람가,82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,5.91
슈퍼노바 지구 탈출기,미국,"미국,캐나다",(주)영화사 빅,2014.2.13,2,2014,245845000,37547,230,2043,미국,4,0,전체 관람가,89,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.00%,169666.6667,8.833333333,150196.3125,7.7125
슈퍼미니,프랑스,프랑스,판씨네마(주),2014.4.10,4,2014,662218500,92447,303,3343,기타,0,0,전체 관람가,92,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,70500,7.865,22001.20833,8.00625
슈퍼미니 2,프랑스,프랑스,(주)박수엔터테인먼트,2019.2.27,2,2019,374780620,48942,345,2676,기타,2,0,전체 관람가,92,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,70500,7.865,22001.20833,8.00625
슈퍼배드 2,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2013.9.12,9,2013,6605655500,962862,424,17373,미국,2,1,전체 관람가,98,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40%,1980000,8.7075,1098140.125,8.5005
슈퍼배드 3,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2017.7.26,7,2017,24217091019,3324874,1057,59388,미국,3,1,전체 관람가,90,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.40%,1896250,8.791607143,662225,8.245357143
슈퍼오리 : 태양을 지켜라,러시아,러시아,와이드 릴리즈(주),2017.8.31,8,2017,170800400,24319,257,1492,기타,6,0,전체 관람가,82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,24000,6.12,360844.5,7.4425
슈퍼윙스 3D,러시아,러시아,(주)영화사 빅,2013.8.14,8,2013,269711500,46124,129,1527,기타,11,0,전체 관람가,76,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,41205.87879,8.041363636
슈퍼처방전,프랑스,"프랑스,벨기에",(주)영화사 빅,2014.12.10,12,2014,148079000,19919,144,1895,기타,3,0,12세 관람가,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,9154.611111,8.272222222
슈퍼히어로,페루,페루,(주)영화사 빅,2013.7.31,7,2013,73535000,11469,74,647,기타,0,0,전체 관람가,117,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00%,24250,6.63,0,0
스노든,프랑스,"프랑스,독일,미국",(주)리틀빅픽쳐스,2017.2.9,2,2017,325035562,40043,278,2977,기타,2,0,15세 관람가,134,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,75105,7.296,79237.25,8.3165
스노우타임,캐나다,캐나다,(주)영화사 빅,2016.12.15,12,2016,211141400,29575,259,1378,기타,5,0,전체 관람가,70,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,26000,8.24,0,0
스누피: 더 피너츠 무비,미국,미국,이십세기폭스코리아(주),2015.12.24,12,2015,1505929300,197238,509,4828,미국,2,1,전체 관람가,93,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,770000,8.185,0,0
스누피: 더 피너츠 무비,미국,미국,이십세기폭스코리아(주),2015.12.24,12,2015,1194012100,156376,348,3572,미국,2,1,전체 관람가,93,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,770000,8.185,0,0
스니치,미국,미국,(주)마인스 엔터테인먼트,2013.5.9,5,2013,288292500,41480,153,3273,미국,4,0,15세 관람가,112,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.00%,136036.75,8.102,526056.7778,8.175111111
스머프: 비밀의 숲,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017.4.28,4,2017,3122661000,427764,607,10658,미국,5,1,전체 관람가,89,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,877333.3333,8.345714286,384311,7.623125
스물,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2015.3.25,3,2015,23563421686,3044811,926,100161,한국,3,1,15세 관람가,115,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.40%,0,0,2777146.45,7.681583333
스윗 프랑세즈,영국,"영국,프랑스,미국",그린나래미디어(주),2015.12.3,12,2015,153528300,20694,94,1300,기타,4,0,15세 관람가,107,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.00%,91953.66667,8.173333333,159662.65,8.294444444
스윙키즈,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2018.12.19,12,2018,12094670292,1473125,1571,42247,한국,2,1,12세 관람가,133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10%,0,0,492250,8.29
스윙키즈,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2018.12.19,12,2018,10308565602,1258811,984,32237,한국,2,1,12세 관람가,133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.60%,0,0,492250,8.29
스카이스크래퍼,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2018.7.11,7,2018,8612111718,1002858,831,40862,미국,2,1,12세 관람가,102,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.50%,366300.3333,7.646666667,921750,7.6835
스카이포스 3D,미국,"미국,홍콩",(주)미디어데이,2013.2.28,2,2013,349260500,51553,183,2227,미국,2,0,전체 관람가,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,52000,5.575,52000,7.34
스킵트레이스: 합동수사,홍콩,"홍콩,미국,중국",(주)영화사 빅,2016.8.31,8,2016,163700300,22350,244,3021,기타,3,0,15세 관람가,107,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00%,29432.6,5.644761905,40579.83333,6.203452381
스타 이즈 본,미국,미국,워너브러더스 코리아(주),2018.10.9,10,2018,4197504400,483852,555,25781,미국,2,1,15세 관람가,135,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.20%,6214000,9.122,6214000,9.122
스타워즈: 깨어난 포스,미국,미국,월트디즈니컴퍼니코리아(주),2015.12.17,12,2015,28353796331,3273879,1492,69226,미국,11,1,12세 관람가,135,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.20%,1906000,8.068,819780.1867,7.680607143
스타워즈: 깨어난 포스,미국,미국,월트디즈니컴퍼니코리아(주),2015.12.17,12,2015,24149478540,2803234,940,56425,미국,11,1,12세 관람가,135,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.40%,1906000,8.068,819780.1867,7.680607143
스타워즈: 라스트 제다이,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2017.12.14,12,2017,8535886061,946547,1107,30914,미국,6,1,12세 관람가,152,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0.50%,481622.4,7.735,569462.9861,7.478095238
스타트렉 다크니스,미국,미국,(주)씨제이이엔엠,2013.5.30,5,2013,12964828000,1605271,607,40504,미국,9,1,12세 관람가,132,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.80%,1906000,8.068,734015.5352,7.734722222
스타트렉 비욘드,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2016.8.17,8,2016,10190375820,1157156,716,38199,미국,9,1,12세 관람가,122,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.60%,1504000,8.706,1137072.306,7.702351852
"스탠바이, 웬디",미국,미국,판씨네마(주),2018.5.30,5,2018,374370080,47368,345,5129,미국,2,0,전체 관람가,93,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,29500,8.23,646750,8.144666667
스턱 인 러브,미국,미국,(주)앤드플러스미디어웍스,2014.2.20,2,2014,105165000,15147,46,533,미국,2,0,15세 관람가,97,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,272333.3333,7.866666667,505764.625,7.36625
스테이션 7,러시아,러시아,(주)영화사 진진,2017.12.7,12,2017,169220100,22536,239,2604,기타,3,0,12세 관람가,119,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.00%,23000,9.16,19645.125,8.41375
스텝 업: 올 인,미국,미국,(주)나이너스엔터테인먼트,2014.9.3,9,2014,4337490134,564589,325,15372,미국,5,0,12세 관람가,111,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.30%,560000,8.3,692472.3333,7.606666667
스토커,미국,미국,이십세기폭스코리아(주),2013.2.28,2,2013,2829265174,378874,329,15590,미국,0,1,청소년 관람불가,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,3572500,7.4925,322202.5397,8.118611111
스톤,한국,한국,씨너스엔터테인먼트(주),2014.6.12,6,2014,121122400,18061,148,1892,한국,0,0,15세 관람가,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,18000,7.883333333,797267.0754,7.255583333
스트레이트 아웃 오브 컴턴,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2015.9.10,9,2015,412749800,48844,185,2766,미국,3,1,청소년 관람불가,147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,896266.8333,8.075714286,544709.9,8.158
스티브 잡스,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2016.1.21,1,2016,535351276,68815,384,6396,미국,0,1,12세 관람가,122,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,114892.2,8.536,1225831.167,8.109166667
스틸 앨리스,미국,미국,그린나래미디어(주),2015.4.29,4,2015,870357546,112767,116,4963,미국,4,0,12세 관람가,101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10%,53708,8.19875,115163.1111,7.713333333
스파이,미국,미국,이십세기폭스코리아(주),2015.5.21,5,2015,18417637358,2318748,665,62960,미국,7,1,15세 관람가,129,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1.10%,571833.3333,7.978333333,1135187.065,8.081916667
스파이,한국,"한국,태국",(주)씨제이이엔엠,2013.9.5,9,2013,24509278305,3435802,785,72796,한국,7,1,15세 관람가,129,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1.60%,571833.3333,7.978333333,1135187.065,8.081916667
스파이 브릿지,미국,미국,이십세기폭스코리아(주),2015.11.5,11,2015,2049608478,264872,425,12434,미국,4,1,12세 관람가,141,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10%,1896000,7.614,613269.0833,8.27125
스파이더맨: 뉴 유니버스,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018.12.12,12,2018,6008476176,723450,856,25120,미국,7,1,12세 관람가,117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,810000,9.3225,523263.5,8.661166667
스파이더맨: 뉴 유니버스,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018.12.12,12,2018,5305289076,639934,722,22113,미국,7,1,12세 관람가,117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30%,810000,9.3225,523263.5,8.661166667
스파이더맨: 파 프롬 홈,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019.7.2,7,2019,69010000100,8021145,2142,180474,미국,3,1,12세 관람가,129,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3.60%,5090527,8.91,1174444.667,8.083
스파이더맨: 홈 커밍,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017.7.5,7,2017,59125813820,7258678,1965,164448,미국,2,1,12세 관람가,133,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3.40%,5090527,8.91,1119707.857,8.178571429
스파이크,프랑스,프랑스,"예지림엔터테인먼트,선필름",2013.12.5,12,2013,151066500,25158,159,1199,기타,0,0,전체 관람가,74,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,42666.66667,7.42,0,0
스파키,한국,한국,예지림엔터테인먼트,2018.4.12,4,2018,257040200,35436,312,1949,한국,0,0,전체 관람가,91,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,35000,8.18,107165.92,8.040133333
스페이스 독 2,러시아,러시아,(주)지어소프트,2014.12.11,12,2014,121383600,19445,108,715,기타,3,0,전체 관람가,75,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,23815.25,7.235,0,0
스페이스 비트윈 어스,미국,미국,(주)키다리이엔티,2017.3.16,3,2017,215291361,28085,370,4978,미국,4,0,12세 관람가,121,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0.00%,58619.25,7.17,221217.0556,8.009722222
스페이스 치킨: 마법 부적의 비밀,미국,미국,(주)박수엔터테인먼트,2018.10.25,10,2018,124899500,18169,273,1291,미국,4,0,전체 관람가,78,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.00%,239125,7.54,0,0
스포트라이트,미국,미국,(주)팝엔터테인먼트,2016.2.24,2,2016,2402036255,299878,320,13482,미국,0,0,15세 관람가,129,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10%,257666.6667,8.2,2069577.554,8.358619048
스폰지밥 3D,미국,미국,(주)씨제이이엔엠,2015.2.18,2,2015,2458946200,325016,357,8415,미국,4,1,전체 관람가,92,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,0,0,589422.3,7.667555556
스푹스:MI5,영국,영국,(주)영화사 빅,2016.3.17,3,2016,316642549,41416,341,6090,기타,4,0,15세 관람가,101,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.00%,0,0,1461474.25,7.935583333
스플릿,한국,한국,오퍼스픽쳐스(유),2016.11.9,11,2016,6102712539,758195,702,32616,한국,0,0,15세 관람가,121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.40%,1513333.333,8.393333333,1667375.196,8.088660714
슬로우 비디오,한국,한국,이십세기폭스코리아(주),2014.10.2,10,2014,8913092219,1169562,618,40665,한국,2,1,12세 관람가,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.50%,1607500,7.9,1783848.214,7.572142857
슬립리스: 크리미널 나이트,미국,미국,(주)미디어로그,2017.3.8,3,2017,146025800,18740,158,2787,미국,5,0,15세 관람가,95,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.00%,9699,6.25,670652.6,7.067342857
시간위의 집,한국,한국,"(주)리틀빅픽쳐스,(주)페퍼민트앤컴퍼니",2017.4.5,4,2017,1020724600,128975,454,10971,한국,3,0,15세 관람가,100,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.10%,333333.3333,6.638571429,2042674.583,7.310833333
시간을 달리는 소녀,일본,일본,"(주)얼리버드픽쳐스,THE 픽쳐스,CJ ENM",2016.1.14,1,2016,268232600,34338,74,1725,기타,2,1,전체 관람가,97,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,159000,8.353333333,556.5,7.315
시간이탈자,한국,한국,(주)씨제이이엔엠,2016.4.13,4,2016,9731838195,1202384,733,55075,한국,3,1,15세 관람가,107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60%,601000.5,7.725,2253776.889,8.065
시네마 천국,프랑스,"프랑스,이탈리아","주식회사 왓챠,(주)팝엔터테인먼트",2013.9.26,9,2013,198488500,27030,32,1539,기타,5,0,전체 관람가,124,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,29061.5,8.285,59006.73333,8.7868
시동,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2019.12.18,12,2019,21236477800,2525986,1515,58603,한국,5,1,15세 관람가,102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.10%,1250202.833,7.993333333,2008688.4,7.8184
시민 노무현,한국,한국,(주)삼백상회,2019.5.23,5,2019,116930250,14500,174,1708,한국,1,0,12세 관람가,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00%,10987.4,8.78,0,0
시선,한국,한국,(주)나이너스엔터테인먼트,2014.4.16,4,2014,92023000,12950,112,1696,한국,0,0,12세 관람가,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,254064.75,6.46625
시카고,미국,미국,"(주)키다리이엔티,코리아픽쳐스(주)",2016.12.15,12,2016,144422600,18782,74,1076,미국,0,0,15세 관람가,113,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.00%,1004000,7.535,313159.3889,7.787722222
시카리오: 데이 오브 솔다도,미국,미국,㈜코리아스크린,2018.6.27,6,2018,1938637400,229542,261,10977,미국,3,0,15세 관람가,122,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.10%,112404.5,7.89,2160276.208,8.297361111
시카리오: 암살자의 도시,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2015.12.3,12,2015,1135597952,140715,227,6220,미국,3,1,청소년 관람불가,121,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.10%,402423.8571,8.262857143,1898616.923,8.341488095
시크릿 인 데어 아이즈,미국,미국,판씨네마(주),2016.4.27,4,2016,162031200,21692,186,2184,미국,4,0,15세 관람가,111,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00%,0,0,626584.3214,7.963291667
신과함께-인과 연,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,2018.8.1,8,2018,1.03E+11,12274996,2235,179981,한국,5,1,12세 관람가,141,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5.70%,6388714.286,8.206142857,5220185.714,8.18647619
신과함께-죄와 벌,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2017.12.20,12,2017,1.16E+11,14411502,3556,213262,한국,6,1,12세 관람가,139,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.60%,6388714.286,8.206142857,4834675.595,8.085396825
신과함께-죄와 벌,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2017.12.20,12,2017,68350496432,8539495,1912,91301,한국,6,1,12세 관람가,139,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.90%,6388714.286,8.206142857,4834675.595,8.085396825
신데렐라,미국,미국,월트디즈니컴퍼니코리아(주),2015.3.19,3,2015,5500502900,716491,531,27508,미국,0,1,전체 관람가,87,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30%,303500,8.006,250179.3333,7.900833333
신데렐라:마법 반지의 비밀,미국,미국,예지림엔터테인먼트,2019.2.20,2,2019,2114475240,284922,575,9977,미국,3,0,전체 관람가,87,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,280000,7.795,796530.2857,7.407142857
신밧드와 마법 양탄자,덴마크,덴마크,(주)박수엔터테인먼트,2019.2.13,2,2019,204586840,30534,258,1783,기타,1,0,전체 관람가,82,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,54666.66667,8.09,11434.33333,7.976666667
신비아파트 극장판 하늘도깨비 대 요르문간드,한국,한국,(주)씨제이이엔엠,2019.12.19,12,2019,5299942440,672122,841,13762,한국,4,1,전체 관람가,97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30%,1475000,8.62,64971.375,7.928125
신비아파트: 금빛 도깨비와 비밀의 동굴,한국,한국,(주)씨제이이엔엠,2018.7.25,7,2018,5001247250,678091,762,16175,한국,4,1,전체 관람가,68,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.30%,934333.3333,8.48,64971.375,7.928125
신비한 동물들과 그린델왈드의 범죄,미국,미국,워너브러더스 코리아(주),2018.11.14,11,2018,20816583118,2414062,1601,76846,미국,5,1,12세 관람가,134,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.10%,3038000,8.338,1622773.79,7.63952381
신비한 동물사전,미국,"미국,영국",워너브러더스 코리아(주),2016.11.16,11,2016,39300515858,4662534,1431,115676,미국,5,1,12세 관람가,134,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.30%,3038000,8.338,1622773.79,7.63952381
신서유기 : 몽키킹의 부활,중국,중국,예지림엔터테인먼트,2017.11.2,11,2017,129357400,18247,212,1139,기타,9,0,전체 관람가,84,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.00%,13471,7.041428571,189671.5,6.754285714
신세계,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2013.2.21,2,2013,34881330905,4682492,671,90580,한국,3,1,청소년 관람불가,134,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.20%,1945646.75,7.792857143,3671055.556,7.971190476
신은 죽지 않았다,미국,미국,"주식회사 마운틴픽쳐스,(주)에스와이코마드",2015.4.16,4,2015,282788000,38254,137,2372,미국,5,0,12세 관람가,105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,108615.8333,8.309619048
신은 죽지 않았다 2,미국,미국,"(주)에스와이코마드,글뫼 주식회사",2016.4.7,4,2016,251090600,34770,96,2041,미국,4,0,12세 관람가,121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,21928.5,9.0775,36643.10417,7.857857143
신은 죽지 않았다 3: 어둠 속의 빛,미국,미국,"(주)영화사 그램,(재)CBS",2018.7.19,7,2018,668561400,86295,179,3393,미국,5,0,12세 관람가,105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,108615.8333,8.309619048
