rank,name,date,sales ,sales_share,boxoffice_num,num_of_screen,num_of_screenings,nation,rep_nation,distributor
199,파가니니: 악마의 바이올리니스트,2014.4.23,"270,820,700",0.00%,"36,808",100,"2,259",독일,"독일,이탈리아",씨너스엔터테인먼트(주)
200,만신,2014.3.6,"272,391,300",0.00%,"36,190",88,"2,851",한국,한국,(주)엣나인필름
201,목숨,2014.12.4,"274,236,100",0.00%,"35,665",97,"1,691",한국,한국,필라멘트픽쳐스
202,마미,2014.12.18,"274,751,200",0.00%,"35,122",84,"1,616",캐나다,"캐나다,프랑스",(주)엣나인필름
203,초콜렛 도넛,2014.10.2,"269,679,200",0.00%,"34,091",53,"2,099",미국,미국,CGV아트하우스
204,오직 사랑하는 이들만이 살아남는다,2014.1.9,"256,785,843",0.00%,"34,084",44,"1,511",영국,"영국,독일,미국,프랑스",찬란
205,"메밀꽃, 운수 좋은 날, 그리고 봄봄",2014.8.21,"221,122,200",0.00%,"33,905",38,"1,872",한국,한국,이달투
206,꼬마 잠수함 올리 2,2014.12.4,"212,760,700",0.00%,"33,589",186,"1,203",미국,미국,예지림엔터테인먼트
207,위크엔드 인 파리,2014.5.1,"263,399,200",0.00%,"33,439",42,"1,320",영국,영국,판씨네마(주)
208,무드 인디고,2014.12.11,"265,843,200",0.00%,"33,384",55,"1,420",프랑스,"프랑스,벨기에",(주)프레인글로벌
209,배틀 오브 비보이,2014.1.9,"214,900,500",0.00%,"33,360",80,895,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
210,그래비티,2013.10.17,"272,266,000",0.00%,"32,954",25,"1,047",미국,미국,"(주)스튜디오디에이치엘,주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)"
211,킬 유어 달링,2014.10.16,"256,352,020",0.00%,"32,794",93,"2,423",미국,미국,(주)영화사 진진
212,마이 블랭키,2014.6.4,"224,525,100",0.00%,"32,406",111,"1,108",스페인,"스페인,이탈리아,프랑스",(주)마인스 엔터테인먼트
213,동경가족,2014.7.31,"237,226,500",0.00%,"31,575",45,"1,255",일본,일본,오드
214,꼬마 니콜라의 여름방학,2014.8.21,"218,859,600",0.00%,"31,368",133,"1,502",프랑스,프랑스,(주)나이너스엔터테인먼트
215,굿모닝 맨하탄,2014.2.6,"225,001,000",0.00%,"31,334",99,"1,599",인도,인도,(주)인벤트스톤
216,앵그리스트 맨,2014.10.30,"229,523,200",0.00%,"30,656",181,"2,798",미국,미국,브릿지웍스 엔터테인먼트(주)
216,벨과 세바스찬,2014.3.20,"218,689,000",0.00%,"30,656",202,"2,711",프랑스,프랑스,"그린나래미디어(주),주식회사 노버스엔터테인먼트"
218,마인드스케이프,2014.10.23,"220,476,900",0.00%,"30,257",199,"3,311",스페인,스페인,오퍼스픽쳐스(유)
219,지골로 인 뉴욕,2014.9.25,"226,048,755",0.00%,"30,140",234,"3,894",미국,미국,(주)나이너스엔터테인먼트
220,행복배달부 팻아저씨,2014.10.9,"210,268,100",0.00%,"29,906",162,"1,336",영국,"영국,미국",(주)영화사 빅
221,꼬마잠수함 올리,2014.10.16,"196,511,300",0.00%,"29,114",232,"1,921",중국,중국,예지림엔터테인먼트
222,왓 이프,2014.11.13,"207,094,700",0.00%,"27,818",145,"1,983",아일랜드,"아일랜드,캐나다",(주)나이너스엔터테인먼트
223,어떤 만남,2014.7.31,"211,674,300",0.00%,"27,302",39,890,프랑스,프랑스,(주)티캐스트콘텐츠허브
224,선샤인 온 리스,2014.9.3,"205,571,600",0.00%,"26,675",142,"1,528",영국,영국,(주)팝엔터테인먼트
225,유고와 라라 : 신비의 숲 어드벤처,2014.10.2,"188,535,000",0.00%,"26,292",167,"1,151",중국,중국,(주)프레인글로벌
226,꼬마영웅 경찰차 프로디2,2014.3.20,"166,040,900",0.00%,"25,149",257,"1,554",노르웨이,노르웨이,예지림엔터테인먼트
227,쥬로링 동물탐정 극장판,2014.12.18,"175,451,100",0.00%,"24,977",188,"1,052",한국,"한국,일본",롯데쇼핑㈜롯데엔터테인먼트
228,님포매니악 볼륨2,2014.7.3,"201,908,933",0.00%,"24,388",53,"1,283",덴마크,"덴마크,벨기에,프랑스,독일,영국",CGV아트하우스
229,비행기,2013.12.19,"173,398,000",0.00%,"23,902",64,609,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
230,GROW: 인피니트의 리얼 청춘 라이프,2014.12.4,"189,409,200",0.00%,"23,865",71,824,한국,한국,골든타이드픽처스(주)
231,고스트 메신저 극장판,2014.5.22,"184,194,000",0.00%,"23,802",81,"1,211",한국,한국,에이원엔터테인먼트
232,타임 투 러브,2014.10.23,"179,611,300",0.00%,"23,597",201,"3,098",미국,미국,(주)인벤트스톤
233,디노타샤: 공룡대탐험,2014.1.29,"165,071,000",0.00%,"23,530",138,"1,195",미국,미국,(주)영화사 빅
234,거인,2014.11.13,"175,333,400",0.00%,"23,153",77,"2,183",한국,한국,필라멘트픽쳐스
235,엔들리스 러브,2014.3.13,"165,237,000",0.00%,"22,091",210,"3,299",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
236,극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!,2014.8.7,"144,062,800",0.00%,"21,939",91,954,한국,한국,메가박스중앙(주)플러스엠
237,천하무적 키코리키,2014.7.17,"149,655,900",0.00%,"21,889",186,"1,162",러시아,러시아,와이드 릴리즈(주)
238,클라우즈 오브 실스마리아,2014.12.18,"171,434,299",0.00%,"21,607",53,824,프랑스,"프랑스,스위스,독일",(주)나이너스엔터테인먼트
239,초원의 왕 도제,2014.3.27,"148,292,600",0.00%,"21,424",192,"1,123",일본,일본,(주)나이너스엔터테인먼트
240,이브 생 로랑,2014.6.26,"166,422,300",0.00%,"21,280",53,919,프랑스,프랑스,(주)블룸즈베리파트너스
241,60만번의 트라이,2014.9.18,"147,541,300",0.00%,"21,239",76,"1,605",한국,"한국,일본",㈜인디스토리
242,그랜드 피아노,2014.4.17,"149,337,000",0.00%,"20,961",95,"1,165",스페인,스페인,와이드 릴리즈(주)
243,그 사람 그 사랑 그 세상,2014.11.20,"153,085,500",0.00%,"20,868",55,992,한국,한국,"THE 픽쳐스,(주)팝엔터테인먼트"
244,슈퍼처방전,2014.12.10,"148,079,000",0.00%,"19,919",144,"1,895",프랑스,"프랑스,벨기에",(주)영화사 빅
245,누구에게나 찬란한,2014.11.6,"136,184,900",0.00%,"19,865",51,"1,274",한국,한국,CGV아트하우스
246,사막에서 연어낚시,2014.10.16,"148,868,500",0.00%,"19,630",92,"1,910",영국,영국,"(주)나이너스엔터테인먼트,(유)영화사 화수분"
247,스페이스 독 2,2014.12.11,"121,383,600",0.00%,"19,445",108,715,러시아,러시아,(주)지어소프트
248,에코,2014.10.8,"140,447,100",0.00%,"19,356",154,"1,290",미국,미국,"(주)박수엔터테인먼트,(주)필름오마쥬"
249,빌리 엘리어트 뮤지컬 라이브,2014.11.27,"341,114,000",0.00%,"18,615",37,637,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
250,비포 : 치즈와 초콜릿을 찾아서,2014.7.10,"123,727,000",0.00%,"18,310",90,766,이스라엘,이스라엘,(주)영화사 빅
251,이디야와 얼음왕국의 전설,2014.2.27,"119,493,200",0.00%,"18,179",136,987,캐나다,캐나다,(주)미디어데이
252,스톤,2014.6.12,"121,122,400",0.00%,"18,061",148,"1,892",한국,한국,씨너스엔터테인먼트(주)
253,본타: 땅콩왕국의 전설,2014.10.30,"127,508,200",0.00%,"18,022",179,933,중국,중국,(주)팝엔터테인먼트
254,캡틴 하록,2014.1.16,"134,005,500",0.00%,"17,977",120,"1,108",일본,일본,(주)박수엔터테인먼트
255,더 테너 리리코 스핀토,2014.12.31,"131,364,200",0.00%,"17,870",185,535,한국,한국,"(주)박수엔터테인먼트,(주)모인그룹"
256,밀리언 웨이즈,2014.6.12,"135,460,300",0.00%,"17,546",194,"2,720",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
257,위험한 패밀리,2014.1.22,"98,410,500",0.00%,"17,539",130,"1,551",미국,"미국,프랑스",(주)프레인글로벌
258,혼스,2014.11.27,"137,324,715",0.00%,"17,535",166,"2,208",미국,미국,(주)팝엔터테인먼트
259,호비와 쿠우의 어드벤처 : 고래의 노래,2014.6.12,"116,468,000",0.00%,"17,450",54,"1,010",일본,일본,"(주)머스트씨무비,(주)머스트씨무비릴리징컴퍼니"
260,엘리아스: 바다의 보물을 찾아라!,2014.10.23,"119,762,600",0.00%,"17,305",199,"1,218",노르웨이,노르웨이,(주)마인스 엔터테인먼트
261,프라이버시,2014.3.20,"122,664,928",0.00%,"16,936",165,"2,147",영국,"영국,미국",(주)인벤트스톤
262,산타바바라,2014.7.16,"125,565,919",0.00%,"16,626",101,"1,733",한국,"한국,미국",(주)나이너스엔터테인먼트
263,오드토머스,2014.8.27,"123,233,800",0.00%,"16,555",165,"2,118",미국,미국,(주)영화사 빅
264,가구야공주 이야기,2014.6.4,"125,582,300",0.00%,"16,439",77,994,일본,일본,롯데쇼핑㈜롯데엔터테인먼트
265,로코왕국의 전설: 엘프킹을 찾아서,2014.6.26,"107,159,100",0.00%,"16,070",178,"1,026",중국,중국,"(주)마인스 엔터테인먼트,(유)영화사 화수분"
266,모스트 원티드 맨,2014.8.7,"128,156,100",0.00%,"15,785",27,603,영국,"영국,미국,독일","(주)드림웨스트픽쳐스,(주)인벤트스톤"
267,메멘토,2001.8.24,"123,885,000",0.00%,"15,772",67,892,미국,미국,"(주)디스테이션,(주)팝엔터테인먼트"
268,물랑루즈,2001.10.26,"113,619,655",0.00%,"15,684",43,"1,087",미국,미국,"(주)프레인글로벌,이십세기폭스필름코퍼레이션"
269,웨스턴 리벤지,2014.10.30,"119,414,000",0.00%,"15,671",117,"1,933",덴마크,"덴마크,영국,남아프리카공화국",(주)영화사 빅
270,극장판 날아라! 호빵맨 : 바나나섬을 되찾아줘,2014.6.19,"104,188,000",0.00%,"15,381",235,"1,378",일본,일본,와이드 릴리즈(주)
271,토마스와 친구들: 잃어버린 왕관,2014.11.13,"110,482,700",0.00%,"15,202",110,805,영국,영국,(주)씨제이이엔엠
272,스턱 인 러브,2014.2.20,"105,165,000",0.00%,"15,147",46,533,미국,미국,(주)앤드플러스미디어웍스
273,행복한 사전,2014.2.20,"117,468,600",0.00%,"15,050",25,716,일본,일본,씨네그루(주)다우기술
274,"하늘을 나는 강아지, 비포와 친구들",2014.3.13,"100,643,400",0.00%,"14,971",142,905,이스라엘,이스라엘,(주)팝엔터테인먼트
275,세이빙 산타,2013.12.19,"96,860,000",0.00%,"14,936",103,797,영국,영국,(주)영화사 빅
276,쿼바디스,2014.12.10,"112,982,900",0.00%,"14,890",16,438,한국,한국,"주식회사 단유필름,주식회사 푸르모디티"
277,봄,2014.11.20,"111,094,100",0.00%,"14,780",112,"1,495",한국,한국,필라멘트픽쳐스
278,피노키오의 모험,2014.9.18,"106,921,300",0.00%,"14,768",56,552,독일,독일,(주)소나무픽쳐스
279,버진 스노우,2014.12.10,"111,276,354",0.00%,"14,764",126,"1,650",프랑스,"프랑스,미국",(주)영화사오원
280,런치박스,2014.4.10,"109,941,000",0.00%,"14,660",40,945,인도,"인도,프랑스,독일",(주)팝엔터테인먼트
281,피막,2014.9.25,"109,853,400",0.00%,"14,609",170,"2,187",태국,태국,와이드 릴리즈(주)
282,테레즈 라캥,2014.7.10,"108,744,700",0.00%,"14,398",48,950,미국,미국,판씨네마(주)
283,중2병이라도 사랑이 하고 싶어! 극장판,2014.2.6,"90,261,500",0.00%,"14,064",32,548,일본,일본,(주)머스트씨무비
284,프로즌 그라운드,2014.2.6,"104,668,500",0.00%,"13,979",88,"1,295",미국,미국,(주)박수엔터테인먼트
285,캐치미,2013.12.18,"103,029,500",0.00%,"13,692",51,713,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
286,그 사람 추기경,2014.8.6,"93,707,100",0.00%,"13,448",43,775,한국,한국,주식회사 마운틴픽쳐스
287,황금시대,2014.10.16,"98,582,100",0.00%,"13,371",58,958,중국,중국,판씨네마(주)
288,몽상가들,2005.3.25,"102,390,204",0.00%,"13,329",23,695,프랑스,프랑스,"찬란,오드"
289,조난자들,2014.3.6,"101,958,500",0.00%,"13,190",46,"1,219",한국,한국,(주)씨제이이엔엠
290,할리데이,2014.10.16,"96,600,000",0.00%,"13,073",147,"1,921",영국,영국,(주)영화사 빅
291,세이빙 미스터 뱅크스,2014.4.3,"101,282,300",0.00%,"12,957",56,"1,354",미국,"미국,영국,호주",소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
292,시선,2014.4.16,"92,023,000",0.00%,"12,950",112,"1,696",한국,한국,(주)나이너스엔터테인먼트
293,아바타 정글의 비밀,2014.3.27,"86,145,900",0.00%,"12,876",162,846,중국,중국,(주)팝엔터테인먼트
294,디태치먼트,2014.5.8,"96,249,900",0.00%,"12,733",41,"1,013",미국,미국,(주)프레인글로벌
295,유아 넥스트,2014.8.7,"104,015,900",0.00%,"12,714",78,723,미국,미국,㈜영화사 백두대간
296,사다코 2,2014.3.13,"92,668,200",0.00%,"12,696",100,"1,246",일본,일본,(주)미디어데이
297,로미오와 줄리엣,1996.12.28,"84,831,500",0.00%,"12,679",47,"1,208",미국,미국,"이십세기폭스코리아(주),(주)프레인글로벌"
298,르누아르,2014.2.13,"88,968,900",0.00%,"12,273",22,716,프랑스,프랑스,프리비젼엔터테인먼트
299,피쉬와 칩스 극장판,2014.3.6,"81,116,400",0.00%,"11,910",158,728,호주,호주,"(주)마인스 엔터테인먼트,(유)영화사 화수분"
300,현기증,2014.11.6,"79,449,300",0.00%,"11,785",71,"1,300",한국,한국,메가박스중앙(주)플러스엠
