"","name","date","sales","sales_share","boxoffice_num","num_of_screen","rep_nation","nation","num_of_screenings","distributor","director1","director2","director3","director4","director5","director6","director7","actor1","actor2","actor3","actor4","actor5","actor6","actor7","actor8","actor9","actor10","actor11","actor12","actor13","actor14","actor15","actor16","date2","month","year","y","director8","director9","actor17","actor18","actor19","nation2"
"538","세라비, 이것이 인생!","2018.5.30","185,457,800","0.0%","23,193","145","1,982","프랑스","프랑스","(주)디스테이션"," 올리비에르 나카체"," 에릭 토레다노","","","","",""," 장 피에르 바크리"," 질 를르슈"," 수잔 클레망","","","","","","","","","","","","","","0","05","2018",18,"","","","","","3"
"539","극장판 프리! - 테이크 유어 마크 -","2018.4.12","138,630,500","0.0%","23,048","66","901","일본","일본","(주)디스테이션"," 카와나미 에이사쿠","","","","","",""," 시마자키 노부나가"," 스즈키 타츠히사"," 미야노 마모루","","","","","","","","","","","","","","0","04","2018",18,"","","","","","3"
"540","리틀 뱀파이어","2018.1.18","164,278,600","0.0%","23,014","213","1,552","독일","독일,미국","(주)이수C&E"," 리처드 클라우스"," 카르스텐 킬레리치","","","","",""," 라스무스 하디커"," 에이미 사빌레","","","","","","","","","","","","","","","0","01","2018",18,"","","","","","3"
"541","디트로이트","2018.5.31","195,105,700","0.0%","22,841","108","1,936","미국","미국","그린나래미디어(주)","","","","","","","","","","","","","","","","","","","","","","","","0","05","2018",18,"","","","","","2"
"542","노인을 위한 나라는 없다","2008.2.21","205,766,800","0.0%","22,761","27","1,149","미국","미국","주식회사 해리슨앤컴퍼니,CJ ENM"," 에단 코엔"," 조엘 코엔","","","","",""," 토미 리 존스"," 하비에르 바르뎀"," 조슈 브롤린","","","","","","","","","","","","","","2018.8.9","08","2018",18,"","","","","","2"
"543","윌리","2018.10.25","178,555,800","0.0%","22,716","162","1,137","말레이시아","말레이시아","㈜코리아스크린","","","","","","","","","","","","","","","","","","","","","","","","0","10","2018",18,"","","","","","3"
"544","펭이와 친구들의 남극대모험","2018.2.28","168,968,800","0.0%","22,695","233","1,541","중국","중국","와이드 릴리즈(주)"," 루카스 퀴아오","","","","","",""," 김소희"," 황창영"," 윤아영","","","","","","","","","","","","","","0","02","2018",18,"","","","","","3"
"545","마징가 Z: 인피니티","2018.5.17","183,107,900","0.0%","22,407","332","2,215","일본","일본","(주)이수C&E"," 시미즈 준지","","","","","",""," 모리쿠보 쇼타로"," 카야노 아이"," 우에사카 스미레"," 세키 토시히코","","","","","","","","","","","","","0","05","2018",18,"","","","","","3"
"546","아이 캔 온리 이매진","2018.6.21","182,789,600","0.0%","22,120","156","2,639","미국","미국","(주)영화사 그램,TCO(주)더콘텐츠온,(재)CBS"," 앤드류 어윈"," 존 어윈","","","","",""," J. 마이클 핀리"," 데니스 퀘이드"," 매들린 캐롤"," 트레이스 에드킨스","","","","","","","","","","","","","0","06","2018",18,"","","","","","2"
"547","휘트니","2018.8.23","176,021,027","0.0%","22,092","80","1,457","미국","미국","판씨네마(주)","","","","","","","","","","","","","","","","","","","","","","","","0","08","2018",18,"","","","","","2"
"548","터닝메카드W: 반다인의 비밀 특별판","2018.2.8","164,797,700","0.0%","21,947","168","1,728","한국","한국","(주)제이앤씨미디어그룹,(주)버킷스튜디오"," 홍헌표","","","","","",""," 소연"," 윤미나"," 이현진"," 이지현"," 홍범기"," 이재현"," 김영은"," 정재헌"," 김율"," 신용우","","","","","","","0","02","2018",18,"","","","","","1"
"549","원더 휠","2018.1.25","173,610,195","0.0%","21,884","140","1,876","미국","미국","(주)팝엔터테인먼트"," 우디 앨런","","","","","",""," 케이트 윈슬렛"," 저스틴 팀버레이크"," 주노 템플"," 제임스 벨루시","","","","","","","","","","","","","0","01","2018",18,"","","","","","2"
"550","무문관","2018.4.19","166,650,700","0.0%","21,808","43","1,145","한국","한국","영화사 마농(주)"," 윤용진","","","","","",""," 우상전"," 조용주"," 고동업"," 안홍진"," 송유담"," 임대혁"," 최민재","","","","","","","","","","0","04","2018",18,"","","","","","1"
"551","로마","2018.12.12","173,245,000","0.0%","21,401","32","728","멕시코","멕시코","판씨네마(주)","","","","","","","","","","","","","","","","","","","","","","","","0","12","2018",18,"","","","","","3"
"552","죄 많은 소녀","2018.9.13","181,639,950","0.0%","21,317","70","1,973","한국","한국","CGV아트하우스"," 김의석","","","","","",""," 전여빈"," 서영화"," 고원희"," 이태경"," 이봄"," 전소니","","","","","","","","","","","0","09","2018",18,"","","","","","1"
"553","리즈와 파랑새","2018.10.9","174,140,400","0.0%","21,153","214","2,509","일본","일본","(주)디스테이션,플레이리스트(주)"," 야마다 나오코","","","","","",""," 타네자키 아츠미"," 토우야마 나오","","","","","","","","","","","","","","","0","10","2018",18,"","","","","","3"
"554","다이노 헌터: 티렉스VS파키리노 대격돌","2018.5.17","169,760,400","0.0%","20,979","168","1,326","영국","영국","(주)박수엔터테인먼트"," 닐 나이팅게일"," 베리 쿡"," 앤드류 코헨","","","",""," 찰리 로우"," 칼 어번"," 앵거리 라이스","","","","","","","","","","","","","","0","05","2018",18,"","","","","","3"
"555","호밀밭의 반항아","2018.10.18","172,602,157","0.0%","20,713","68","1,678","미국","미국","(주)트리플픽쳐스"," 대니 스트롱","","","","","",""," 니콜라스 홀트"," 조이 도이치"," 사라 폴슨","","","","","","","","","","","","","","0","10","2018",18,"","","","","","2"
"556","원더풀 라이프","2001.12.9","171,511,600","0.0%","20,657","51","1,438","일본","일본","(주)영화사 안다미로,(주)라이크콘텐츠,㈜영화사 백두대간"," 고레에다 히로카즈","","","","","",""," 이우라 아라타"," 오다 에리카"," 테라지마 스스무","","","","","","","","","","","","","","2018.1.4","01","2018",18,"","","","","","3"
"557","극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리","2017.12.28","151,922,400","0.0%","20,089","166","1,421","일본","일본","(주)박수엔터테인먼트"," 모리와키 마코토","","","","","","","","","","","","","","","","","","","","","","","0","12","2017",18,"","","","","","3"
"558","러빙 빈센트 : 비하인드 에디션","2018.12.13","171,441,500","0.0%","19,886","97","1,417","영국","영국","(주)이수C&E","","","","","","","","","","","","","","","","","","","","","","","","0","12","2018",18,"","","","","","3"
"559","아이 엠 러브","2011.1.20","157,479,906","0.0%","19,881","30","877","이탈리아","이탈리아","(주)영화사 진진,(주)영화사 조제"," 루카 구아다니노","","","","","",""," 틸다 스윈튼"," 플라비오 파렌티"," 에도아도 가브리엘리니"," 알바 로르와처","","","","","","","","","","","","","2018.7.26","07","2018",18,"","","","","","3"
"560","어거스트 러쉬","2007.11.29","166,640,500","0.0%","19,861","134","1,611","미국","미국","(주)영화사 그램,CJ ENM"," 커스틴 쉐리단","","","","","",""," 프레디 하이모어"," 조나단 리스 마이어스"," 케리 러셀"," 로빈 윌리엄스","","","","","","","","","","","","","2018.12.6","12","2018",18,"","","","","","2"
"561","B급 며느리","2018.1.17","154,328,100","0.0%","19,843","60","1,911","한국","한국","(주)에스와이코마드,글뫼 주식회사"," 선호빈","","","","","",""," 김진영"," 조경숙","","","","","","","","","","","","","","","0","01","2018",18,"","","","","","1"
"562","카메라를 멈추면 안 돼!","2018.8.23","172,662,766","0.0%","19,762","57","1,482","일본","일본","(주)디오시네마,(주)영화사 그램"," 나카이즈미 유야","","","","","",""," 하마츠 타카유키"," 아키야마 유즈키"," 나가야 카즈아키"," 슈하마 하루미"," 마오","","","","","","","","","","","","0","08","2018",18,"","","","","","3"
"563","극장판 가면라이더 이그제이드: 트루 엔딩","2018.10.9","154,121,050","0.0%","19,598","326","1,726","일본","일본","(주)이수C&E"," 나카자와 쇼지로","","","","","",""," 김혜성"," 류승곤"," 이호산"," 정재헌"," 김연우"," 박성영"," 서반석","","","","","","","","","","0","10","2018",18,"","","","","","3"
"564","픽시","2018.8.23","139,428,100","0.0%","19,508","268","1,496","러시아","러시아","(주)팝엔터테인먼트","","","","","","","","","","","","","","","","","","","","","","","","0","08","2018",18,"","","","","","3"
"565","꼬마영웅 바비","2018.5.30","138,398,000","0.0%","18,509","317","1,723","중국","중국","와이드 릴리즈(주)"," 지안밍 후앙","","","","","",""," 김명준"," 최낙윤"," 안현서"," 이인석"," 김주호"," 김민성"," 캐리 월그렌"," 체비 체이스"," 존 헤저"," 젠 맥앨리스터"," 안토니 파딜라"," 이안 헤콕스","","","","","0","05","2018",18,"","","","","","3"
"566","나라타주","2018.3.8","156,608,600","0.0%","18,326","146","1,991","일본","일본","(주)팝엔터테인먼트"," 유키사다 이사오","","","","","",""," 마츠모토 준"," 아리무라 카스미"," 사카구치 켄타로","","","","","","","","","","","","","","0","03","2018",18,"","","","","","3"
"567","트와이스랜드","2018.12.7","153,765,000","0.0%","18,252","53","572","한국","한국","씨제이 씨지브이(CJ CGV)(주)"," 나연"," 정연"," 모모"," 사나"," 지효"," 미나"," 다현","","","","","","","","","","","","","","","","","0","12","2018",18," 채영"," 쯔위","","","","1"
"568","액슬","2018.10.18","153,698,800","0.0%","18,219","149","2,574","미국","미국","(주)팝엔터테인먼트"," 올리버 달리","","","","","",""," 알렉스 뉴이스테터"," 베키 지"," 토마스 제인"," 도미닉 레인스","","","","","","","","","","","","","0","10","2018",18,"","","","","","2"
"569","스페이스 치킨: 마법 부적의 비밀","2018.10.25","124,899,500","0.0%","18,169","273","1,291","미국","미국","(주)박수엔터테인먼트"," 알렉스 오렐"," 에두와르도 슐츠","","","","",""," 류승곤"," 이인석"," 이명희"," 안현서","","","","","","","","","","","","","0","10","2018",18,"","","","","","2"
"570","임을 위한 행진곡","2018.5.16","139,985,700","0.0%","18,023","160","1,563","한국","한국","(주)알앤오엔터테인먼트","","","","","","","","","","","","","","","","","","","","","","","","0","05","2018",18,"","","","","","1"
"571","판타스틱 부니베어","2018.3.15","123,823,400","0.0%","17,746","302","1,505","중국","중국","(주)박수엔터테인먼트"," 정량","","","","","",""," 조연우"," 신정훈"," 박상우"," 오은수"," 송영인"," 방지원","","","","","","","","","","","0","03","2018",18,"","","","","","3"
"572","로빈슨의 언더워터 어드벤처","2018.11.15","125,199,550","0.0%","17,674","216","1,015","러시아","러시아","(주)박수엔터테인먼트"," 비탈리 무카메지아노브"," 막심 볼코브","","","","",""," 김명준"," 이인석"," 신한호"," 김정훈"," 신경선"," 김유림"," 안현서","","","","","","","","","","0","11","2018",18,"","","","","","3"
"573","킨: 더 비기닝","2018.10.11","151,798,300","0.0%","17,543","167","3,470","미국","미국","판씨네마(주)"," 조나단 베이커"," 조쉬 베이커","","","","",""," 마일스 트루잇"," 잭 레이너"," 조 크라비츠"," 데니스 퀘이드","","","","","","","","","","","","","0","10","2018",18,"","","","","","2"
"574","꼬마 보트 토토: 타요 타요 배 타요","2018.7.12","122,959,900","0.0%","17,463","276","1,545","노르웨이","노르웨이","(주)팝엔터테인먼트"," 시멘 알스빅","","","","","",""," 마리 블로쿠스","","","","","","","","","","","","","","","","0","07","2018",18,"","","","","","3"
"575","아인","2018.2.28","135,549,900","0.0%","17,287","160","1,684","일본","일본","판씨네마(주)","","","","","","","","","","","","","","","","","","","","","","","","0","02","2018",18,"","","","","","3"
"576","드래곤 프린세스","2018.7.5","107,274,200","0.0%","17,065","215","1,000","러시아","러시아","(주)박수엔터테인먼트"," 알트욤 루키체프","","","","","","","","","","","","","","","","","","","","","","","0","07","2018",18,"","","","","","3"
"577","탑건","1987.12.19","136,651,200","0.0%","16,936","164","1,826","미국","미국","(주)리틀빅픽쳐스"," 조셉 코신스키","","","","","",""," 톰 크루즈"," 제니퍼 코넬리"," 존 햄"," 마일즈 텔러","","","","","","","","","","","","","2018.8.29","08","2018",18,"","","","","","2"
"578","파이널 포트레이트","2018.9.27","147,295,066","0.0%","16,933","55","1,228","영국","영국","(주)팝엔터테인먼트"," 스탠리 투치","","","","","",""," 제프리 러쉬"," 아미 해머"," 클레멘스 포시"," 토니 샬호브","","","","","","","","","","","","","0","09","2018",18,"","","","","","3"
"579","호비와 매직 아일랜드","2018.6.6","118,152,000","0.0%","16,914","114","1,253","일본","일본","(주)머스트씨무비릴리징컴퍼니"," 히로시 카와마타"," 히로 타카시마","","","","",""," 오은수"," 송영인"," 방지원"," 신정훈","","","","","","","","","","","","","0","06","2018",18,"","","","","","3"
"580","더 스퀘어","2018.8.2","137,702,400","0.0%","16,764","43","841","스웨덴","스웨덴,독일,프랑스,덴마크","아이 엠","","","","","","","","","","","","","","","","","","","","","","","","0","08","2018",18,"","","","","","3"
"581","토니스토리2: 고철왕국의 친구들","2018.6.13","120,931,600","0.0%","16,685","268","1,365","독일","독일","(주)박수엔터테인먼트"," 토머스 보덴스테인"," 마커스 하먼","","","","",""," 신정훈"," 이민형"," 오은수"," 송영인","","","","","","","","","","","","","0","06","2018",18,"","","","","","3"
"582","주문은 토끼입니까?? ~디어 마이 시스터~","2018.1.18","121,079,000","0.0%","16,655","84","1,240","일본","일본","(주)애니플러스"," 하시모토 히로유키","","","","","",""," 사쿠라 아야네"," 미나세 이노리"," 타네다 리사"," 사토 사토미"," 우치다 마아야","","","","","","","","","","","","0","01","2018",18,"","","","","","3"
"583","내 이야기!!","2018.4.12","143,052,800","0.0%","16,655","143","2,242","일본","일본","(주)영화사오원"," 카와이 하야토","","","","","",""," 스즈키 료헤이"," 나가노 메이"," 사카구치 켄타로","","","","","","","","","","","","","","0","04","2018",18,"","","","","","3"
"584","바니부기: 드래곤 에그를 찾아서","2018.9.12","122,931,400","0.0%","16,505","280","1,374","중국","중국","(주)박수엔터테인먼트"," 리양우","","","","","",""," 오은수"," 신정훈"," 조연우"," 방지원"," 송영인"," 박상우","","","","","","","","","","","0","09","2018",18,"","","","","","3"
"585","아기곰 보보 구출 대작전","2018.4.25","117,475,900","0.0%","16,447","207","1,236","노르웨이","노르웨이","와이드 릴리즈(주)"," 라스무스 A. 실버르센","","","","","",""," 허성재"," 조연우"," 박상우"," 신정훈"," 방지원"," 오은수","","","","","","","","","","","0","04","2018",18,"","","","","","3"
"586","아기돼지 3형제와 쿵푸랜드","2018.2.1","106,685,100","0.0%","16,268","154","921","중국","중국","와이드 릴리즈(주)"," 유위","","","","","",""," 윤아영"," 이소은"," 최정현"," 이규창","","","","","","","","","","","","","0","02","2018",18,"","","","","","3"
"587","위 베어 베어스: 베이비 베어스","2018.5.24","125,617,200","0.0%","16,136","300","1,587","미국","미국","(주)팝엔터테인먼트"," 매니 에르난데스","","","","","",""," 이재현"," 조경이"," 안영미","","","","","","","","","","","","","","0","05","2018",18,"","","","","","2"
"588","트와일라잇","2008.12.10","119,297,550","0.0%","15,481","96","924","미국","미국","판씨네마(주),(주)넥스트엔터테인먼트월드(NEW)"," 로버트 벤튼","","","","","",""," 폴 뉴먼"," 수잔 서랜든"," 진 핵크만","","","","","","","","","","","","","","2018.12.12","12","2018",18,"","","","","","2"
"589","군산: 거위를 노래하다","2018.11.8","126,520,500","0.0%","15,333","92","2,195","한국","한국","(주)트리플픽쳐스"," 장률","","","","","",""," 박해일"," 문소리"," 정진영"," 박소담","","","","","","","","","","","","","0","11","2018",18,"","","","","","1"
"590","내안의 그놈","2019.1.9","118,536,000","0.0%","15,171","14","69","한국","한국","(주)메리크리스마스,TCO(주)더콘텐츠온"," 강효진","","","","","",""," 진영"," 박성웅"," 라미란","","","","","","","","","","","","","","0","01","2019",18,"","","","","","1"
"591","캡틴 샤키","2018.11.22","106,257,150","0.0%","15,100","175","888","독일","독일","예지림엔터테인먼트"," 허버트 베일란드","","","","","",""," 최정현"," 김경희"," 민아"," 박상훈"," 석승훈"," 홍진욱","","","","","","","","","","","0","11","2018",18,"","","","","","3"
"592","빅 식","2018.7.18","121,476,400","0.0%","15,042","136","1,509","미국","미국","(주)리틀빅픽쳐스","","","","","","","","","","","","","","","","","","","","","","","","0","07","2018",18,"","","","","","2"
"593","토이 가디언즈","2018.3.15","114,322,000","0.0%","14,857","136","1,017","중국","중국,프랑스","(주)팝엔터테인먼트"," 신우"," 황연","","","","",""," 박소라"," 장경희"," 안종덕"," 고성일"," 박영화"," 변종필"," 윤복성","","","","","","","","","","0","03","2018",18,"","","","","","3"
"594","너는 여기에 없었다","2018.10.4","128,842,450","0.0%","14,487","47","1,137","프랑스","프랑스,미국","(주)팝엔터테인먼트"," 린 램지","","","","","",""," 호아킨 피닉스"," 예카테리나 삼소노프","","","","","","","","","","","","","","","0","10","2018",18,"","","","","","3"
"595","해피 어게인","2018.3.28","105,241,900","0.0%","14,344","98","1,452","미국","미국","(주)엣나인필름"," 커트 보엘커","","","","","",""," J.K. 시몬스"," 줄리 델피"," 조쉬 위긴스"," 오데야 러쉬","","","","","","","","","","","","","0","03","2018",18,"","","","","","2"
"596","류이치 사카모토: 코다","2018.6.14","122,844,400","0.0%","14,303","49","1,202","일본","일본","주식회사 씨네룩스"," 스티븐 쉬블","","","","","",""," 류이치 사카모토","","","","","","","","","","","","","","","","0","06","2018",18,"","","","","","3"
"597","유니콘 원정대: 비밀의 다이어리","2018.6.21","109,649,600","0.0%","14,261","235","1,154","인도","인도","(주)팝엔터테인먼트"," 카말 반살","","","","","",""," 최원형"," 변종필"," 장은숙"," 안종덕"," 장경희"," 이민하","","","","","","","","","","","0","06","2018",18,"","","","","","3"
"598","오직 사랑뿐","2018.2.8","111,063,718","0.0%","14,215","105","1,371","영국","영국","(주)팝엔터테인먼트"," 엠마 아산테","","","","","",""," 로자먼드 파이크"," 데이빗 오예로워","","","","","","","","","","","","","","","0","02","2018",18,"","","","","","3"
"599","아이, 토냐","2018.3.8","114,741,400","0.0%","14,002","186","1,866","미국","미국","(주)영화사 진진,(주)누리픽쳐스"," 크레이그 질레스피","","","","","",""," 마고 로비"," 세바스찬 스탠","","","","","","","","","","","","","","","0","03","2018",18,"","","","","","2"
"600","명량","2014.7.30","135,748,398,910","8.20%","17,613,682","1,587","188,611","한국","한국","(주)씨제이이엔엠"," 김한민","",""," 최민식",NA,NA,NA," 류승룡"," 조진웅","","","","","","","","","","","",NA,NA,NA,"0","07","2014",14,NA,NA,NA,NA,NA,"1"
"601","겨울왕국","2014.1.16","82,461,504,400","5.00%","10,296,101","1,010","157,683","미국","미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","01","2014",14,NA,NA,NA,NA,NA,"2"
"602","인터스텔라","2014.11.6","80,671,424,300","4.80%","10,105,247","1,410","166,218","미국","미국,영국","워너브러더스 코리아(주)"," 크리스토퍼 놀란","",""," 매튜 맥커너히",NA,NA,NA," 앤 해서웨이"," 마이클 케인"," 제시카 차스테인","","","","","","","","","","",NA,NA,NA,"0","11","2014",14,NA,NA,NA,NA,NA,"2"
"603","해적: 바다로 간 산적","2014.8.6","66,370,682,706","4.00%","8,666,046","910","133,350","한국","한국","롯데쇼핑㈜롯데엔터테인먼트"," 이석훈","",""," 김남길",NA,NA,NA," 손예진","","","","","","","","","","","","",NA,NA,NA,"0","08","2014",14,NA,NA,NA,NA,NA,"1"
"604","수상한 그녀","2014.1.22","62,705,348,249","3.80%","8,657,982","1,027","136,975","한국","한국","(주)씨제이이엔엠"," 황동혁","",""," 심은경",NA,NA,NA," 나문희"," 박인환"," 성동일"," 이진욱","","","","","","","","","",NA,NA,NA,"0","01","2014",14,NA,NA,NA,NA,NA,"1"
"605","변호인","2013.12.18","41,918,383,800","2.50%","5,687,571","925","97,261","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"," 양우석","",""," 송강호",NA,NA,NA," 김영애"," 오달수"," 곽도원"," 임시완","","","","","","","","","",NA,NA,NA,"0","12","2013",14,NA,NA,NA,NA,NA,"1"
"606","국제시장","2014.12.17","41,089,567,596","2.50%","5,345,677","966","63,603","한국","한국","(주)씨제이이엔엠"," 윤제균","",""," 황정민",NA,NA,NA," 김윤진"," 오달수"," 정진영","","","","","","","","","","",NA,NA,NA,"0","12","2014",14,NA,NA,NA,NA,NA,"1"
"607","트랜스포머: 사라진 시대","2014.6.25","44,012,752,845","2.60%","5,295,836","1,602","107,875","미국","미국","(주)씨제이이엔엠"," 마이클 베이","",""," 마크 월버그",NA,NA,NA," 니콜라 펠츠"," 잭 레이너"," 스탠리 투치"," 리빙빙","","","","","","","","","",NA,NA,NA,"0","06","2014",14,NA,NA,NA,NA,NA,"2"
"608","군도: 민란의 시대","2014.7.23","36,988,022,499","2.20%","4,774,931","1,394","67,237","한국","한국","(주)쇼박스"," 윤종빈","",""," 하정우",NA,NA,NA," 강동원","","","","","","","","","","","","",NA,NA,NA,"0","07","2014",14,NA,NA,NA,NA,NA,"1"
"609","엣지 오브 투모로우","2014.6.4","38,732,961,201","2.30%","4,699,307","801","94,559","미국","미국","워너브러더스 코리아(주)"," 더그 라이만","",""," 톰 크루즈",NA,NA,NA," 에밀리 블런트"," 빌 팩스톤","","","","","","","","","","","",NA,NA,NA,"0","06","2014",14,NA,NA,NA,NA,NA,"2"
"610","엑스맨: 데이즈 오브 퓨처 패스트","2014.5.22","34,654,558,766","2.10%","4,313,871","1,056","82,722","미국","미국","이십세기폭스코리아(주)"," 브라이언 싱어","",""," 휴 잭맨",NA,NA,NA," 제임스 맥어보이"," 마이클 패스벤더"," 제니퍼 로렌스","","","","","","","","","","",NA,NA,NA,"0","05","2014",14,NA,NA,NA,NA,NA,"2"
"611","어메이징 스파이더맨 2","2014.4.23","34,869,101,800","2.10%","4,168,353","1,312","91,715","미국","미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)"," 마크 웹","",""," 앤드류 가필드",NA,NA,NA," 엠마 스톤","","","","","","","","","","","","",NA,NA,NA,"0","04","2014",14,NA,NA,NA,NA,NA,"2"
"612","타짜-신의 손","2014.9.3","32,373,120,927","1.90%","4,015,361","890","80,584","한국","한국","롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스"," 강형철","",""," T.O.P",NA,NA,NA," 신세경"," 곽도원"," 이하늬","","","","","","","","","","",NA,NA,NA,"0","09","2014",14,NA,NA,NA,NA,NA,"1"
"613","혹성탈출: 반격의 서막","2014.7.10","31,514,053,095","1.90%","4,002,560","956","72,881","미국","미국","이십세기폭스코리아(주)"," 맷 리브스","",""," 앤디 서키스",NA,NA,NA," 게리 올드만"," 제이슨 클락"," 주디 그리어"," 케리 러셀","","","","","","","","","",NA,NA,NA,"0","07","2014",14,NA,NA,NA,NA,NA,"2"
"614","캡틴 아메리카: 윈터 솔져","2014.3.26","31,711,040,385","1.90%","3,963,251","1,106","110,109","미국","미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)"," 조 루소"," 안소니 루소",""," 크리스 에반스",NA,NA,NA," 스칼릿 조핸슨"," 사무엘 L. 잭슨","","","","","","","","","","","",NA,NA,NA,"0","03","2014",14,NA,NA,NA,NA,NA,"2"
"615","역린","2014.4.30","29,894,266,890","1.80%","3,849,552","1,054","83,296","한국","한국","롯데쇼핑㈜롯데엔터테인먼트"," 이재규","",""," 현빈",NA,NA,NA," 정재영"," 조정석"," 조재현"," 한지민","","","","","","","","","",NA,NA,NA,"0","04","2014",14,NA,NA,NA,NA,NA,"1"
"616","님아, 그 강을 건너지 마오","2014.11.27","29,845,829,479","1.80%","3,846,378","806","67,170","한국","한국","CGV아트하우스,(주)대명문화공장"," 진모영","",""," 조병만",NA,NA,NA," 강계열","","","","","","","","","","","","",NA,NA,NA,"0","11","2014",14,NA,NA,NA,NA,NA,"1"
"617","신의 한 수","2014.7.3","28,812,027,456","1.70%","3,566,852","794","77,109","한국","한국","(주)쇼박스","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","07","2014",14,NA,NA,NA,NA,NA,"1"
"618","끝까지 간다","2014.5.29","27,007,303,900","1.60%","3,450,305","645","84,875","한국","한국","(주)쇼박스"," 김성훈","",""," 이선균",NA,NA,NA," 조진웅","","","","","","","","","","","","",NA,NA,NA,"0","05","2014",14,NA,NA,NA,NA,NA,"1"
"619","비긴 어게인","2014.8.13","27,098,834,504","1.60%","3,427,524","525","82,684","미국","미국","판씨네마(주)"," 존 카니","",""," 키이라 나이틀리",NA,NA,NA," 마크 러팔로"," 애덤 리바인"," 헤일리 스테인펠드","","","","","","","","","","",NA,NA,NA,"0","08","2014",14,NA,NA,NA,NA,NA,"2"
"620","드래곤 길들이기 2","2014.7.23","23,979,935,189","1.40%","3,000,056","829","51,924","미국","미국","(주)씨제이이엔엠"," 딘 데블로이스","",""," 제이 바루첼",NA,NA,NA," 제라드 버틀러"," 아메리카 페레라","","","","","","","","","","","",NA,NA,NA,"0","07","2014",14,NA,NA,NA,NA,NA,"2"
"621","표적","2014.4.30","22,256,769,300","1.30%","2,841,828","716","72,255","한국","한국","(주)씨제이이엔엠"," 창감독","",""," 류승룡",NA,NA,NA," 유준상"," 이진욱"," 김성령"," 조여정"," 조은지","","","","","","","","",NA,NA,NA,"0","04","2014",14,NA,NA,NA,NA,NA,"1"
"622","메이즈 러너","2014.9.18","21,489,367,677","1.30%","2,812,427","655","71,048","미국","미국","이십세기폭스코리아(주)"," 웨스 볼","",""," 딜런 오브라이언",NA,NA,NA," 토마스 생스터"," 카야 스코델라리오"," 이기홍","","","","","","","","","","",NA,NA,NA,"0","09","2014",14,NA,NA,NA,NA,NA,"2"
"623","호빗: 다섯 군대 전투","2014.12.17","21,428,483,344","1.30%","2,509,887","926","43,833","미국","미국,뉴질랜드","워너브러더스 코리아(주)"," 피터 잭슨","",""," 마틴 프리먼",NA,NA,NA," 이안 맥켈런"," 리처드 아미티지","","","","","","","","","","","",NA,NA,NA,"0","12","2014",14,NA,NA,NA,NA,NA,"2"
"624","나의 사랑 나의 신부","2014.10.8","16,636,404,305","1.00%","2,141,155","629","69,681","한국","한국","씨네그루(주)다우기술"," 임찬상","",""," 조정석",NA,NA,NA," 신민아","","","","","","","","","","","","",NA,NA,NA,"0","10","2014",14,NA,NA,NA,NA,NA,"1"
"625","논스톱","2014.2.27","16,066,549,940","1.00%","2,084,482","582","58,217","미국","미국,프랑스","(주)넥스트엔터테인먼트월드(NEW)","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","02","2014",14,NA,NA,NA,NA,NA,"2"
"626","인투 더 스톰","2014.8.28","16,157,166,332","1.00%","2,078,698","585","45,899","미국","미국","워너브러더스 코리아(주)"," 애덤 브라운","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","08","2014",14,NA,NA,NA,NA,NA,"2"
"627","노아","2014.3.20","15,514,373,500","0.90%","2,026,594","952","56,722","미국","미국","(주)씨제이이엔엠","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","03","2014",14,NA,NA,NA,NA,NA,"2"
"628","남자가 사랑할 때","2014.1.22","14,510,222,300","0.90%","1,979,311","531","41,123","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"," 한동욱","",""," 황정민",NA,NA,NA," 한혜진","","","","","","","","","","","","",NA,NA,NA,"0","01","2014",14,NA,NA,NA,NA,NA,"1"
"629","루시","2014.9.3","16,468,076,039","1.00%","1,974,893","641","44,585","미국","미국,프랑스","유니버설픽쳐스인터내셔널 코리아(유)","","","","",NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"0","09","2014",14,NA,NA,NA,NA,NA,"2"
"630","용의자","2013.12.24","14,408,028,500","0.90%","1,954,586","618","42,310","한국","한국","(주)쇼박스"," 원신연","",""," 공유",NA,NA,NA," 박희순"," 조성하"," 유다인"," 김성균"," 조재윤","","","","","","","","",NA,NA,NA,"0","12","2013",14,NA,NA,NA,NA,NA,"1"
"631","기술자들","2014.12.24","13,652,480,148","0.80%","1,778,083","641","24,416","한국","한국","롯데쇼핑㈜롯데엔터테인먼트"," 김홍선","",""," 김우빈",NA,NA,NA," 김영철"," 고창석"," 이현우"," 조윤희"," 임주환","","","","","","","","",NA,NA,NA,"0","12","2014",14,NA,NA,NA,NA,NA,"1"
