"","name","date","sales","sales_share","boxoffice_num","num_of_screen","rep_nation","nation","num_of_screenings","distributor","director1","director2","director3","director4","director5","director6","director7","actor1","actor2","actor3","actor4","actor5","actor6","actor7","actor8","actor9","actor10","actor11","actor12","actor13","actor14","actor15","actor16","date2","month","year","y","director8","director9","actor17","actor18","actor19","nation2"
"425","크레이지 리치 아시안","2018.10.25","1,333,313,141","0.1%","154,297","531","12,370","미국","미국","워너브러더스 코리아(주)"," 존 추","","","","","",""," 콘스탄스 우"," 헨리 골딩"," 양자경"," 젬마 찬"," 아콰피나","","","","","","","","","","","","0","10","2018",18,"","","","","","2"
"426","다운사이징","2018.1.11","1,236,582,004","0.1%","150,215","511","8,377","미국","미국","롯데쇼핑㈜롯데엔터테인먼트"," 알렉산더 페인","","","","","",""," 맷 데이먼"," 크리스토프 왈츠"," 홍 차우","","","","","","","","","","","","","","0","01","2018",18,"","","","","","2"
"427","나를 기억해","2018.4.19","1,230,898,892","0.1%","141,222","545","14,322","한국","한국","(주)키다리이엔티"," 이한욱","","","","","",""," 이유영"," 김희원","","","","","","","","","","","","","","","0","04","2018",18,"","","","","","1"
"428","더 포스트","2018.2.28","1,102,464,148","0.1%","139,389","281","6,797","미국","미국","CGV아트하우스"," 스티븐 스필버그","","","","","",""," 메릴 스트립"," 톰 행크스","","","","","","","","","","","","","","","0","02","2018",18,"","","","","","2"
"429","빅샤크: 매직체인지","2018.6.27","1,012,461,700","0.1%","138,740","414","4,874","중국","중국","와이드 릴리즈(주)"," 헤 질리","","","","","",""," 이제인"," 장병관"," 김사라"," 김한나"," 윤세웅"," 홍후백"," 김경희"," 이슬","","","","","","","","","0","06","2018",18,"","","","","","3"
"430","독전: 익스텐디드 컷","2018.7.18","845,770,600","0.0%","137,871","398","5,656","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"," 이해영","","","","","",""," 조진웅"," 류준열"," 김주혁"," 김성령"," 박해준","","","","","","","","","","","","0","07","2018",18,"","","","","","1"
"431","얼리맨","2018.5.3","939,872,000","0.1%","122,359","597","5,347","영국","영국","(주)이수C&E"," 닉 파크","","","","","",""," 에디 레드메인"," 톰 히들스턴"," 메이지 윌리암스","","","","","","","","","","","","","","0","05","2018",18,"","","","","","3"
"432","부탁 하나만 들어줘","2018.12.12","992,810,788","0.1%","115,024","461","8,521","미국","미국","(주)팝엔터테인먼트"," 폴 페이그","","","","","",""," 블레이크 라이블리"," 안나 켄드릭","","","","","","","","","","","","","","","0","12","2018",18,"","","","","","2"
"433","안녕, 나의 소녀","2018.5.16","870,407,954","0.0%","111,751","155","6,145","대만","대만","오드"," 사준의","","","","","",""," 류이호"," 송운화","","","","","","","","","","","","","","","0","05","2018",18,"","","","","","3"
"434","당갈","2018.4.25","906,597,500","0.0%","109,465","260","5,700","인도","인도","(주)넥스트엔터테인먼트월드(NEW)","","","","","","","","","","","","","","","","","","","","","","","","0","04","2018",18,"","","","","","3"
"435","할로윈","2018.10.31","891,158,713","0.0%","108,780","536","9,836","미국","미국","유니버설픽쳐스인터내셔널 코리아(유)","","","","","","","","","","","","","","","","","","","","","","","","0","10","2018",18,"","","","","","2"
"436","레드 스패로","2018.2.28","860,743,700","0.0%","108,344","389","6,659","미국","미국","이십세기폭스코리아(주)"," 프란시스 로렌스","","","","","",""," 제니퍼 로렌스"," 조엘 에저튼"," 마티아스 쇼에나에츠","","","","","","","","","","","","","","0","02","2018",18,"","","","","","2"
"437","레이디 버드","2018.4.4","828,329,700","0.0%","101,781","344","7,258","미국","미국","유니버설픽쳐스인터내셔널 코리아(유)"," 그레타 거윅","","","","","",""," 시얼샤 로넌","","","","","","","","","","","","","","","","0","04","2018",18,"","","","","","2"
"438","게이트","2018.2.28","821,271,100","0.0%","101,381","208","5,474","한국","한국","(주)제이앤씨미디어그룹","","","","","","","","","","","","","","","","","","","","","","","","0","02","2018",18,"","","","","","1"
"439","미니특공대X","2018.3.22","746,262,200","0.0%","100,164","458","5,452","한국","한국","(주)삼지애니메이션","","","","","","","","","","","","","","","","","","","","","","","","0","03","2018",18,"","","","","","1"
"440","여중생A","2018.6.20","811,686,000","0.0%","97,849","479","10,242","한국","한국","롯데컬처웍스(주)롯데엔터테인먼트"," 이경섭","","","","","",""," 김환희"," 수호","","","","","","","","","","","","","","","0","06","2018",18,"","","","","","1"
"441","쓰리 빌보드","2018.3.15","800,125,700","0.0%","97,480","110","4,013","미국","미국","이십세기폭스코리아(주)"," 마틴 맥도나","","","","","",""," 프란시스 맥도맨드"," 우디 해럴슨"," 샘 록웰","","","","","","","","","","","","","","0","03","2018",18,"","","","","","2"
"442","마야2","2018.2.1","696,489,700","0.0%","97,165","429","4,178","독일","독일","(주)영화사 빅"," 노엘 클리어리"," 세르지오 델피노","","","","",""," 김서영"," 김명준"," 김소희"," 임채헌"," 윤세웅","","","","","","","","","","","","0","02","2018",18,"","","","","","3"
"443","커다랗고 커다랗고 커다란 배","2018.5.3","747,704,900","0.0%","95,459","350","3,440","덴마크","덴마크","예지림엔터테인먼트","","","","","","","","","","","","","","","","","","","","","","","","0","05","2018",18,"","","","","","3"
"444","플로리다 프로젝트","2018.3.7","794,251,100","0.0%","94,822","126","5,226","미국","미국","오드"," 션 베이커","","","","","",""," 윌렘 대포"," 브루클린 프린스"," 브리아 비나이트","","","","","","","","","","","","","","0","03","2018",18,"","","","","","2"
"445","극장판 포켓몬스터 너로 정했다!","2017.12.21","696,785,800","0.0%","94,300","417","2,653","일본","일본","(주)이수C&E"," 유야마 쿠니히코","","","","","",""," 마츠모토 리카"," 오오타니 이쿠에","","","","","","","","","","","","","","","0","12","2017",18,"","","","","","3"
"446","베일리 어게인","2018.11.22","796,864,900","0.0%","93,691","189","5,777","미국","미국","(주)홈초이스"," 라세 할스트롬","","","","","",""," 조시 게드"," 데니스 퀘이드"," K.J. 아파"," 브라이스 게이사르"," 브릿 로버트슨","","","","","","","","","","","","0","11","2018",18,"","","","","","2"
"447","루이스","2018.9.20","729,147,750","0.0%","93,000","325","3,547","독일","독일","(주)스마일이엔티","","","","","","","","","","","","","","","","","","","","","","","","0","09","2018",18,"","","","","","3"
"448","셜록 놈즈","2018.10.3","682,265,200","0.0%","91,036","440","3,441","미국","미국","(주)키다리이엔티,(주)삼백상회"," 존 스티븐슨","","","","","",""," 조니 뎁"," 에밀리 블런트"," 제임스 맥어보이","","","","","","","","","","","","","","0","10","2018",18,"","","","","","2"
"449","신은 죽지 않았다 3: 어둠 속의 빛","2018.7.19","668,561,400","0.0%","86,295","179","3,393","미국","미국","(주)영화사 그램,(재)CBS"," 마이클 메이슨","","","","","",""," 데이빗 A.R. 화이트"," 존 코베트"," 쉐인 하퍼"," 테드 맥긴리"," 테이텀 오닐","","","","","","","","","","","","0","07","2018",18,"","","","","","2"
"450","출국","2018.11.14","640,943,850","0.0%","81,880","274","4,628","한국","한국","","","","","","","","","","","","","","","","","","","","","","","","","0","11","2018",18,"","","","","","1"
"451","호텔 아르테미스","2018.7.18","646,127,100","0.0%","77,794","465","7,876","미국","미국","판씨네마(주)"," 드류 피어스","","","","","",""," 조디 포스터"," 데이브 바티스타"," 소피아 부텔라"," 스털링 K. 브라운","","","","","","","","","","","","","0","07","2018",18,"","","","","","2"
"452","올 더 머니","2018.2.1","568,551,500","0.0%","70,310","260","4,336","미국","미국","판씨네마(주)"," 리들리 스콧","","","","","",""," 미셸 윌리엄스"," 크리스토퍼 플러머"," 마크 월버그","","","","","","","","","","","","","","0","02","2018",18,"","","","","","2"
