rank,name,date,sales ,sales_share,boxoffice_num,num_of_screen,num_of_screenings,nation,rep_nation,distributor
21,프리즌,2017.3.23,"23,790,276,987",1.4%,"2,931,897","1,047","89,024",한국,한국,(주)쇼박스
22,덩케르크,2017.7.20,"24,550,541,348",1.4%,"2,788,732","1,252","65,906",미국,"미국,영국",워너브러더스 코리아(주)
23,가디언즈 오브 갤럭시 VOL. 2,2017.5.3,"23,452,686,686",1.3%,"2,735,721","1,218","63,789",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
24,살인자의 기억법,2017.9.6,"21,375,287,492",1.2%,"2,658,589","1,064","88,686",한국,한국,(주)쇼박스
25,트랜스포머: 최후의 기사,2017.6.21,"21,501,959,228",1.2%,"2,614,601","1,739","87,234",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
26,보안관,2017.5.3,"20,844,488,409",1.2%,"2,588,628","1,091","63,709",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
27,조작된 도시,2017.2.9,"20,143,992,587",1.1%,"2,515,501","1,019","62,241",한국,한국,(주)씨제이이엔엠
28,보스 베이비,2017.5.3,"18,936,306,704",1.1%,"2,452,245","1,116","48,379",미국,미국,(주)씨제이이엔엠
29,재심,2017.2.15,"19,266,319,637",1.1%,"2,421,197",935,"68,402",한국,한국,"오퍼스픽쳐스(유),CGV아트하우스"
30,박열,2017.6.28,"18,093,639,795",1.0%,"2,359,206","1,176","78,499",한국,한국,메가박스중앙(주)플러스엠
31,모아나,2017.1.12,"18,056,417,307",1.0%,"2,310,206",953,"53,162",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
32,마스터,2016.12.21,"18,283,595,800",1.0%,"2,215,266","1,245","56,141",한국,한국,(주)씨제이이엔엠
33,로건,2017.3.1,"18,391,060,223",1.0%,"2,169,109",954,"68,709",미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)"
34,원더 우먼,2017.5.31,"17,468,588,886",1.0%,"2,165,401","1,034","57,818",미국,미국,워너브러더스 코리아(주)
35,겟 아웃,2017.5.17,"17,431,830,075",1.0%,"2,138,174",945,"56,530",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
36,혹성탈출: 종의 전쟁,2017.8.15,"16,854,482,778",1.0%,"2,051,315","1,017","44,543",미국,미국,이십세기폭스코리아(주)
37,1987,2017.12.27,"15,254,004,037",0.9%,"1,942,077","1,299","27,619",한국,한국,(주)씨제이이엔엠
38,애나벨 : 인형의 주인,2017.8.10,"15,527,492,238",0.9%,"1,934,270","1,006","35,103",미국,미국,워너브러더스 코리아(주)
39,노무현입니다,2017.5.25,"14,556,517,612",0.8%,"1,855,149",775,"61,327",한국,한국,"CGV아트하우스,영화사 풀"
40,저스티스 리그,2017.11.15,"14,629,677,795",0.8%,"1,786,383","1,308","73,390",미국,미국,워너브러더스 코리아(주)
41,킬러의 보디가드,2017.8.30,"14,020,395,800",0.8%,"1,721,757",482,"42,002",미국,미국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온"
42,콩: 스컬 아일랜드,2017.3.8,"13,990,563,383",0.8%,"1,689,717",984,"56,425",미국,미국,워너브러더스 코리아(주)
43,23 아이덴티티,2017.2.22,"13,609,648,135",0.8%,"1,675,819",952,"44,104",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
44,임금님의 사건수첩,2017.4.26,"12,651,193,723",0.7%,"1,635,003","1,054","53,005",한국,한국,(주)씨제이이엔엠
45,부라더,2017.11.2,"11,783,109,998",0.7%,"1,492,903",889,"54,975",한국,한국,메가박스중앙(주)플러스엠
46,기억의 밤,2017.11.29,"10,646,654,660",0.6%,"1,386,611",759,"52,847",한국,한국,"메가박스중앙(주)플러스엠,주식회사 키위컴퍼니"
47,해피 데스데이,2017.11.8,"11,004,455,402",0.6%,"1,382,650",714,"52,101",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
48,브이아이피,2017.8.23,"10,956,621,835",0.6%,"1,373,316",996,"44,650",한국,한국,워너브러더스 코리아(주)
49,특별시민,2017.4.26,"10,494,768,945",0.6%,"1,362,634","1,154","46,377",한국,한국,(주)쇼박스
50,에이리언: 커버넌트,2017.5.9,"10,745,826,264",0.6%,"1,307,226",841,"41,761",미국,"미국,호주,뉴질랜드",이십세기폭스코리아(주)
51,장산범,2017.8.17,"10,341,783,083",0.6%,"1,306,438",711,"34,768",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
52,악녀,2017.6.8,"9,739,662,144",0.6%,"1,208,081",685,"46,070",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
53,해빙,2017.3.1,"9,905,406,822",0.6%,"1,204,600",915,"46,227",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
54,라라랜드,2016.12.7,"9,822,110,162",0.6%,"1,185,287",590,"37,450",미국,미국,판씨네마(주)
55,하루,2017.6.15,"9,072,737,842",0.5%,"1,129,609",781,"45,808",한국,한국,CGV아트하우스
56,지오스톰,2017.10.19,"8,480,864,614",0.5%,"1,028,384",854,"35,453",미국,미국,워너브러더스 코리아(주)
57,스타워즈: 라스트 제다이,2017.12.14,"8,535,886,061",0.5%,"946,547","1,107","30,914",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
58,불한당: 나쁜 놈들의 세상,2017.5.17,"7,587,004,625",0.4%,"939,535",860,"37,913",한국,한국,(주)씨제이이엔엠
59,그것,2017.9.6,"7,335,022,607",0.4%,"888,836",837,"35,430",미국,미국,워너브러더스 코리아(주)
60,오리엔트 특급 살인,2017.11.29,"6,636,205,163",0.4%,"863,567",707,"35,031",미국,미국,이십세기폭스코리아(주)
61,대립군,2017.5.31,"6,276,963,402",0.4%,"837,500",809,"29,084",한국,한국,이십세기폭스코리아(주)
62,베이비 드라이버,2017.9.14,"6,699,906,214",0.4%,"822,769",778,"40,531",영국,영국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
63,위대한 쇼맨,2017.12.20,"6,657,027,200",0.4%,"814,585",702,"20,306",미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)"
64,뽀로로 극장판 공룡섬 대모험,2017.12.7,"5,848,888,600",0.3%,"773,743",803,"18,226",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
65,레지던트 이블: 파멸의 날,2017.1.25,"6,422,202,365",0.4%,"765,259",599,"24,450",미국,"미국,독일,호주,캐나다,프랑스",유니버설픽쳐스인터내셔널 코리아(유)
66,공각기동대 : 고스트 인 더 쉘,2017.3.29,"6,285,970,884",0.4%,"764,072",807,"36,261",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
67,트롤,2017.2.16,"5,011,161,500",0.3%,"675,966",622,"18,387",미국,미국,(주)씨제이이엔엠
68,패신저스,2017.1.4,"5,467,466,918",0.3%,"668,576",608,"21,517",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
69,씽,2016.12.21,"5,062,317,800",0.3%,"667,598",721,"17,191",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
70,아빠는 딸,2017.4.12,"5,054,757,395",0.3%,"647,305",586,"33,263",한국,한국,메가박스중앙(주)플러스엠
71,컨택트,2017.2.2,"5,214,551,521",0.3%,"634,150",605,"22,770",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
72,47 미터,2017.7.19,"4,686,079,657",0.3%,"590,045",733,"20,457",영국,영국,(주)키다리이엔티
73,메리와 마녀의 꽃,2017.12.7,"4,064,280,239",0.2%,"535,331",751,"21,383",일본,일본,CGV아트하우스
74,얼라이드,2017.1.11,"4,278,041,179",0.2%,"518,886",546,"19,875",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
75,발레리안: 천 개 행성의 도시,2017.8.30,"4,047,756,408",0.2%,"511,931",629,"23,405",프랑스,프랑스,판씨네마(주)
76,그레이트 월,2017.2.15,"4,355,441,358",0.2%,"501,486",598,"23,094",미국,"미국,중국",유니버설픽쳐스인터내셔널 코리아(유)
77,침묵,2017.11.2,"3,930,219,264",0.2%,"494,097",634,"23,228",한국,한국,(주)씨제이이엔엠
78,카3: 새로운 도전,2017.7.13,"3,599,544,501",0.2%,"487,916",800,"14,906",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
79,트리플 엑스 리턴즈,2017.2.8,"3,967,335,095",0.2%,"475,309",590,"20,692",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
80,리얼,2017.6.28,"3,357,312,530",0.2%,"470,105",970,"25,139",한국,한국,(주)씨제이이엔엠
81,너의 췌장을 먹고 싶어,2017.10.25,"3,703,660,800",0.2%,"465,265",218,"16,849",일본,일본,(주)넥스트엔터테인먼트월드(NEW)
82,라이프,2017.4.5,"3,791,748,210",0.2%,"459,984",647,"27,762",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
83,명탐정 코난:진홍의 연가,2017.8.2,"3,268,917,200",0.2%,"450,043",582,"9,763",일본,일본,(주)씨제이이엔엠
84,히든 피겨스,2017.3.23,"3,580,767,033",0.2%,"449,518",448,"19,742",미국,미국,이십세기폭스코리아(주)
85,반드시 잡는다,2017.11.29,"3,326,439,772",0.2%,"446,780",565,"24,559",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
86,원라인,2017.3.29,"3,319,035,433",0.2%,"435,048",613,"20,788",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
87,터닝메카드W: 블랙미러의 부활,2017.1.18,"3,215,588,500",0.2%,"429,933",570,"14,146",한국,한국,(주)키다리이엔티
88,스머프: 비밀의 숲,2017.4.28,"3,122,661,000",0.2%,"427,764",607,"10,658",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
89,로그 원: 스타워즈 스토리,2016.12.28,"3,920,458,500",0.2%,"422,822",810,"17,226",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
90,킹 아서: 제왕의 검,2017.5.17,"3,373,678,655",0.2%,"415,714",588,"20,315",영국,"영국,호주,미국",워너브러더스 코리아(주)
91,극장판 포켓몬스터 너로 정했다!,2017.12.21,"3,117,529,700",0.2%,"415,255",626,"7,796",일본,일본,(주)이수C&E
92,넛잡 2,2017.10.3,"3,069,388,100",0.2%,"411,787",526,"10,449",한국,"한국,캐나다,중국",롯데쇼핑㈜롯데엔터테인먼트
93,아메리칸 메이드,2017.9.14,"3,175,539,145",0.2%,"401,541",691,"26,356",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
94,러빙 빈센트,2017.11.9,"3,061,456,861",0.2%,"384,540",272,"14,651",영국,"영국,폴란드","(주)스튜디오디에이치엘,판씨네마(주)"
95,보통사람,2017.3.23,"2,956,397,623",0.2%,"383,336",621,"19,928",한국,한국,오퍼스픽쳐스(유)
96,대장 김창수,2017.10.19,"2,879,121,115",0.2%,"381,483",748,"21,744",한국,한국,"(주)키다리이엔티,주식회사 키위컴퍼니"
97,눈의 여왕 3: 눈과 불의 마법대결,2017.1.4,"2,694,247,700",0.2%,"366,442",526,"10,639",러시아,러시아,(주)이수C&E
98,어쌔신 크리드,2017.1.11,"2,899,784,921",0.2%,"355,913",566,"16,218",미국,"미국,영국,프랑스",이십세기폭스코리아(주)
99,플립,2017.7.12,"2,828,867,900",0.2%,"355,617",249,"13,177",미국,미국,(주)팝엔터테인먼트
100,석조저택 살인사건,2017.5.9,"2,829,106,886",0.2%,"353,517",539,"17,925",한국,한국,(주)키다리이엔티
101,싱글라이더,2017.2.22,"2,685,519,021",0.2%,"351,276",576,"16,746",한국,한국,워너브러더스 코리아(주)
102,7호실,2017.11.15,"2,677,284,639",0.2%,"347,790",629,"21,846",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
103,몬스터 패밀리,2017.12.21,"2,531,182,700",0.1%,"341,614",617,"6,636",독일,독일,(주)키다리이엔티
104,내 사랑,2017.7.12,"2,457,004,125",0.1%,"336,089",233,"11,939",아일랜드,"아일랜드,캐나다",오드
105,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,2017.7.20,"2,418,607,200",0.1%,"333,184",547,"7,619",일본,일본,(주)씨제이이엔엠
106,사랑하기 때문에,2017.1.4,"2,538,805,440",0.1%,"324,526",542,"15,214",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
107,희생부활자,2017.10.12,"2,515,479,835",0.1%,"323,628",781,"23,596",한국,한국,(주)쇼박스
108,옥자,2017.6.29,"2,437,680,900",0.1%,"322,157",111,"8,059",미국,미국,(주)넥스트엔터테인먼트월드(NEW)
109,블레이드 러너 2049,2017.10.12,"2,764,093,365",0.2%,"321,424",664,"16,789",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
110,빅풋 주니어,2017.8.9,"2,260,352,900",0.1%,"320,545",437,"8,128",벨기에,"벨기에,프랑스",(주)이수C&E
111,존 윅 - 리로드,2017.2.22,"2,205,582,600",0.1%,"276,379",250,"11,570",미국,미국,(주)제이앤씨미디어그룹
112,목소리의 형태,2017.5.9,"2,171,032,214",0.1%,"276,131",466,"11,035",일본,일본,(주)디스테이션
113,판도라,2016.12.7,"2,111,772,900",0.1%,"270,936",576,"9,512",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
114,공범자들,2017.8.17,"2,035,223,800",0.1%,"260,514",246,"10,978",한국,한국,(주)엣나인필름
115,미옥,2017.11.9,"1,897,705,564",0.1%,"238,587",635,"18,099",한국,한국,(주)키다리이엔티
116,어느날,2017.4.5,"1,846,581,582",0.1%,"234,829",532,"17,748",한국,한국,"오퍼스픽쳐스(유),CGV아트하우스"
117,딥,2017.10.3,"1,772,272,000",0.1%,"230,068",441,"6,243",스페인,스페인,(주)이수C&E
118,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017.9.27,"1,581,375,300",0.1%,"215,203",486,"6,240",일본,일본,(주)씨제이이엔엠
119,어쌔신: 더 비기닝,2017.12.7,"1,593,848,000",0.1%,"205,368",528,"13,437",미국,미국,(주)이수C&E
120,발레리나,2017.2.9,"1,519,845,400",0.1%,"202,916",434,"5,997",프랑스,"프랑스,캐나다",판씨네마(주)
121,50가지 그림자: 심연,2017.2.9,"1,589,180,900",0.1%,"189,620",435,"8,960",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
122,문라이트,2017.2.22,"1,408,700,595",0.1%,"178,141",191,"8,215",미국,미국,CGV아트하우스
123,핵소 고지,2017.2.22,"1,342,169,900",0.1%,"177,616",442,"8,947",미국,"미국,호주",판씨네마(주)
124,채비,2017.11.9,"1,260,467,864",0.1%,"177,428",480,"9,981",한국,한국,오퍼스픽쳐스(유)
125,"나는 내일, 어제의 너와 만난다",2017.10.12,"1,344,808,900",0.1%,"175,518",206,"8,684",일본,일본,(주)디스테이션
126,예수는 역사다,2017.7.13,"1,242,169,400",0.1%,"172,414",217,"4,858",미국,미국,(재)CBS
127,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,2017.8.10,"1,181,952,900",0.1%,"167,052",351,"4,274",일본,일본,(주)넥스트엔터테인먼트월드(NEW)
128,더 큐어,2017.2.15,"1,331,883,200",0.1%,"159,948",419,"8,298",미국,"미국,독일",이십세기폭스코리아(주)
129,이프 온리,2004.10.29,"1,276,866,400",0.1%,"159,627",168,"8,759",미국,미국,"유니코리아문예투자(주),CJ ENM"
130,아토믹 블론드,2017.8.30,"1,177,725,658",0.1%,"155,368",471,"12,300",미국,미국,(주)키다리이엔티
131,레고 닌자고 무비,2017.9.28,"1,149,394,400",0.1%,"154,966",459,"4,751",미국,미국,워너브러더스 코리아(주)
132,비정규직 특수요원,2017.3.16,"1,150,732,700",0.1%,"149,719",497,"11,132",한국,한국,"(주)이수C&E,(주)스톰픽쳐스코리아"
133,레고 배트맨 무비,2017.2.9,"1,175,424,305",0.1%,"148,760",427,"5,949",미국,미국,워너브러더스 코리아(주)
134,극장판 또봇: 로봇군단의 습격,2017.4.27,"1,090,835,800",0.1%,"141,865",231,"3,905",한국,한국,(주)씨제이이엔엠
135,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,2017.9.7,"1,055,895,200",0.1%,"137,052",232,"4,066",일본,일본,(주)씨제이이엔엠
136,로마의 휴일,2017.8.30,"993,321,176",0.1%,"134,827",436,"10,999",한국,한국,메가박스중앙(주)플러스엠
137,눈길,2017.3.1,"975,750,100",0.1%,"130,440",495,"9,899",한국,한국,"(주)엣나인필름,CGV아트하우스"
138,시간위의 집,2017.4.5,"1,020,724,600",0.1%,"128,975",454,"10,971",한국,한국,"(주)리틀빅픽쳐스,(주)페퍼민트앤컴퍼니"
139,명탐정 코난: 에피소드 원-작아진 명탐정,2017.2.8,"999,362,100",0.1%,"128,472",215,"4,172",일본,일본,(주)씨제이이엔엠
140,루돌프와 많이있어,2016.12.28,"944,763,200",0.1%,"126,483",372,"3,533",일본,일본,(주)씨제이이엔엠
141,저수지 게임,2017.9.7,"984,605,100",0.1%,"125,402",289,"7,669",한국,한국,(주)스마일이엔티
142,마이펫 오지,2017.2.16,"913,514,950",0.1%,"124,318",393,"5,326",스페인,"스페인,캐나다",롯데쇼핑㈜롯데엔터테인먼트
143,"서서평, 천천히 평온하게",2017.4.26,"878,090,400",0.0%,"123,344",234,"4,402",한국,한국,커넥트픽쳐스(주)
144,극장판 소드 아트 온라인 -오디널 스케일-,2017.2.23,"925,453,500",0.1%,"120,667",124,"3,830",일본,일본,(주)박수엔터테인먼트
145,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017.1.25,"905,611,600",0.1%,"119,197",334,"4,442",일본,일본,(주)넥스트엔터테인먼트월드(NEW)
146,파리로 가는 길,2017.8.3,"933,298,300",0.1%,"119,171",79,"3,271",미국,미국,(주)티캐스트
147,킹 오브 프리즘 - 프라이드 더 히어로,2017.6.10,"981,891,500",0.1%,"119,135",92,"3,857",일본,일본,"동우에이앤이(주),(주)박수엔터테인먼트"
148,여교사,2017.1.4,"947,192,460",0.1%,"116,851",393,"6,659",한국,한국,필라멘트픽쳐스
149,직쏘,2017.11.2,"972,332,500",0.1%,"111,506",175,"5,698",미국,미국,㈜코리아스크린
150,베이블레이드 버스트 갓 : 갓 발키리의 탄생,2017.6.1,"827,511,500",0.0%,"109,358",198,"2,687",일본,일본,(주)씨제이이엔엠
151,라이언,2017.2.1,"779,680,700",0.0%,"104,439",205,"6,325",호주,"호주,영국,미국",(주)이수C&E
152,더 테이블,2017.8.24,"830,762,100",0.0%,"103,054",272,"6,158",한국,한국,(주)엣나인필름
153,루시드 드림,2017.2.22,"759,481,000",0.0%,"102,170",461,"8,534",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
154,딥워터 호라이즌,2017.1.25,"784,555,543",0.0%,"101,303",433,"7,032",미국,미국,메가박스중앙(주)플러스엠
155,슈퍼 빼꼼: 스파이 대작전,2017.5.3,"712,385,900",0.0%,"99,693",358,"3,345",한국,한국,메가박스중앙(주)플러스엠
156,김광석,2017.8.30,"772,483,500",0.0%,"98,231",223,"6,265",한국,한국,(주)무빙픽쳐스컴퍼니
157,다크타워: 희망의 탑,2017.8.23,"761,759,275",0.0%,"97,017",497,"8,342",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
158,인비저블 게스트,2017.9.21,"762,930,200",0.0%,"94,877",232,"4,574",스페인,스페인,(주)더블앤조이픽쳐스
159,사일런스,2017.2.28,"700,818,300",0.0%,"94,750",342,"5,853",미국,"미국,대만,멕시코",(주)키다리이엔티
160,노 게임 노 라이프 -제로-,2017.10.19,"738,618,300",0.0%,"90,643",121,"3,347",일본,일본,(주)박수엔터테인먼트
161,몬스터 콜,2017.9.14,"699,851,900",0.0%,"89,560",349,"7,137",스페인,스페인,롯데쇼핑㈜롯데엔터테인먼트
162,다크 나이트,2008.8.6,"742,802,900",0.0%,"89,164",153,"3,811",미국,미국,"주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)"
163,지랄발광 17세,2017.6.28,"656,251,800",0.0%,"83,258",119,"5,393",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
164,파도가 지나간 자리,2017.3.8,"638,463,700",0.0%,"82,736",276,"5,754",미국,"미국,뉴질랜드,영국",CGV아트하우스
165,원더,2017.12.27,"632,389,700",0.0%,"81,680",178,"2,831",미국,미국,"CGV아트하우스,그린나래미디어(주)"
166,꼬마참새 리차드: 아프리카 원정대,2017.6.15,"599,076,600",0.0%,"81,136",319,"3,174",독일,"독일,벨기에,룩셈부르크,노르웨이",(주)키다리이엔티
167,너와 100번째 사랑,2017.5.25,"633,052,500",0.0%,"80,614",140,"3,895",일본,일본,(주)디스테이션
168,드래곤 스펠: 마법 꽃의 비밀,2017.8.15,"582,071,200",0.0%,"79,446",164,"2,445",독일,"독일,우크라이나",㈜코리아스크린
169,오즈: 신기한 마법가루,2017.7.20,"565,456,600",0.0%,"78,440",343,"2,758",러시아,러시아,(주)스마일이엔티
170,오두막,2017.4.20,"588,750,200",0.0%,"76,646",396,"5,681",미국,미국,판씨네마(주)
171,패트리어트 데이,2017.4.6,"593,983,618",0.0%,"74,827",375,"6,326",미국,미국,(주)이수C&E
172,파워레인져스: 더 비기닝,2017.4.20,"577,103,561",0.0%,"73,875",479,"7,880",미국,미국,(주)넥스트엔터테인먼트월드(NEW)
173,바다 탐험대 옥토넛 시즌4: 더 파이널,2017.6.1,"481,425,000",0.0%,"73,797",167,"2,880",영국,영국,와이드 릴리즈(주)
174,더 서클,2017.6.22,"578,129,700",0.0%,"71,362",169,"5,571",미국,미국,(주)키다리이엔티
175,극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지,2017.11.9,"501,257,700",0.0%,"65,895",370,"3,536",일본,일본,(주)넥스트엔터테인먼트월드(NEW)
176,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,2016.12.22,"481,444,900",0.0%,"63,518",300,"2,085",일본,일본,(주)이수C&E
177,극장판 쿠로코의 농구 라스트 게임,2017.4.27,"471,006,000",0.0%,"63,311",96,"3,083",일본,일본,(주)박수엔터테인먼트
178,뷰티풀 투모로우,2017.10.26,"552,273,700",0.0%,"63,279",47,"1,390",한국,한국,씨제이 씨지브이(CJ CGV)(주)
179,리틀 프린세스 소피아 : 신비한 섬,2017.9.28,"441,475,500",0.0%,"62,454",135,"2,823",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
180,더 크리스마스,2017.12.21,"461,785,500",0.0%,"62,082",158,"1,506",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
181,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,2017.1.25,"405,330,500",0.0%,"60,980",145,"2,647",영국,영국,와이드 릴리즈(주)
182,나의 붉은고래,2017.6.15,"445,550,500",0.0%,"58,454",390,"5,696",중국,중국,(주)영화사 빅
183,밤의 해변에서 혼자,2017.3.23,"439,416,092",0.0%,"57,056",133,"4,278",한국,한국,"(주)영화제작전원사 ,(주)콘텐츠판다"
184,래빗 스쿨,2017.11.23,"401,768,900",0.0%,"55,784",314,"2,277",독일,독일,예지림엔터테인먼트
185,맨체스터 바이 더 씨,2017.2.15,"446,621,000",0.0%,"55,658",109,"2,922",미국,미국,THE 픽쳐스
186,위시 어폰,2017.7.20,"437,183,000",0.0%,"55,586",279,"3,337",미국,미국,(주)이수C&E
187,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,2017.12.14,"424,665,700",0.0%,"54,988",207,"1,835",일본,일본,"(주)이수C&E,(주)에이원엔터테인먼트"
188,매혹당한 사람들,2017.9.6,"412,885,500",0.0%,"54,041",395,"5,848",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
189,튤립 피버,2017.12.14,"417,768,549",0.0%,"52,144",359,"4,444",영국,"영국,미국",(주)팝엔터테인먼트
190,윈드 리버,2017.9.14,"391,538,700",0.0%,"50,813",330,"5,055",미국,"미국,영국,캐나다","(주)다자인소프트,(주)유로커뮤니케이션"
191,언더더씨,2017.6.22,"382,413,600",0.0%,"49,958",163,"1,889",미국,미국,(주)팝엔터테인먼트
192,미스 슬로운,2017.3.29,"381,394,300",0.0%,"48,051",104,"3,066",미국,"미국,프랑스",(주)메인타이틀픽쳐스
193,매기스 플랜,2017.1.25,"382,361,800",0.0%,"47,668",94,"2,215",미국,미국,오드
194,잃어버린 도시 Z,2017.9.21,"362,053,440",0.0%,"47,088",398,"6,351",미국,미국,(주)영화사 빅
195,심야식당 2,2017.6.8,"366,613,900",0.0%,"46,700",235,"3,825",일본,일본,(주)디스테이션
196,마더!,2017.10.19,"368,306,382",0.0%,"46,677",398,"5,461",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
197,"그래, 가족",2017.2.15,"350,293,300",0.0%,"46,623",361,"5,294",한국,한국,월트디즈니컴퍼니코리아 유한책임회사
