rank,name,date,sales ,sales_share,boxoffice_num,num_of_screen,num_of_screenings,nation,rep_nation,distributor
198,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,2017.4.13,"317,454,000",0.0%,"45,484",164,"2,208",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
199,내가 죽기 전에 가장 듣고 싶은 말,2017.7.19,"332,742,600",0.0%,"45,347",154,"2,747",미국,미국,"(주)메인타이틀픽쳐스,주식회사 키위컴퍼니"
200,댄서,2017.4.13,"365,555,049",0.0%,"45,265",43,"2,156",영국,"영국,러시아,우크라이나,미국",(주)엣나인필름
201,"당신, 거기 있어줄래요",2016.12.14,"362,623,400",0.0%,"43,925",306,"2,223",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
202,하이큐!! 재능과 센스,2017.11.15,"308,774,500",0.0%,"42,972",105,"3,169",일본,일본,(주)이수C&E
203,꼬마돼지 베이브의 대모험,2017.6.15,"293,359,100",0.0%,"42,879",312,"2,389",독일,독일,(주)박수엔터테인먼트
204,"나, 다니엘 블레이크",2016.12.8,"299,865,700",0.0%,"42,860",65,"1,737",영국,영국,(주)영화사 진진
205,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,2017.11.16,"338,294,000",0.0%,"42,413",172,"2,797",일본,일본,(주)박수엔터테인먼트
206,예감은 틀리지 않는다,2017.8.10,"328,415,900",0.0%,"41,994",85,"1,645",영국,영국,CGV아트하우스
207,레이디버그,2017.2.22,"310,291,500",0.0%,"41,041",172,"2,158",한국,"한국,프랑스,일본",(주)삼지애니메이션
208,원스,2007.9.20,"325,585,400",0.0%,"40,936",147,"3,191",아일랜드,아일랜드,"(주)제이앤씨미디어그룹,(주)영화사 진진"
209,이모티: 더 무비,2017.8.2,"290,079,700",0.0%,"40,372",134,"1,949",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
210,산상수훈,2017.12.7,"287,246,000",0.0%,"40,073",71,"1,039",한국,한국,"이언픽쳐스,(주)그란"
211,스노든,2017.2.9,"325,035,562",0.0%,"40,043",278,"2,977",프랑스,"프랑스,독일,미국",(주)리틀빅픽쳐스
212,흑집사 -북 오브 더 아틀란틱-,2017.4.13,"287,368,000",0.0%,"38,224",94,"1,914",일본,일본,(주)박수엔터테인먼트
213,첫키스만 50번째,2004.4.15,"298,244,200",0.0%,"37,619",139,"2,638",미국,미국,"팝엔터테인먼트,한국소니픽쳐스릴리징브에나비스타영화㈜"
214,다시 태어나도 우리,2017.9.27,"290,883,943",0.0%,"37,364",118,"2,426",한국,한국,(주)엣나인필름
215,헤드윅,2002.8.9,"295,554,431",0.0%,"37,002",90,"2,330",미국,미국,"(주)엣나인필름,(주)씨네월드"
216,극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,2017.12.28,"279,848,900",0.0%,"36,450",191,"1,211",일본,일본,(주)박수엔터테인먼트
217,다크 하우스,2017.6.22,"295,604,100",0.0%,"36,350",278,"3,139",미국,미국,"(주)스톰픽쳐스코리아,(주)디스테이션"
218,반지의 제왕 : 반지원정대 (확장판),2017.1.11,"470,027,900",0.0%,"35,758",74,"1,112",뉴질랜드,"뉴질랜드,미국",(주)디스테이션
219,잠깐만 회사 좀 관두고 올게,2017.10.19,"279,455,400",0.0%,"35,429",271,"3,265",일본,일본,(주)이수C&E
220,엘르,2017.6.15,"279,049,100",0.0%,"35,368",56,"1,792",프랑스,"프랑스,독일,벨기에",소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
221,우리의 20세기,2017.9.27,"287,148,600",0.0%,"35,296",98,"2,106",미국,미국,그린나래미디어(주)
222,키코리키: 황금모자의 비밀,2017.1.25,"248,074,100",0.0%,"35,111",211,"1,936",러시아,러시아,(주)영화사 빅
223,피터와 모글리의 크리스마스 어드벤처,2017.11.23,"241,351,800",0.0%,"34,899",250,"1,705",인도,인도,(주)팝엔터테인먼트
224,어메이징 메리,2017.10.4,"279,960,500",0.0%,"34,777",61,"1,711",미국,미국,이십세기폭스코리아(주)
225,녹터널 애니멀스,2017.1.11,"284,555,179",0.0%,"34,616",219,"2,913",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
226,파운더,2017.4.20,"275,304,900",0.0%,"34,593",288,"3,536",미국,미국,CGV아트하우스
227,7번째 내가 죽던 날,2017.5.31,"261,910,400",0.0%,"34,567",230,"2,587",미국,미국,(주)키다리이엔티
228,더 플랜,2017.4.20,"263,526,895",0.0%,"34,225",156,"2,916",한국,한국,(주)엣나인필름
229,판타스틱 단편 걸작선 1,,"203,412,000",0.0%,"33,902",3,167,기타,기타,
230,가디언즈 오브 갤럭시,2014.7.31,"292,578,500",0.0%,"33,129",77,"1,747",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
231,하이큐!! 승자와 패자,2016.12.28,"235,520,000",0.0%,"32,293",97,"2,555",일본,일본,"(주)이수C&E,(주)팝엔터테인먼트"
232,극장판 위 베어 베어스: 곰 브라더스,2017.8.24,"230,410,600",0.0%,"32,021",307,"2,221",미국,미국,(주)팝엔터테인먼트
233,나는 부정한다,2017.4.26,"253,069,125",0.0%,"31,494",104,"2,055",영국,"영국,미국",(주)티캐스트
234,루터,2017.10.18,"219,196,300",0.0%,"31,314",94,"1,607",독일,독일,THE 픽쳐스
235,단지 세상의 끝,2017.1.18,"242,440,173",0.0%,"30,820",124,"2,259",캐나다,"캐나다,프랑스",(주)엣나인필름
236,"좋아해, 너를",2017.9.14,"265,102,800",0.0%,"30,714",101,"1,881",일본,일본,(주)디오시네마
237,리빙보이 인 뉴욕,2017.11.9,"248,619,800",0.0%,"30,379",158,"2,998",미국,미국,주식회사 더쿱
238,반지의 제왕 : 왕의 귀환 (확장판),2017.1.25,"370,268,000",0.0%,"30,349",56,869,뉴질랜드,"뉴질랜드,미국",(주)디스테이션
239,"나의 사랑, 그리스",2017.4.20,"241,875,000",0.0%,"30,181",123,"1,801",그리스,그리스,(주)팝엔터테인먼트
240,역모-반란의 시대,2017.11.23,"218,173,300",0.0%,"30,116",355,"4,100",한국,한국,(주)스톰픽쳐스코리아
241,너브,2017.1.11,"239,275,800",0.0%,"29,441",151,"2,437",미국,미국,(주)박수엔터테인먼트
242,세 번째 살인,2017.12.14,"240,395,200",0.0%,"29,361",119,"1,876",일본,일본,(주)티캐스트
243,패터슨,2017.12.21,"237,836,300",0.0%,"29,277",62,"1,062",프랑스,"프랑스,독일,미국",그린나래미디어(주)
244,매직울프,2017.10.3,"224,852,500",0.0%,"29,204",168,"1,429",러시아,러시아,(주)박수엔터테인먼트
245,걸 온 더 트레인,2017.3.9,"222,516,500",0.0%,"29,190",331,"4,012",미국,미국,(주)씨제이이엔엠
246,분노,2017.3.30,"233,262,037",0.0%,"28,937",99,"1,831",일본,일본,메가박스중앙(주)플러스엠
247,데스노트: 더 뉴 월드,2017.3.29,"220,886,363",0.0%,"28,723",309,"3,372",일본,일본,(주)디스테이션
248,마리안느와 마가렛,2017.4.20,"200,228,400",0.0%,"28,722",64,"1,271",한국,한국,(주)팝엔터테인먼트
249,극장판 암살교실 : 365일의 시간,2017.3.23,"210,398,500",0.0%,"28,364",98,"1,529",일본,일본,(주)박수엔터테인먼트
250,스페이스 비트윈 어스,2017.3.16,"215,291,361",0.0%,"28,085",370,"4,978",미국,미국,(주)키다리이엔티
251,키드냅,2017.11.22,"214,871,800",0.0%,"27,854",167,"4,098",미국,미국,(주)제이앤씨미디어그룹
252,반지의 제왕 : 두개의 탑 (확장판),2017.1.18,"350,183,800",0.0%,"27,440",58,683,뉴질랜드,"뉴질랜드,미국",(주)디스테이션
253,내게 남은 사랑을,2017.11.2,"180,693,600",0.0%,"27,414",156,"1,656",한국,한국,(주)무빙픽쳐스컴퍼니
254,지니어스,2017.4.13,"209,700,437",0.0%,"27,224",172,"2,310",영국,"영국,미국",(주)라이크콘텐츠
255,로스트 인 파리,2017.5.18,"215,591,038",0.0%,"27,206",85,"1,708",프랑스,"프랑스,벨기에",그린나래미디어(주)
256,재키,2017.1.25,"209,985,243",0.0%,"26,788",97,"1,628",칠레,"칠레,프랑스,미국",그린나래미디어(주)
257,몬스터 섬의 비밀,2017.9.7,"184,568,800",0.0%,"26,739",150,"1,736",멕시코,멕시코,(주)박수엔터테인먼트
258,아기돼지 3형제와 매직램프,2017.3.23,"208,444,600",0.0%,"26,670",135,"1,388",중국,중국,(주)팝엔터테인먼트
259,메소드,2017.11.2,"215,611,800",0.0%,"26,577",244,"2,933",한국,한국,(주)엣나인필름
260,러브레터,1999.11.20,"207,828,700",0.0%,"26,557",121,"1,661",일본,일본,"와이드 릴리즈(주),(주)제이앤씨미디어그룹,(유)조이앤시네마,(주)팝엔터테인먼트"
261,배저로와 친구들: 신비한 모험,2017.10.26,"177,884,400",0.0%,"26,185",293,"1,758",노르웨이,노르웨이,와이드 릴리즈(주)
262,슈퍼 버드,2017.4.6,"183,154,100",0.0%,"25,964",288,"1,858",멕시코,멕시코,와이드 릴리즈(주)
263,부니베어: 로거빅 컴백홈 프로젝트,2017.6.29,"177,955,300",0.0%,"25,908",277,"1,799",중국,중국,예지림엔터테인먼트
264,골드,2017.3.22,"195,316,900",0.0%,"25,612",200,"3,102",미국,미국,CGV아트하우스
265,사다코 대 카야코,2017.1.4,"201,673,000",0.0%,"25,531",131,"2,897",일본,일본,유니버설픽쳐스인터내셔널 코리아(유)
266,에곤 쉴레: 욕망이 그린 그림,2016.12.22,"205,010,000",0.0%,"25,457",48,"1,172",오스트리아,"오스트리아 ,룩셈부르크",(주)티캐스트
267,언노운 걸,2017.5.3,"201,232,700",0.0%,"25,091",67,"1,441",벨기에,"벨기에,프랑스",오드
268,아우토반,2017.3.22,"196,841,500",0.0%,"24,983",153,"3,489",영국,"영국,독일",와이드 릴리즈(주)
269,"내 어깨 위 고양이, 밥",2017.1.4,"195,472,500",0.0%,"24,758",112,"1,864",영국,영국,(주)누리픽쳐스
270,꿈의 제인,2017.5.31,"200,096,200",0.0%,"24,393",86,"2,182",한국,한국,"(주)엣나인필름,CGV아트하우스"
271,"안녕, 나의 소울메이트",2017.12.7,"191,541,500",0.0%,"24,381",165,"1,927",홍콩,홍콩,(주)나이너스엔터테인먼트
272,슈퍼오리 : 태양을 지켜라,2017.8.31,"170,800,400",0.0%,"24,319",257,"1,492",러시아,러시아,와이드 릴리즈(주)
273,클로저,2005.2.3,"179,775,032",0.0%,"24,159",99,"2,342",미국,미국,"(주)스튜디오디에이치엘,(주)퍼스트런,글뫼 주식회사,소니픽쳐스릴리징코리아"
274,빌리 엘리어트,2001.2.16,"179,775,000",0.0%,"24,134",82,"1,553",영국,"영국,프랑스","(주)팝엔터테인먼트,유아이피-씨아이씨영화및비디오배급(유)"
275,하이큐!! 끝과 시작,2016.11.16,"182,633,000",0.0%,"24,099",73,"1,372",일본,일본,(주)팝엔터테인먼트
276,패션 오브 크라이스트,2004.4.2,"180,074,000",0.0%,"24,012",128,"2,756",미국,미국,"(주)이수C&E,이십세기폭스필름코퍼레이션"
277,언프렌드,2017.2.9,"187,802,900",0.0%,"23,688",179,"1,749",독일,독일,(주)크리픽쳐스
278,파워배틀 와치카: 와치가면의 역습,2017.6.1,"166,656,500",0.0%,"23,630",246,"1,787",한국,한국,(주)삼지애니메이션
279,레이디 맥베스,2017.8.3,"183,617,800",0.0%,"23,568",53,"1,034",영국,영국,주식회사 씨네룩스
280,제인 도,2017.8.23,"183,443,765",0.0%,"23,469",110,"2,003",영국,"영국,미국",오퍼스픽쳐스(유)
281,토마스와 친구들: 수수께끼 해적선과 보물찾기,2017.6.29,"155,824,700",0.0%,"23,395",145,"1,544",영국,영국,KBS 미디어
282,유리정원,2017.10.25,"160,437,700",0.0%,"22,752",332,"4,480",한국,한국,(주)리틀빅픽쳐스
283,스테이션 7,2017.12.7,"169,220,100",0.0%,"22,536",239,"2,604",러시아,러시아,(주)영화사 진진
284,송 투 송,2017.7.26,"172,525,100",0.0%,"22,518",97,"1,526",미국,미국,CGV아트하우스
285,행복 목욕탕,2017.3.23,"168,644,600",0.0%,"21,806",103,"1,516",일본,일본,(주)디스테이션
286,프란츠,2017.7.20,"150,974,100",0.0%,"20,760",47,"1,118",프랑스,프랑스,찬란
287,빌리 진 킹: 세기의 대결,2017.11.16,"158,890,000",0.0%,"20,018",135,"1,882",미국,"미국,영국",이십세기폭스코리아(주)
288,극장판 어드벤처 타임: 비밀의 아일랜드,2017.4.13,"163,679,600",0.0%,"19,986",125,"1,009",미국,미국,(주)팝엔터테인먼트
289,아이 앰 히스 레저,2017.10.19,"158,340,439",0.0%,"19,771",139,"2,401",캐나다,캐나다,오드
290,러브 액츄얼리,2003.12.5,"167,459,800",0.0%,"19,561",97,817,미국,"미국,영국","(주)제이앤씨미디어그룹,와이드 릴리즈(주),UIP코리아,(유)조이앤시네마"
291,뚜르: 내 생애 최고의 49일,2017.2.1,"141,574,700",0.0%,"19,440",227,"2,779",한국,한국,(주)리틀빅픽쳐스
292,부니베어: 나무 도둑의 습격,2017.9.14,"129,228,400",0.0%,"19,267",245,"1,559",중국,중국,예지림엔터테인먼트
293,슬립리스: 크리미널 나이트,2017.3.8,"146,025,800",0.0%,"18,740",158,"2,787",미국,미국,(주)미디어로그
294,그 후,2017.7.6,"142,319,508",0.0%,"18,648",168,"2,451",한국,한국,"(주)영화제작전원사 ,(주)콘텐츠판다"
295,오즈의 마법사 2,2017.5.3,"143,173,700",0.0%,"18,535",142,908,멕시코,멕시코,㈜코리아스크린
296,은혼,2017.12.7,"148,853,500",0.0%,"18,323",137,"2,136",일본,일본,(주)라이크콘텐츠
297,신서유기 : 몽키킹의 부활,2017.11.2,"129,357,400",0.0%,"18,247",212,"1,139",중국,중국,예지림엔터테인먼트
298,인카네이트,2017.5.25,"142,090,200",0.0%,"18,028",229,"2,095",미국,미국,판씨네마(주)
299,배드 지니어스,2017.11.2,"141,276,336",0.0%,"17,941",200,"1,983",태국,태국,(주)팝엔터테인먼트
300,"괜찮아요, 미스터 브래드",2017.9.21,"134,945,900",0.0%,"17,691",135,"1,853",미국,미국,"(주)영화사 진진,(주)누리픽쳐스"
