rank,name,date,sales ,sales_share,boxoffice_num,num_of_screen,num_of_screenings,nation,rep_nation,distributor
202,펭귄 하이웨이,2018.10.18,"276,934,100",0.0%,"34,795",338,"3,280",일본,일본,(주)넥스트엔터테인먼트월드(NEW)
203,극장판 레이디버그: 미라클스톤의 비밀,2018.1.25,"254,692,500",0.0%,"34,466",305,"2,311",프랑스,프랑스,(주)삼지애니메이션
204,인생 후르츠,2018.12.6,"262,308,350",0.0%,"34,289",52,"1,490",일본,일본,(주)엣나인필름
205,개들의 섬,2018.6.21,"288,664,100",0.0%,"33,229",121,"2,183",미국,미국,이십세기폭스코리아(주)
206,거미줄에 걸린 소녀,2018.11.28,"255,329,200",0.0%,"32,418",313,"3,510",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
207,막달라 마리아: 부활의 증인,2018.3.28,"214,792,200",0.0%,"30,833",111,"2,456",영국,영국,유니버설픽쳐스인터내셔널 코리아(유)
208,에브리데이,2018.10.11,"270,271,700",0.0%,"30,569",128,"3,091",미국,미국,"그린나래미디어(주),(주)홈초이스"
209,바르다가 사랑한 얼굴들,2018.6.14,"245,996,534",0.0%,"30,392",58,"1,767",프랑스,프랑스,(주)영화사 진진
210,체실 비치에서,2018.9.20,"260,131,423",0.0%,"30,389",66,"1,834",영국,영국,"그린나래미디어(주),(주)키위미디어그룹"
211,지구: 놀라운 하루,2018.2.22,"229,998,100",0.0%,"30,200",231,"2,099",영국,영국,(주)리틀빅픽쳐스
212,루비 스팍스,2018.5.10,"262,133,400",0.0%,"29,760",149,"3,828",미국,미국,(주)팝엔터테인먼트
213,팬텀 스레드,2018.3.8,"243,266,300",0.0%,"29,623",47,"1,248",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
214,문호 스트레이독스 [데드 애플],2018.4.5,"225,553,500",0.0%,"29,577",79,"1,616",일본,일본,(주)애니플러스
215,몬태나,2018.4.19,"231,968,300",0.0%,"29,354",276,"3,257",미국,미국,판씨네마(주)
216,크리미널 스쿼드,2018.4.19,"236,627,200",0.0%,"28,477",361,"4,131",미국,미국,(주)이수C&E
217,달링,2018.4.12,"223,218,500",0.0%,"28,217",147,"3,204",영국,영국,(주)팝엔터테인먼트
218,투 프렌즈,2018.11.29,"199,496,700",0.0%,"28,082",273,"1,399",러시아,러시아,(주)박수엔터테인먼트
219,박물관이 진짜 살아있다,2018.11.8,"204,365,150",0.0%,"28,064",252,"1,361",체코,체코,(주)팝엔터테인먼트
220,라라랜드,2016.12.7,"198,438,100",0.0%,"27,993",62,969,미국,미국,판씨네마(주)
221,피쉬 프렌즈: 알록이의 신기한 모험,2018.8.30,"185,624,100",0.0%,"27,198",320,"1,889",터키,터키,(주)박수엔터테인먼트
222,모어 댄 블루,2018.12.12,"217,391,600",0.0%,"27,121",132,"1,907",대만,대만,오드
223,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",2018.1.11,"208,532,200",0.0%,"27,069",390,"3,749",일본,일본,(주)넥스트엔터테인먼트월드(NEW)
224,해피 투게더,2018.11.15,"204,452,450",0.0%,"27,046",240,"2,322",한국,한국,플레이리스트(주)
225,원더스트럭,2018.5.3,"229,117,500",0.0%,"26,921",111,"2,560",미국,미국,CGV아트하우스
226,중2병이라도 사랑이 하고 싶어! 테이크 온 미,2018.5.10,"232,190,200",0.0%,"26,577",113,"2,168",일본,일본,와이드 릴리즈(주)
227,구스범스: 몬스터의 역습,2018.11.7,"206,296,600",0.0%,"25,857",167,"2,691",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
228,당신의 부탁,2018.4.19,"206,779,428",0.0%,"25,789",371,"5,034",한국,한국,CGV아트하우스
229,양말요정 휴고의 대모험,2018.9.6,"171,113,700",0.0%,"25,578",354,"1,833",체코,"체코,슬로바키아,크로아티아",와이드 릴리즈(주)
230,쿵푸몽키,2018.1.25,"182,202,400",0.0%,"25,577",194,"1,356",중국,중국,(주)박수엔터테인먼트
231,러빙 빈센트,2017.11.9,"203,435,900",0.0%,"25,152",42,"1,153",영국,"영국,폴란드","(주)스튜디오디에이치엘,판씨네마(주)"
232,하이큐!! 콘셉트의 싸움,2018.1.11,"182,828,000",0.0%,"24,947",97,"2,103",일본,일본,(주)팝엔터테인먼트
233,캡틴 스터비,2018.11.1,"180,511,600",0.0%,"24,788",276,"1,557",미국,"미국,아일랜드,프랑스,캐나다,영국",(주)디스테이션
234,영주,2018.11.22,"191,696,250",0.0%,"24,676",106,"2,707",한국,한국,CGV아트하우스
235,겨울왕국의 무민,2018.2.8,"132,193,500",0.0%,"24,658",135,"1,291",핀란드,"핀란드,폴란드",(주)팝엔터테인먼트
236,노크: 초대받지 않은 손님,2018.10.11,"206,605,250",0.0%,"24,379",266,"3,108",미국,미국,(주)삼백상회
237,로건 럭키,2018.3.14,"180,226,600",0.0%,"23,336",257,"3,250",미국,미국,(주)스톰픽쳐스코리아
238,"세라비, 이것이 인생!",2018.5.30,"185,457,800",0.0%,"23,193",145,"1,982",프랑스,프랑스,(주)디스테이션
239,극장판 프리! - 테이크 유어 마크 -,2018.4.12,"138,630,500",0.0%,"23,048",66,901,일본,일본,(주)디스테이션
240,리틀 뱀파이어,2018.1.18,"164,278,600",0.0%,"23,014",213,"1,552",독일,"독일,미국",(주)이수C&E
241,디트로이트,2018.5.31,"195,105,700",0.0%,"22,841",108,"1,936",미국,미국,그린나래미디어(주)
242,노인을 위한 나라는 없다,2008.2.21,"205,766,800",0.0%,"22,761",27,"1,149",미국,미국,"주식회사 해리슨앤컴퍼니,CJ ENM"
243,윌리,2018.10.25,"178,555,800",0.0%,"22,716",162,"1,137",말레이시아,말레이시아,㈜코리아스크린
244,펭이와 친구들의 남극대모험,2018.2.28,"168,968,800",0.0%,"22,695",233,"1,541",중국,중국,와이드 릴리즈(주)
245,마징가 Z: 인피니티,2018.5.17,"183,107,900",0.0%,"22,407",332,"2,215",일본,일본,(주)이수C&E
246,아이 캔 온리 이매진,2018.6.21,"182,789,600",0.0%,"22,120",156,"2,639",미국,미국,"(주)영화사 그램,TCO(주)더콘텐츠온,(재)CBS"
247,휘트니,2018.8.23,"176,021,027",0.0%,"22,092",80,"1,457",미국,미국,판씨네마(주)
248,터닝메카드W: 반다인의 비밀 특별판,2018.2.8,"164,797,700",0.0%,"21,947",168,"1,728",한국,한국,"(주)제이앤씨미디어그룹,(주)버킷스튜디오"
249,원더 휠,2018.1.25,"173,610,195",0.0%,"21,884",140,"1,876",미국,미국,(주)팝엔터테인먼트
250,무문관,2018.4.19,"166,650,700",0.0%,"21,808",43,"1,145",한국,한국,영화사 마농(주)
251,로마,2018.12.12,"173,245,000",0.0%,"21,401",32,728,멕시코,멕시코,판씨네마(주)
252,죄 많은 소녀,2018.9.13,"181,639,950",0.0%,"21,317",70,"1,973",한국,한국,CGV아트하우스
253,리즈와 파랑새,2018.10.9,"174,140,400",0.0%,"21,153",214,"2,509",일본,일본,"(주)디스테이션,플레이리스트(주)"
254,다이노 헌터: 티렉스VS파키리노 대격돌,2018.5.17,"169,760,400",0.0%,"20,979",168,"1,326",영국,영국,(주)박수엔터테인먼트
255,호밀밭의 반항아,2018.10.18,"172,602,157",0.0%,"20,713",68,"1,678",미국,미국,(주)트리플픽쳐스
256,원더풀 라이프,2001.12.9,"171,511,600",0.0%,"20,657",51,"1,438",일본,일본,"(주)영화사 안다미로,(주)라이크콘텐츠,㈜영화사 백두대간"
257,극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,2017.12.28,"151,922,400",0.0%,"20,089",166,"1,421",일본,일본,(주)박수엔터테인먼트
258,러빙 빈센트 : 비하인드 에디션,2018.12.13,"171,441,500",0.0%,"19,886",97,"1,417",영국,영국,(주)이수C&E
259,아이 엠 러브,2011.1.20,"157,479,906",0.0%,"19,881",30,877,이탈리아,이탈리아,"(주)영화사 진진,(주)영화사 조제"
260,어거스트 러쉬,2007.11.29,"166,640,500",0.0%,"19,861",134,"1,611",미국,미국,"(주)영화사 그램,CJ ENM"
261,B급 며느리,2018.1.17,"154,328,100",0.0%,"19,843",60,"1,911",한국,한국,"(주)에스와이코마드,글뫼 주식회사"
262,카메라를 멈추면 안 돼!,2018.8.23,"172,662,766",0.0%,"19,762",57,"1,482",일본,일본,"(주)디오시네마,(주)영화사 그램"
263,극장판 가면라이더 이그제이드: 트루 엔딩,2018.10.9,"154,121,050",0.0%,"19,598",326,"1,726",일본,일본,(주)이수C&E
264,픽시,2018.8.23,"139,428,100",0.0%,"19,508",268,"1,496",러시아,러시아,(주)팝엔터테인먼트
265,꼬마영웅 바비,2018.5.30,"138,398,000",0.0%,"18,509",317,"1,723",중국,중국,와이드 릴리즈(주)
266,나라타주,2018.3.8,"156,608,600",0.0%,"18,326",146,"1,991",일본,일본,(주)팝엔터테인먼트
267,트와이스랜드,2018.12.7,"153,765,000",0.0%,"18,252",53,572,한국,한국,씨제이 씨지브이(CJ CGV)(주)
268,액슬,2018.10.18,"153,698,800",0.0%,"18,219",149,"2,574",미국,미국,(주)팝엔터테인먼트
269,스페이스 치킨: 마법 부적의 비밀,2018.10.25,"124,899,500",0.0%,"18,169",273,"1,291",미국,미국,(주)박수엔터테인먼트
270,임을 위한 행진곡,2018.5.16,"139,985,700",0.0%,"18,023",160,"1,563",한국,한국,(주)알앤오엔터테인먼트
271,판타스틱 부니베어,2018.3.15,"123,823,400",0.0%,"17,746",302,"1,505",중국,중국,(주)박수엔터테인먼트
272,로빈슨의 언더워터 어드벤처,2018.11.15,"125,199,550",0.0%,"17,674",216,"1,015",러시아,러시아,(주)박수엔터테인먼트
273,킨: 더 비기닝,2018.10.11,"151,798,300",0.0%,"17,543",167,"3,470",미국,미국,판씨네마(주)
274,꼬마 보트 토토: 타요 타요 배 타요,2018.7.12,"122,959,900",0.0%,"17,463",276,"1,545",노르웨이,노르웨이,(주)팝엔터테인먼트
275,아인,2018.2.28,"135,549,900",0.0%,"17,287",160,"1,684",일본,일본,판씨네마(주)
276,드래곤 프린세스,2018.7.5,"107,274,200",0.0%,"17,065",215,"1,000",러시아,러시아,(주)박수엔터테인먼트
277,탑건,1987.12.19,"136,651,200",0.0%,"16,936",164,"1,826",미국,미국,(주)리틀빅픽쳐스
278,파이널 포트레이트,2018.9.27,"147,295,066",0.0%,"16,933",55,"1,228",영국,영국,(주)팝엔터테인먼트
279,호비와 매직 아일랜드,2018.6.6,"118,152,000",0.0%,"16,914",114,"1,253",일본,일본,(주)머스트씨무비릴리징컴퍼니
280,더 스퀘어,2018.8.2,"137,702,400",0.0%,"16,764",43,841,스웨덴,"스웨덴,독일,프랑스,덴마크",아이 엠
281,토니스토리2: 고철왕국의 친구들,2018.6.13,"120,931,600",0.0%,"16,685",268,"1,365",독일,독일,(주)박수엔터테인먼트
282,주문은 토끼입니까?? ~디어 마이 시스터~,2018.1.18,"121,079,000",0.0%,"16,655",84,"1,240",일본,일본,(주)애니플러스
282,내 이야기!!,2018.4.12,"143,052,800",0.0%,"16,655",143,"2,242",일본,일본,(주)영화사오원
284,바니부기: 드래곤 에그를 찾아서,2018.9.12,"122,931,400",0.0%,"16,505",280,"1,374",중국,중국,(주)박수엔터테인먼트
285,아기곰 보보 구출 대작전,2018.4.25,"117,475,900",0.0%,"16,447",207,"1,236",노르웨이,노르웨이,와이드 릴리즈(주)
286,아기돼지 3형제와 쿵푸랜드,2018.2.1,"106,685,100",0.0%,"16,268",154,921,중국,중국,와이드 릴리즈(주)
287,위 베어 베어스: 베이비 베어스,2018.5.24,"125,617,200",0.0%,"16,136",300,"1,587",미국,미국,(주)팝엔터테인먼트
288,트와일라잇,2008.12.10,"119,297,550",0.0%,"15,481",96,924,미국,미국,"판씨네마(주),(주)넥스트엔터테인먼트월드(NEW)"
289,군산: 거위를 노래하다,2018.11.8,"126,520,500",0.0%,"15,333",92,"2,195",한국,한국,(주)트리플픽쳐스
290,내안의 그놈,2019.1.9,"118,536,000",0.0%,"15,171",14,69,한국,한국,"(주)메리크리스마스,TCO(주)더콘텐츠온"
291,캡틴 샤키,2018.11.22,"106,257,150",0.0%,"15,100",175,888,독일,독일,예지림엔터테인먼트
292,빅 식,2018.7.18,"121,476,400",0.0%,"15,042",136,"1,509",미국,미국,(주)리틀빅픽쳐스
293,불한당: 나쁜 놈들의 세상,2017.5.17,"91,940,500",0.0%,"14,909",66,"1,009",한국,한국,(주)씨제이이엔엠
294,토이 가디언즈,2018.3.15,"114,322,000",0.0%,"14,857",136,"1,017",중국,"중국,프랑스",(주)팝엔터테인먼트
295,너는 여기에 없었다,2018.10.4,"128,842,450",0.0%,"14,487",47,"1,137",프랑스,"프랑스,미국",(주)팝엔터테인먼트
296,해피 어게인,2018.3.28,"105,241,900",0.0%,"14,344",98,"1,452",미국,미국,(주)엣나인필름
297,류이치 사카모토: 코다,2018.6.14,"122,844,400",0.0%,"14,303",49,"1,202",일본,일본,주식회사 씨네룩스
298,유니콘 원정대: 비밀의 다이어리,2018.6.21,"109,649,600",0.0%,"14,261",235,"1,154",인도,인도,(주)팝엔터테인먼트
299,오직 사랑뿐,2018.2.8,"111,063,718",0.0%,"14,215",105,"1,371",영국,영국,(주)팝엔터테인먼트
300,"아이, 토냐",2018.3.8,"114,741,400",0.0%,"14,002",186,"1,866",미국,미국,"(주)영화사 진진,(주)누리픽쳐스"
