,X,name,nation,rep_nation,distributor,director1,director2,director3,director4,director5,director6,director7,director8,director9,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,actor42,actor43,actor44,actor45,actor46,date3,month,year,sales0,boxoffice_num0,num_of_screen0,num_of_screening0,nation2,num_of_ch,major_distributor,grade,time,gen1,gen2,gen3,gen4,gen5,gen6,gen7,gen8,gen9,gen10,gen11,gen12,gen13,gen14,gen15,gen16,gen17,gen18,sales_share,a_avg_dir,r_avg_dir,a_avg_act,r_avg_act
1447,1826,용의자,한국,한국,(주)쇼박스, 원신연,,,,NA,NA,NA,NA,NA, 공유, 박희순, 조성하, 유다인, 김성균, 조재윤,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.12.24,12,2013,15629492500,2176752,807,26814,한국,6,1,15세 관람가,137,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.00%,2363333.333,7.881666667,1607117.833,7.77175
1448,1563,우는 남자,한국,한국,(주)씨제이이엔엠, 이정범,,,NA,NA,NA,NA,NA,NA, 장동건, 김민희,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.6.4,6,2014,4924852800,603495,508,22322,한국,2,1,청소년 관람불가,116,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.30%,1868000,7.948,867694.625,6.95625
1449,1953,우리 선희,한국,한국,"(주)영화제작전원사 ,(주)영화사 조제", 홍상수,,,,NA,NA,NA,NA,NA, 정유미, 이선균, 김상중, 정재영, 이민우, 예지원,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.9.12,9,2013,529715900,68697,42,3894,한국,6,0,청소년 관람불가,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,8082.5625,7.44,831298.2708,7.415229167
1450,1550,우리는 형제입니다,한국,한국,(주)쇼박스, 장진,,,NA,NA,NA,NA,NA,NA, 조진웅, 김성균, 김영애, 윤진이,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.10.23,10,2014,7263255399,970373,566,41638,한국,4,1,12세 관람가,102,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40%,758166.6667,6.985,1032250.905,7.07965
1451,1102,우리들,한국,한국,(주)엣나인필름, 윤가은,,,,NA,NA,NA,NA,NA, 최수인, 설혜인, 이서연, 강민준,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.6.16,6,2016,356563960,47969,76,3470,한국,4,0,전체 관람가,94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,442333.3333,8.553333333,464572.6667,8.345555556
1452,1685,우리별 일호와 얼룩소,한국,한국,(주)인디플러그, 장형윤,,,NA,NA,NA,NA,NA,NA, 정유미, 유아인,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.2.20,2,2014,292055500,44216,209,2786,한국,2,0,전체 관람가,81,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,16893.875,7.62,2275000,8.078333333
1453,819,우리의 20세기,미국,미국,그린나래미디어(주), 마이크 밀스,,,,NA,NA,NA,NA,NA, 아네트 베닝, 엘르 패닝, 그레타 거윅, 루카스 제이드 주만, 빌리 크루덥,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.9.27,9,2017,287148600,35296,98,2106,미국,5,0,15세 관람가,119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,105500,8.334642857,766595.5667,8.261904762
1454,170,우리집,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.8.22,8,2019,444391340,56087,147,4595,한국,0,1,전체 관람가,92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0
1455,1327,우먼 인 골드,미국,"미국,영국",(주)팝엔터테인먼트, 사이먼 커티스,,NA,NA,NA,NA,NA,NA,NA, 헬렌 미렌, 라이언 레이놀즈, 다니엘 브륄, 타티아나 마슬라니, 케이티 홈즈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.7.9,7,2015,1111546800,144744,252,5801,미국,5,0,12세 관람가,109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10%,55862,7.746666667,270201.65,7.504266667
1456,111,우상,한국,한국,CGV아트하우스, 이수진,,,,,,,NA,NA, 한석규, 설경구, 천우희,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.3.20,3,2019,1581839728,183784,900,18545,한국,3,0,15세 관람가,144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,0,0,986777.7778,7.644520833
1457,1535,우아한 거짓말,한국,한국,CGV아트하우스, 이한,,,NA,NA,NA,NA,NA,NA, 김희애, 고아성, 김유정, 김향기,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.3.13,3,2014,11728460300,1619188,573,57492,한국,4,0,12세 관람가,117,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.70%,1967500,7.9125,2053402.107,8.291889881
1458,1686,울브스,미국,미국,(주)프레인글로벌,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.11.13,11,2014,313204669,43613,291,4117,미국,0,0,15세 관람가,90,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00%,0,0,1843377,6.834666667
1459,1960,웃는 남자,프랑스,"프랑스,체코",씨너스엔터테인먼트(주),,,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.3.28,3,2013,405022500,57838,170,3824,기타,0,0,15세 관람가,95,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00%,33602.5,8.48,21057.64583,7.768125
1460,943,워크래프트: 전쟁의 서막,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 던칸 존스,,,,NA,NA,NA,NA,NA, 트래비스 핌멜, 벤 포스터, 폴라 패튼, 도미닉 쿠퍼, 클랜시 브라운, 토비 켑벨,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.6.9,6,2016,10142271205,1163274,736,34087,미국,6,1,12세 관람가,122,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.60%,814666.6667,8.723333333,360907.37,7.9744
1461,1325,워킹걸,한국,한국,메가박스중앙(주)플러스엠, 정범식,,NA,NA,NA,NA,NA,NA,NA, 조여정, 클라라, 김태우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.1.7,1,2015,1183887479,149181,308,7076,한국,3,0,청소년 관람불가,112,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.10%,1041666.667,6.956666667,1262564.667,6.83547619
1462,1330,워터 디바이너,미국,"미국,호주,터키",롯데쇼핑㈜롯데엔터테인먼트, 러셀 크로우,,NA,NA,NA,NA,NA,NA,NA, 러셀 크로우, 올가 쿠릴렌코, 제이 코트니,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.1.28,1,2015,1008818235,136134,326,9179,미국,3,1,15세 관람가,111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.10%,0,0,440375.7143,7.690208333
1463,2002,원 데이,미국,미국,"(주)영화사 그램,(주)제이앤씨미디어그룹,(주)팝파트너스", 론 쉐르픽,,,,NA,NA,NA,NA,NA, 앤 해서웨이, 짐 스터게스,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012.12.13,12,2012,218601000,28523,27,899,미국,2,0,15세 관람가,107,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,48802,7.502,332898.1667,7.52125
1464,1650,원 챈스,영국,"영국,미국","(주)라이크콘텐츠,(주)넥스트엔터테인먼트월드(NEW)", 데이빗 프랭클,,,NA,NA,NA,NA,NA,NA, 제임스 코든, 알렉산드라 로치, 콤 미니, 제미마 루퍼,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.3.13,3,2014,593414100,81025,329,7390,기타,4,1,12세 관람가,106,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,429000,8.6475,204939.125,7.636
1465,418,원더,미국,미국,"CGV아트하우스,그린나래미디어(주)", 스티븐 크보스키,,,,,,,,, 제이콥 트렘블레이, 줄리아 로버츠, 오웬 윌슨, 이자벨라 비도빅,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.12.27,12,2017,2010607189,263618,361,10238,미국,4,0,전체 관람가,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,943500,8.566666667,192138.9111,8.271444444
1466,763,원더,미국,미국,"CGV아트하우스,그린나래미디어(주)", 스티븐 크보스키,,,,NA,NA,NA,NA,NA, 제이콥 트렘블레이, 줄리아 로버츠, 오웬 윌슨, 이자벨라 비도빅,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.12.27,12,2017,632389700,81680,178,2831,미국,4,0,전체 관람가,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,943500,8.566666667,192138.9111,8.271444444
1467,632,원더 우먼,미국,미국,워너브러더스 코리아(주),,,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.5.31,5,2017,17468588886,2165401,1034,57818,미국,0,1,12세 관람가,141,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.00%,48000,8.07,0,0
1468,548,원더 휠,미국,미국,(주)팝엔터테인먼트, 우디 앨런,,,,,,,,, 케이트 윈슬렛, 저스틴 팀버레이크, 주노 템플, 제임스 벨루시,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.1.25,1,2018,173610195,21884,140,1876,미국,4,0,15세 관람가,101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,60000,7.565,238347.625,8.118125
1469,139,원더랜드,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트, 제임스 콕스,,,,,,,NA,NA, 발 킬머, 케이트 보스워스, 리사 쿠드로, 조쉬 루카스, 팀 블레이크 넬슨, 딜란 맥더모트,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.8.14,8,2019,766608510,102715,404,3948,미국,6,1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,17000,5.89,158595.9722,7.03375
1470,524,원더스트럭,미국,미국,CGV아트하우스, 토드 헤인즈,,,,,,,,, 줄리안 무어, 오크스 페글리, 밀리센트 시몬스, 미셸 윌리엄스,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.5.3,5,2018,229117500,26921,111,2560,미국,4,0,전체 관람가,115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,99458.4,8.28,180995.5556,7.897777778
1471,382,원더풀 고스트,한국,한국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온", 조원희,,,,,,,,, 마동석, 김영광, 이유영,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.9.26,9,2018,3720931600,450374,351,13999,한국,3,0,12세 관람가,97,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.20%,240703.2,7.4975,2695000,7.979
1472,555,원더풀 라이프,일본,일본,"(주)영화사 안다미로,(주)라이크콘텐츠,㈜영화사 백두대간", 고레에다 히로카즈,,,,,,,,, 이우라 아라타, 오다 에리카, 테라지마 스스무,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.1.4,1,2018,171511600,20657,51,1438,기타,3,0,전체 관람가,118,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,60928.33333,8.276666667,12990.33333,8.063333333
1473,684,원라인,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 양경모,,,,NA,NA,NA,NA,NA, 임시완, 진구, 박병은,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.3.29,3,2017,3319035433,435048,613,20788,한국,3,1,15세 관람가,131,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.20%,430000,8.68,2764500,8.08925
1474,806,원스,아일랜드,아일랜드,"(주)제이앤씨미디어그룹,(주)영화사 진진", 존 카니,,,,NA,NA,NA,NA,NA, 글렌 핸사드, 마르게타 이글로바,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.11.1,11,2017,325585400,40936,147,3191,기타,2,0,전체 관람가,161,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,1433333.333,9.096666667,141500,8.155
1475,1455,원스 어폰 어 타임 인 아메리카,미국,"미국,이탈리아",(주)프레인글로벌, 세르지오 레오네,,NA,NA,NA,NA,NA,NA,NA, 로버트 드 니로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.4.9,4,2015,248615600,17873,31,556,미국,1,0,청소년 관람불가,251,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.00%,0,8.882857143,2541811.5,8.512857143
1476,95,원스 어폰 어 타임... 인 할리우드,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점, 쿠엔틴 타란티노,,,,,,,NA,NA, 레오나르도 디카프리오, 브래드 피트, 마고 로비,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.9.25,9,2019,2269807670,277319,678,15147,미국,3,1,청소년 관람불가,161,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10%,220000,8.466666667,263471.6222,8.214222222
1477,1941,원피스 극장판 Z,일본,일본,(주)씨제이이엔엠, 나가미네 타츠야,,,,NA,NA,NA,NA,NA, 타나카 마유미, 나카이 카즈야, 오카무라 아케미, 시노하라 료코, 카가와 테루유키,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.3.21,3,2013,626891000,93239,267,3968,기타,5,1,전체 관람가,108,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,64500,9.25,46622.5,7.966666667
1478,1006,원피스 필름 골드,일본,일본,(주)씨제이이엔엠, 미야모토 히로아키,,,,NA,NA,NA,NA,NA, 타나카 마유미, 나카이 카즈야, 오카무라 아케미, 야마구치 캇페이, 히라타 히로아키, 오오타니 이쿠에, 야마구치 유리코, 야오 카즈키, 야마지 카즈히로, 쵸,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.12.8,12,2016,1700502100,215546,445,6730,기타,10,1,12세 관람가,120,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.10%,0,0,163166.6667,8.95125
1479,1808,월드 워 Z,미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 샘 햄슨,,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.6.20,6,2013,38555356000,5237525,964,100823,미국,0,1,15세 관람가,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.50%,0,0,0,0
1480,356,월요일이 사라졌다,영국,"영국,미국,프랑스,벨기에",(주)스마일이엔티, 토미 위르콜라,,,,,,,,, 누미 라파스, 윌렘 대포, 글렌 클로즈,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.2.22,2,2018,7489885100,903175,381,24247,기타,3,0,15세 관람가,123,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0.40%,386710,8.06,320071.5778,7.7375
1481,1553,월터의 상상은 현실이 된다,미국,미국,"글뫼 주식회사,이십세기폭스코리아(주)", 벤 스틸러,,,NA,NA,NA,NA,NA,NA, 벤 스틸러, 크리스틴 위그, 숀 펜, 셜리 맥클레인,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.12.31,12,2013,6877262799,941626,751,24827,미국,4,1,12세 관람가,114,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.40%,296954.25,7.735,225886.1,7.873142857
1482,1936,월터의 상상은 현실이 된다,미국,미국,"글뫼 주식회사,이십세기폭스코리아(주)", 벤 스틸러,,,,NA,NA,NA,NA,NA, 벤 스틸러, 크리스틴 위그, 숀 펜, 셜리 맥클레인,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.12.31,12,2013,743042000,107278,378,1889,미국,4,1,12세 관람가,114,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,296954.25,7.735,225886.1,7.873142857
1483,2043,월플라워,미국,미국,데이지엔터테인먼트, 스티븐 크보스키,,,,NA,NA,NA,NA,NA, 엠마 왓슨, 로건 레먼, 에즈라 밀러,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.4.11,4,2013,121584900,17067,28,981,미국,3,0,15세 관람가,102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,943500,8.566666667,1602341.167,7.6375
1484,1848,웜 바디스,미국,미국,(주)씨제이이엔엠, 조나단 레빈,,,,NA,NA,NA,NA,NA, 니콜라스 홀트, 테레사 팔머, 존 말코비치,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.3.14,3,2013,8361708124,1169839,477,37960,미국,3,1,15세 관람가,96,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.50%,493333.3333,8.583333333,164088.0111,7.102
1485,1767,웨스턴 리벤지,덴마크,"덴마크,영국,남아프리카공화국",(주)영화사 빅, 크리스티안 레브링,,,NA,NA,NA,NA,NA,NA, 매즈 미켈슨, 에바 그린, 제프리 딘 모건,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.10.30,10,2014,119414000,15671,117,1933,기타,3,0,청소년 관람불가,92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00%,16000,7.31,784489.8571,7.599206349
1486,1404,"웰컴, 삼바",프랑스,프랑스,(주)이수C&E, 올리비에르 나카체, 에릭 토레다노,NA,NA,NA,NA,NA,NA,NA, 오마 사이, 샤를로뜨 갱스부르,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.2.18,2,2015,325078800,40321,252,3369,기타,2,0,15세 관람가,120,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,457000,8.845,9218.625,7.49125
1487,586,위 베어 베어스: 베이비 베어스,미국,미국,(주)팝엔터테인먼트, 매니 에르난데스,,,,,,,,, 이재현, 조경이, 안영미,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.5.24,5,2018,125617200,16136,300,1587,미국,3,0,전체 관람가,71,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,24000,7.735,207333.3333,7.65
1488,1840,위대한 개츠비,미국,"미국,호주",워너브러더스 코리아(주), 바즈 루어만,,,,NA,NA,NA,NA,NA, 레오나르도 디카프리오, 캐리 멀리건, 토비 맥과이어, 조엘 에저튼, 아일라 피셔,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.5.16,5,2013,10581329643,1445248,562,36008,미국,5,1,15세 관람가,141,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.70%,0,0,218459.2952,7.6534
1489,993,위대한 소원,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 남대중,,,,NA,NA,NA,NA,NA, 류덕환, 김동영, 안재홍, 전노민, 전미선,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.4.21,4,2016,2440004213,308398,524,22769,한국,5,1,15세 관람가,93,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10%,0,0,912097.5512,7.73847619
1490,366,위대한 쇼맨,미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)", 마이클 그레이시,,,,,,,,, 휴 잭맨, 잭 에프론, 미셸 윌리엄스, 레베카 퍼거슨, 젠데이아 콜먼,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.12.20,12,2017,11513917500,1403019,1146,36360,미국,5,1,12세 관람가,104,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.30%,9.00E+05,9.055,1464694.048,8.542809524
1491,661,위대한 쇼맨,미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)", 마이클 그레이시,,,,NA,NA,NA,NA,NA, 휴 잭맨, 잭 에프론, 미셸 윌리엄스, 레베카 퍼거슨, 젠데이아 콜먼,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.12.20,12,2017,6657027200,814585,702,20306,미국,5,1,12세 관람가,104,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.40%,9.00E+05,9.055,1464694.048,8.542809524
1492,1477,위로공단,한국,한국,(주)엣나인필름, 임흥순,,NA,NA,NA,NA,NA,NA,NA, 신순애, 이총각, 이기복, 김영미, 강명자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.8.13,8,2015,106504000,14231,34,1095,한국,5,0,15세 관람가,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00%,4646,8.13,3076,7.8
1493,784,위시 어폰,미국,미국,(주)이수C&E, 존 R. 레오네티,,,,NA,NA,NA,NA,NA, 조이 킹, 이기홍, 라이언 필립, 쉐릴린 펜, 엘리자베스 롬,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.7.20,7,2017,437183000,55586,279,3337,미국,5,0,15세 관람가,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00%,275352.8333,7.384,325877.5833,6.213733333
1494,1411,위아 유어 프렌즈,미국,"미국,영국,프랑스",씨네그루(주)다우기술, 맥스 조셉,,NA,NA,NA,NA,NA,NA,NA, 잭 에프론, 에밀리 라타이코프스키,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.11.12,11,2015,298996400,37853,220,2883,미국,2,0,청소년 관람불가,96,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,38000,8.93,784666.6667,8.761666667
