,name,nation,rep_nation,distributor,director1,director2,director3,director4,director5,director6,director7,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,month,year,director8,director9,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,actor42,actor43,actor44,actor45,actor46,sales0,boxoffice_num0,num_of_screen0,num_of_screening0,nation2,num_of_ch,major_distributor,grade,time,genre
922,제이슨 본,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 폴 그린그래스,,,,NA,NA,NA, 맷 데이먼, 알리시아 비칸데르, 뱅상 카셀, 줄리아 스타일스, 토미 리 존스,,,,,,,,,,,,7,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21253434663,2611966,827,39806,미국,5,1,15세 관람가,123,   액션  스릴러 
923,도리를 찾아서,미국,미국,월트디즈니컴퍼니코리아(주), 앤드류 스탠튼,,,,NA,NA,NA, 엘런 드제너러스, 앨버트 브룩스, 에드 오닐, 케이틀린 올슨, 헤이든 롤렌스, 이드리스 엘바, 도미닉 웨스트, 다이안 키튼,,,,,,,,,7,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20703899933,2601734,1091,55110,미국,8,1,전체 관람가,97,   애니메이션  모험  코미디  가족 
924,아수라,한국,한국,(주)씨제이이엔엠, 김성수,,,,NA,NA,NA, 정우성, 황정민, 주지훈, 곽도원,,,,,,,,,,,,,9,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20576226662,2594028,1278,68040,한국,4,1,청소년 관람불가,132, 범죄  액션 
925,정글북,미국,미국,월트디즈니컴퍼니코리아(주), 타파스 차크라바르티,,,,NA,NA,NA,,,,,,,,,,,,,,,,,6,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21517647134,2537438,924,59041,미국,0,1,전체 관람가,80,    애니메이션  모험  판타지 
926,마이펫의 이중생활,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 크리스 리노드,,,,NA,NA,NA, 패튼 오스왈트, 케빈 하트, 제니 슬레이트, 에릭 스톤스트릿, 티파니 해디쉬, 레이크 벨, 해리슨 포드,,,,,,,,,,8,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19406436655,2520670,726,39653,미국,7,1,전체 관람가,85,    애니메이션  모험  코미디 
927,라라랜드,미국,미국,판씨네마(주), 데이미언 셔젤,,,,NA,NA,NA, 라이언 고슬링, 엠마 스톤,,,,,,,,,,,,,,,12,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19996139232,2385108,727,56408,미국,2,NA,12세 관람가,127, 드라마  뮤지컬   멜로/로맨스 
928,배트맨 대 슈퍼맨: 저스티스의 시작,미국,미국,워너브러더스 코리아(주), 잭 스나이더,,,,NA,NA,NA, 헨리 카빌, 벤 애플렉, 에이미 아담스, 로렌스 피시번, 제시 아이젠버그, 제레미 아이언스, 홀리 헌터, 갤 가돗, 로렌 코핸, 제프리 딘 모건, 제이슨 모모아, 에즈라 밀러, 다이안 레인,,,,3,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18906246428,2256913,1709,95669,미국,13,1,12세 관람가,151,       액션  모험  판타지  sf 
929,굿바이 싱글,한국,한국,(주)쇼박스, 김태곤,,,,NA,NA,NA, 김혜수, 마동석, 김현수,,,,,,,,,,,,,,6,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16912706195,2108273,841,56380,한국,3,1,15세 관람가,119,   코미디  드라마 
930,봉이 김선달,한국,한국,(주)씨제이이엔엠, 박대민,,,,NA,NA,NA, 유승호, 조재현, 고창석, 라미란, 시우민,,,,,,,,,,,,7,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16227052642,2051277,942,51418,한국,5,1,12세 관람가,121,   코미디  모험 
931,레버넌트: 죽음에서 돌아온 자,미국,미국,이십세기폭스코리아(주), 알레한드로 곤잘레스 이냐리투,,,,NA,NA,NA, 레오나르도 디카프리오, 톰 하디, 도널 글리슨, 윌 폴터,,,,,,,,,,,,,1,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16107360130,2007188,967,55063,미국,4,1,NA,156,     모험  드라마 
932,컨저링 2,미국,미국,워너브러더스 코리아(주), 제임스 완,,,,NA,NA,NA, 베라 파미가, 패트릭 윌슨, 프란카 포텐테, 프란시스 오코너, 매디슨 울프, 스털링 제린스,,,,,,,,,,,6,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15759374229,1928605,640,45816,미국,6,1,15세 관람가,134,   공포 
933,내부자들: 디 오리지널,한국,한국,(주)쇼박스, 우민호,,,,NA,NA,NA, 이병헌, 조승우, 백윤식,,,,,,,,,,,,,,12,2015,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16979714975,2084868,1433,47237,한국,3,1,청소년 관람불가,180,    범죄  드라마 
934,수어사이드 스쿼드,미국,미국,워너브러더스 코리아(주), 제임스 건,,,,NA,NA,NA, 마고 로비, 이드리스 엘바, 존 시나, 조엘 킨나만, 실베스터 스탤론, 비올라 데이비스,,,,,,,,,,,8,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15874111188,1898220,823,29512,미국,6,1,청소년 관람불가,132,   액션  모험  판타지  미스터리  sf 
935,인디펜던스 데이 : 리써전스,미국,미국,이십세기폭스코리아(주), 롤랜드 에머리히,,,,NA,NA,NA, 빌 풀만, 리암 헴스워스, 제프 골드브럼, 비비카 A. 폭스, 제시 어셔, 조이 킹, 마이카 먼로, 샤를로뜨 갱스부르, 윌리암 피츠너,,,,,,,,6,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12770879840,1500830,926,47432,미국,9,1,12세 관람가,120,      액션  모험  sf 
936,탐정 홍길동: 사라진 마을,한국,한국,(주)씨제이이엔엠, 조성희,,,,NA,NA,NA, 이제훈, 김성균,,,,,,,,,,,,,,,5,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11516170845,1430885,764,41076,한국,2,1,15세 관람가,125,      드라마  액션 
937,벤허,미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 마크 앳킨스,,,,NA,NA,NA, 에드리언 보쳇,,,,,,,,,,,,,,,,7,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11410860395,1400301,717,38941,미국,1,1,NA,NA,  
938,굿 다이노,미국,미국,월트디즈니컴퍼니코리아(주), 피터 손,,,,NA,NA,NA, 레이몬드 오초아, 제프리 라이트, 프란시스 맥도맨드, 스티브 잔, 잭 브라이트, AJ 버클리, 안나 파킨, 샘 엘리어트, 마커스 스크리브너, 데이비드 보트,,,,,,,1,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9756167238,1328913,814,33127,미국,10,1,전체 관람가,101,   애니메이션  모험  코미디  가족  판타지 
939,셜록: 유령신부,영국,영국,메가박스중앙(주)플러스엠, 더글러스 맥키넌,,,,NA,NA,NA, 베네딕트 컴버배치, 마틴 프리먼,,,,,,,,,,,,,,,1,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9992425049,1278894,891,32683,기타,2,NA,12세 관람가,115,   범죄  드라마 
940,특별수사: 사형수의 편지,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 권종관,,,,NA,NA,NA, 김명민, 김상호, 성동일, 김영애, 김향기,,,,,,,,,,,,6,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9929947065,1241899,691,39372,한국,5,1,15세 관람가,120,    범죄  드라마 
941,시간이탈자,한국,한국,(주)씨제이이엔엠, 곽재용,,,,NA,NA,NA, 임수정, 조정석, 이진욱,,,,,,,,,,,,,,4,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9731838195,1202384,733,55075,한국,3,1,NA,107, 스릴러 
942,동주,한국,한국,메가박스중앙(주)플러스엠, 이준익,,,,NA,NA,NA, 강하늘, 박정민, 김인우,,,,,,,,,,,,,,2,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8889077089,1172641,543,39958,한국,3,NA,12세 관람가,110, 드라마 
943,워크래프트: 전쟁의 서막,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 던칸 존스,,,,NA,NA,NA, 트래비스 핌멜, 벤 포스터, 폴라 패튼, 도미닉 쿠퍼, 클랜시 브라운, 토비 켑벨,,,,,,,,,,,6,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10142271205,1163274,736,34087,미국,6,1,12세 관람가,122,  전쟁  액션  모험  판타지 
944,스타트렉 비욘드,미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 저스틴 린,,,,NA,NA,NA, 크리스 파인, 사이먼 페그, 조 샐다나, 재커리 퀸토, 칼 어번, 안톤 옐친, 존 조, 이드리스 엘바, 소피아 부텔라,,,,,,,,8,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10190375820,1157156,716,38199,미국,9,1,12세 관람가,122,   액션  모험  sf  스릴러 
945,미씽: 사라진 여자,한국,한국,메가박스중앙(주)플러스엠, 이언희,,,,NA,NA,NA, 엄지원, 공효진,,,,,,,,,,,,,,,11,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8881616256,1153109,790,40617,한국,2,NA,15세 관람가,100,    미스터리  가족  서스펜스 
946,"당신, 거기 있어줄래요",한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 홍지영,,,,NA,NA,NA, 김윤석, 변요한, 채서진,,,,,,,,,,,,,,12,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8999085248,1124815,767,39181,한국,3,1,12세 관람가,111,    판타지  드라마 
947,라이트 아웃,미국,미국,워너브러더스 코리아(주), 데이비드 F. 샌드버그,,,,NA,NA,NA, 테레사 팔머, 앨리시아 벨라 베일리, 가브리엘 베이트먼, 알렉산더 디퍼시아,,,,,,,,,,,,,8,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8893059975,1111284,659,34444,미국,4,1,15세 관람가,81,   공포 
948,오빠생각,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 이한,,,,NA,NA,NA, 임시완, 고아성,,,,,,,,,,,,,,,1,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8060591287,1069864,855,44801,한국,2,1,12세 관람가,124, 전쟁  드라마 
949,"날, 보러와요",한국,한국,메가박스중앙(주)플러스엠, 이철하,,,,NA,NA,NA, 강예원, 이상윤, 최진호,,,,,,,,,,,,,,4,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8836144063,1063442,683,49237,한국,3,NA,청소년 관람불가,91,   미스터리  스릴러 
950,씽,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 가스 제닝스,,,,NA,NA,NA, 매튜 맥커너히, 리즈 위더스푼, 스칼릿 조핸슨, 태런 에저튼, 토리 켈리, 닉 크롤, 세스 맥팔레인,,,,,,,,,,12,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8203857789,1063175,795,19645,미국,7,1,전체 관람가,108, 뮤지컬  애니메이션 
951,맨 인 더 다크,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 알렉산더 샤프,,,,NA,NA,NA, 나탈리 샤프, 블레이크 스타델,,,,,,,,,,,,,,,10,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8480368672,1003406,671,40136,미국,2,1,NA,95,     공포  스릴러 
952,"고산자, 대동여지도",한국,한국,(주)씨제이이엔엠, 강우석,,,,NA,NA,NA, 차승원, 유준상,,,,,,,,,,,,,,,9,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7801007258,974262,765,38048,한국,2,1,전체 관람가,129,   드라마 
953,미 비포 유,미국,미국,워너브러더스 코리아(주),,,,,NA,NA,NA,,,,,,,,,,,,,,,,,6,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7663772990,945172,481,28458,미국,0,1,12세 관람가,110,    멜로/로맨스 
954,매그니피센트 7,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 안톤 후쿠아,,,,NA,NA,NA, 덴젤 워싱턴, 크리스 프랫, 이병헌, 에단 호크, 맷 보머, 빈센트 도노프리오, 헤일리 베넷, 캠 지갠뎃, 피터 사스가드, 비니 존스, 마누엘 가르시아 룰포, 마틴 센스마이어,,,,,9,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7633490421,921317,579,27648,미국,12,1,15세 관람가,133,   액션   
955,갓 오브 이집트,미국,미국,"(주)시네마서비스,(주)나이너스엔터테인먼트", 알렉스 프로야스,,,,NA,NA,NA, 제라드 버틀러, 니콜라이 코스터 왈도, 브렌튼 스웨이츠, 제프리 러쉬,,,,,,,,,,,,,3,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7621291624,919834,618,35323,미국,4,NA,NA,126,    모험  판타지 
956,레전드 오브 타잔,미국,미국,워너브러더스 코리아(주), 데이빗 예이츠,,,,NA,NA,NA, 알렉산더 스카스가드, 사무엘 L. 잭슨, 마고 로비, 디몬 하운수, 크리스토프 왈츠,,,,,,,,,,,,6,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7196970717,858402,593,28021,미국,5,1,12세 관람가,109,    액션  모험 
957,좋아해줘,한국,한국,(주)씨제이이엔엠, 박현진,,,,NA,NA,NA, 이미연, 최지우, 김주혁, 유아인, 강하늘, 이솜,,,,,,,,,,,2,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6572774337,848148,637,27125,한국,6,1,12세 관람가,123, 멜로/로맨스  코미디 
958,브리짓 존스의 베이비,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 샤론 맥과이어,,,,NA,NA,NA, 르네 젤위거, 콜린 퍼스, 패트릭 뎀시,,,,,,,,,,,,,,9,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6678585874,820995,509,30736,미국,3,1,15세 관람가,123,    코미디   멜로/로맨스 
959,스플릿,한국,한국,오퍼스픽쳐스(유),,,,,NA,NA,NA,,,,,,,,,,,,,,,,,11,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6102712539,758195,702,32616,한국,0,NA,15세 관람가,121, 드라마 
960,런던 해즈 폴른,미국,"미국,영국",메가박스중앙(주)플러스엠, 바박 나자피,,,,NA,NA,NA, 제라드 버틀러, 아론 에크하트, 모건 프리먼,,,,,,,,,,,,,,3,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5908367979,731584,526,37569,미국,3,NA,15세 관람가,98,    액션  범죄  스릴러 
961,국가대표 2,한국,한국,메가박스중앙(주)플러스엠, 김종현,,,,NA,NA,NA, 수애, 오달수, 오연서,,,,,,,,,,,,,,8,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5482232042,709929,562,20689,한국,3,NA,12세 관람가,126,   드라마 
962,인페르노,미국,"미국,일본,터키,헝가리",유니버설픽쳐스인터내셔널 코리아(유), 론 하워드,,,,NA,NA,NA, 톰 행크스, 펠리시티 존스, 벤 포스터, 이르판 칸, 오마 사이,,,,,,,,,,,,10,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5656281303,689071,754,31809,미국,5,1,15세 관람가,121, 미스터리  스릴러 
963,앵그리버드 더 무비,미국,"미국,핀란드",유니버설픽쳐스인터내셔널 코리아(유), 서럽 밴 오먼,,,,NA,NA,NA, 제이슨 서디키스, 조시 게드, 대니 맥브라이드, 피터 딘클리지, 아콰피나,,,,,,,,,,,,5,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5218111744,680606,661,15812,미국,5,1,전체 관람가,96,    애니메이션  액션 
964,그날의 분위기,한국,한국,(주)쇼박스, 조규장,,,,NA,NA,NA, 문채원, 유연석,,,,,,,,,,,,,,,1,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5149571612,653287,592,27186,한국,2,1,15세 관람가,103,   멜로/로맨스  코미디 
965,사냥,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,,,,,NA,NA,NA,,,,,,,,,,,,,,,,,6,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4912658515,645922,696,28862,한국,0,1,15세 관람가,93, 액션  스릴러 
966,널 기다리며,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 모홍진,,,,NA,NA,NA, 심은경, 윤제문, 김성오,,,,,,,,,,,,,,3,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5234303336,635235,551,33774,한국,3,1,청소년 관람불가,108,   스릴러 
967,설리: 허드슨강의 기적,미국,미국,워너브러더스 코리아(주),,,,,NA,NA,NA,,,,,,,,,,,,,,,,,9,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5234170754,627102,573,26609,미국,0,1,12세 관람가,96,    드라마 
968,잭 리처: 네버 고 백,미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 에드워드 즈윅,,,,NA,NA,NA, 톰 크루즈, 코비 스멀더스,,,,,,,,,,,,,,,11,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4638072258,611097,667,23659,미국,2,1,NA,118,       액션  범죄  드라마  미스터리  스릴러 
969,로그 원: 스타워즈 스토리,미국,미국,월트디즈니컴퍼니코리아 유한책임회사, 가렛 에드워즈,,,,NA,NA,NA, 펠리시티 존스, 디에고 루나, 매즈 미켈슨, 리즈 아메드, 포레스트 휘태커, 견자단, 강문,,,,,,,,,,12,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5127537094,596487,907,15441,미국,7,1,12세 관람가,133,      액션  모험  판타지  sf 
970,싱 스트리트,아일랜드,"아일랜드,영국,미국",(주)이수C&E, 존 카니,,,,NA,NA,NA, 페리다 월시-필로, 루시 보인턴, 잭 레이너, 마크 맥케나,,,,,,,,,,,,,5,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4489637672,560790,494,22825,기타,4,NA,NA,106,   드라마   멜로/로맨스 
971,아이스 에이지: 지구 대충돌,미국,미국,이십세기폭스코리아(주), 마이크 트메이어,,,,NA,NA,NA, 존 레귀자모, 레이 로마노, 제니퍼 로페즈, 아담 드바인, 제시 테일러 퍼거슨,,,,,,,,,,,,7,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4092484600,553760,580,13018,미국,5,1,전체 관람가,94,      애니메이션  모험  코미디  가족 
972,몬스터 호텔 2,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 젠디 타타코브스키,,,,NA,NA,NA, 아담 샌들러, 셀레나 고메즈, 케빈 제임스, 스티브 부세미,,,,,,,,,,,,,12,2015,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11088271276,1515104,1323,25550,미국,4,1,전체 관람가,89,    애니메이션  코미디  가족 
973,메카닉: 리크루트,미국,"미국,프랑스",(주)제이앤씨미디어그룹, 데니스 간젤,,,,NA,NA,NA, 제이슨 스타뎀, 제시카 알바, 토미 리 존스,,,,,,,,,,,,,,8,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4458200800,551897,320,17497,미국,3,NA,15세 관람가,98,   액션  범죄  스릴러 
974,고스트버스터즈,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 폴 페이그,,,,NA,NA,NA, 멜리사 맥카시, 크리스틴 위그, 케이트 맥키넌, 레슬리 존스, 크리스 헴스워스,,,,,,,,,,,,8,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4116570075,515553,511,18026,미국,5,1,12세 관람가,116, 액션  코미디  sf 
975,거울나라의 앨리스,미국,미국,월트디즈니컴퍼니코리아(주), 제임스 보빈,,,,NA,NA,NA, 조니 뎁, 앤 해서웨이, 미아 와시코브스카, 헬레나 본햄 카터, 사챠 바론 코헨, 앨런 릭먼, 마이클 쉰,,,,,,,,,,9,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4145733267,513202,515,19585,미국,7,1,12세 관람가,112,   모험  가족  판타지 
976,가려진 시간,한국,한국,(주)쇼박스, 엄태화,,,,NA,NA,NA, 강동원, 신은수, 이효제,,,,,,,,,,,,,,11,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946462400,510878,884,30404,한국,3,1,12세 관람가,129,   드라마  판타지 
977,명탐정 코난: 순흑의 악몽,일본,일본,(주)씨제이이엔엠, 시즈노 코분,,,,NA,NA,NA, 김선혜, 강수진, 이정구, 이현진,,,,,,,,,,,,,8,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766157500,508869,447,7983,기타,4,1,12세 관람가,112,      애니메이션 
978,해어화,한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 박흥식,,,,NA,NA,NA, 한효주, 유연석, 천우희, 박성웅,,,,,,,,,,,,,4,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3768200759,485695,572,32322,한국,4,1,15세 관람가,120, 드라마 
979,계춘할망,한국,한국,(주)콘텐츠 난다긴다, 창감독,,,,NA,NA,NA, 윤여정, 김고은,,,,,,,,,,,,,,,5,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3600794348,482516,526,19644,한국,2,NA,15세 관람가,116, 드라마  가족 
980,"로봇, 소리",한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 이호재,,,,NA,NA,NA, 이성민, 이희준, 이하늬, 김원해, 채수빈, 심은경,,,,,,,,,,,1,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3519595560,476665,609,25502,한국,6,1,12세 관람가,117,   드라마 
981,스타워즈: 깨어난 포스,미국,미국,월트디즈니컴퍼니코리아(주), J.J. 에이브럼스,,,,NA,NA,NA, 데이지 리들리, 존 보예가, 오스카 아이삭, 아담 드라이버, 그웬돌린 크리스티, 도널 글리슨, 해리슨 포드, 마크 해밀, 캐리 피셔, 사이먼 페그, 막스 폰 시도우,,,,,,12,2015,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28353796331,3273879,1492,69226,미국,11,1,12세 관람가,135,    액션  모험  판타지 
982,빅쇼트,미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 아담 맥케이,,,,NA,NA,NA, 크리스찬 베일, 스티브 카렐, 라이언 고슬링, 브래드 피트,,,,,,,,,,,,,1,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3622652707,446712,489,17316,미국,4,1,청소년 관람불가,130, 드라마 
983,헌츠맨: 윈터스 워,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 세딕 니콜라스 트로얀,,,,NA,NA,NA, 크리스 헴스워스, 샤를리즈 테론, 에밀리 블런트, 제시카 차스테인,,,,,,,,,,,,,4,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3544262706,445009,557,25789,미국,4,1,12세 관람가,113,    액션  모험  드라마  판타지 
984,나를 잊지 말아요,한국,한국,(주)씨제이이엔엠,,,,,NA,NA,NA,,,,,,,,,,,,,,,,,1,2016,NA,NA,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3398915000,425799,559,19138,한국,0,1,15세 관람가,106,    멜로/로맨스 
